book,page,column,nom_idx,syl_idx,bbox_cu,bbox_truoc_lock,iou,box_source_truoc_lock,count_source,n_ocr,n_qn,n_det
stt2,page_0188,2,13,13,"[1246, 1821, 1352, 1941]","[1246, 1821, 1352, 1941]",1.000,detector,equal_qn,20,20,20
stt2,page_0188,5,2,2,"[786, 681, 896, 812]","[786, 681, 896, 812]",1.000,detector,equal_qn,19,19,19
stt2,page_0190,2,9,9,"[1282, 1430, 1384, 1559]","[1282, 1430, 1384, 1559]",1.000,detector,equal_qn,19,19,19
stt2,page_0190,8,8,8,"[353, 1361, 468, 1500]","[353, 1361, 468, 1500]",1.000,detector,equal_qn,18,18,18
stt2,page_0192,1,13,13,"[1407, 1884, 1512, 2014]","[1407, 1884, 1512, 2014]",1.000,detector,equal_qn,19,19,19
stt2,page_0192,2,4,4,"[1256, 954, 1367, 1095]","[1256, 954, 1367, 1095]",1.000,detector,equal_qn,18,18,18
stt2,page_0192,3,1,1,"[1099, 608, 1210, 743]","[1099, 608, 1210, 743]",1.000,detector,equal_qn,18,18,18
stt2,page_0192,3,10,10,"[1107, 1648, 1216, 1782]","[1107, 1648, 1216, 1782]",1.000,detector,equal_qn,18,18,18
stt2,page_0192,5,0,0,"[788, 505, 901, 626]","[788, 505, 901, 626]",1.000,detector,equal_qn,19,19,19
stt2,page_0192,7,11,11,"[470, 1712, 585, 1847]","[470, 1712, 585, 1847]",1.000,detector,equal_qn,18,18,18
stt2,page_0192,8,7,7,"[335, 1229, 440, 1353]","[335, 1229, 440, 1353]",1.000,detector,equal_qn,20,20,20
stt2,page_0192,8,19,19,"[335, 2405, 439, 2518]","[335, 2405, 439, 2518]",1.000,detector,equal_qn,20,20,20
stt2,page_0192,9,16,16,"[196, 2186, 305, 2312]","[184, 2192, 291, 2321]",0.706,detector,equal_ocr,19,18,19
stt2,page_0194,1,15,15,"[1395, 1998, 1497, 2120]","[1395, 1998, 1497, 2120]",1.000,detector,equal_qn,20,20,20
stt2,page_0194,3,1,1,"[1093, 591, 1211, 718]","[1093, 595, 1206, 725]",0.881,detector,equal_ocr,19,18,19
stt2,page_0194,3,10,10,"[1093, 1549, 1211, 1677]","[1104, 1549, 1213, 1681]",0.867,detector,equal_ocr,19,18,19
stt2,page_0194,4,11,11,"[943, 1749, 1059, 1884]","[943, 1645, 1058, 1775]",0.108,detector,equal_qn,18,19,19
stt2,page_0194,7,11,11,"[491, 1786, 599, 1928]","[491, 1786, 599, 1928]",1.000,detector,equal_qn,17,17,17
stt2,page_0194,9,10,11,"[188, 1658, 311, 1801]","[167, 1625, 289, 1773]",0.483,detector,equal_ocr,17,18,17
stt2,page_0196,4,15,15,"[954, 2266, 1070, 2403]","[954, 2266, 1070, 2403]",1.000,detector,equal_qn,17,17,17
stt2,page_0196,5,15,15,"[803, 2163, 907, 2297]","[807, 2032, 915, 2151]",0.000,detector,equal_qn,18,20,20
stt2,page_0196,7,9,9,"[503, 1455, 608, 1584]","[503, 1455, 608, 1584]",1.000,detector,equal_qn,19,19,19
stt2,page_0196,7,12,12,"[504, 1774, 607, 1900]","[504, 1774, 607, 1900]",1.000,detector,equal_qn,19,19,19
stt2,page_0196,8,15,15,"[354, 2068, 459, 2200]","[354, 2068, 459, 2200]",1.000,detector,equal_qn,19,19,19
stt2,page_0196,9,4,4,"[205, 915, 311, 1043]","[205, 915, 311, 1043]",1.000,detector,equal_qn,18,18,18
stt2,page_0198,2,13,13,"[1259, 1946, 1367, 2085]","[1259, 1946, 1367, 2085]",1.000,detector,equal_qn,18,18,18
stt2,page_0198,4,4,4,"[962, 905, 1067, 1042]","[962, 905, 1067, 1042]",1.000,detector,equal_qn,18,18,18
stt2,page_0198,4,17,17,"[964, 2384, 1067, 2503]","[964, 2384, 1067, 2503]",1.000,detector,equal_qn,18,18,18
stt2,page_0200,2,5,5,"[1263, 971, 1372, 1094]","[1263, 971, 1372, 1094]",1.000,detector,equal_ocr,20,21,20
stt2,page_0200,4,14,14,"[933, 1890, 1049, 2017]","[933, 1890, 1049, 2017]",1.000,detector,equal_qn,20,20,20
stt2,page_0200,7,12,12,"[483, 1751, 586, 1879]","[483, 1751, 586, 1879]",1.000,detector,equal_qn,19,19,19
stt2,page_0202,1,19,18,"[1456, 2348, 1568, 2466]","[1447, 2341, 1552, 2468]",0.744,detector,equal_qn,21,20,20
stt2,page_0202,3,18,18,"[1161, 2422, 1260, 2535]","[1161, 2422, 1260, 2535]",1.000,detector,equal_qn,19,19,19
stt2,page_0202,6,5,5,"[707, 1054, 820, 1194]","[707, 1054, 820, 1194]",1.000,detector,equal_qn,18,18,18
stt2,page_0202,7,16,16,"[557, 2306, 667, 2442]","[557, 2306, 667, 2442]",1.000,detector,equal_qn,18,18,18
stt2,page_0202,8,11,11,"[395, 1749, 512, 1886]","[395, 1749, 512, 1886]",1.000,detector,equal_qn,18,18,18
stt2,page_0204,1,2,2,"[1437, 714, 1550, 852]","[1437, 714, 1550, 852]",1.000,detector,equal_qn,18,18,18
stt2,page_0204,1,14,14,"[1438, 2086, 1553, 2222]","[1438, 2086, 1553, 2222]",1.000,detector,equal_qn,18,18,18
stt2,page_0204,2,7,7,"[1279, 1234, 1396, 1372]","[1279, 1234, 1396, 1372]",1.000,detector,equal_qn,19,19,19
stt2,page_0204,4,17,17,"[973, 2394, 1077, 2515]","[973, 2394, 1077, 2515]",1.000,detector,equal_qn,18,18,18
stt2,page_0206,2,2,2,"[1284, 700, 1395, 833]","[1284, 700, 1395, 833]",1.000,detector,equal_ocr,18,19,18
stt2,page_0206,2,9,9,"[1285, 1483, 1395, 1621]","[1285, 1483, 1395, 1621]",1.000,detector,equal_ocr,18,19,18
stt2,page_0206,4,16,15,"[987, 2216, 1101, 2347]","[987, 2111, 1102, 2240]",0.101,detector,equal_qn,19,19,19
stt2,page_0206,7,11,11,"[533, 1604, 642, 1731]","[533, 1604, 642, 1731]",1.000,detector,equal_qn,20,20,20
stt2,page_0206,8,14,14,"[373, 1912, 482, 2037]","[373, 1912, 482, 2037]",1.000,detector,equal_qn,20,20,20
stt2,page_0206,9,8,8,"[213, 1275, 328, 1402]","[213, 1275, 328, 1402]",1.000,detector,equal_qn,20,20,20
stt2,page_0208,1,13,13,"[1448, 1720, 1557, 1838]","[1448, 1720, 1557, 1838]",1.000,detector,equal_qn,21,21,21
stt2,page_0208,3,10,10,"[1153, 1566, 1256, 1694]","[1153, 1566, 1256, 1694]",1.000,detector,equal_qn,19,19,19
stt2,page_0208,3,17,17,"[1140, 2312, 1251, 2436]","[1140, 2312, 1251, 2436]",1.000,detector,equal_qn,19,19,19
stt2,page_0208,6,3,3,"[697, 838, 799, 977]","[697, 838, 799, 977]",1.000,detector,equal_qn,17,17,17
stt2,page_0208,8,16,16,"[398, 2230, 504, 2348]","[398, 2230, 504, 2348]",1.000,detector,equal_qn,17,17,17
stt2,page_0210,1,16,16,"[1455, 2277, 1562, 2411]","[1455, 2277, 1562, 2411]",1.000,detector,equal_qn,18,18,18
stt2,page_0210,2,7,7,"[1317, 1160, 1422, 1284]","[1317, 1160, 1422, 1284]",1.000,detector,conflict,20,20,21
stt2,page_0210,3,2,2,"[1154, 692, 1263, 819]","[1154, 692, 1263, 819]",1.000,detector,equal_ocr,20,21,20
stt2,page_0210,3,9,10,"[1156, 1382, 1266, 1509]","[1156, 1382, 1266, 1509]",1.000,detector,equal_ocr,20,21,20
stt2,page_0210,3,14,15,"[1156, 1903, 1266, 2025]","[1156, 1903, 1266, 2025]",1.000,detector,equal_ocr,20,21,20
stt2,page_0210,5,12,12,"[850, 1701, 960, 1823]","[850, 1701, 960, 1823]",1.000,detector,equal_qn,20,20,20
stt2,page_0210,6,2,2,"[701, 702, 806, 831]","[701, 702, 806, 831]",1.000,detector,equal_qn,19,19,19
stt2,page_0210,7,2,2,"[545, 702, 655, 834]","[545, 702, 655, 834]",1.000,detector,equal_qn,19,19,19
stt2,page_0210,9,12,15,"[253, 1758, 370, 1886]","[233, 1751, 349, 1881]",0.647,detector,equal_ocr,19,22,19
stt2,page_0212,2,8,8,"[1297, 1336, 1404, 1471]","[1297, 1336, 1404, 1471]",1.000,detector,equal_qn,19,19,19
stt2,page_0212,7,13,13,"[553, 1792, 655, 1912]","[532, 1757, 641, 1875]",0.410,detector,equal_qn,20,21,21
stt2,page_0212,8,4,4,"[383, 875, 492, 1001]","[383, 875, 492, 1001]",1.000,detector,equal_qn,20,20,20
stt2,page_0212,8,15,15,"[374, 1987, 481, 2113]","[374, 1987, 481, 2113]",1.000,detector,equal_qn,20,20,20
stt2,page_0212,9,7,7,"[228, 1173, 331, 1294]","[228, 1173, 331, 1294]",1.000,detector,conflict,20,20,21
stt2,page_0212,9,17,17,"[218, 2222, 323, 2339]","[218, 2222, 323, 2339]",1.000,detector,conflict,20,20,21
stt2,page_0214,1,17,17,"[1447, 2073, 1552, 2190]","[1447, 2073, 1552, 2190]",1.000,detector,equal_qn,21,21,21
stt2,page_0214,3,8,8,"[1149, 1288, 1257, 1410]","[1149, 1288, 1257, 1410]",1.000,detector,equal_qn,20,20,20
stt2,page_0214,3,13,13,"[1156, 1777, 1265, 1897]","[1156, 1777, 1265, 1897]",1.000,detector,equal_qn,20,20,20
stt2,page_0214,7,0,4,"[551, 488, 662, 600]","[551, 488, 662, 600]",1.000,detector,equal_ocr,20,24,20
stt2,page_0214,8,16,16,"[385, 1980, 494, 2097]","[385, 1980, 494, 2097]",1.000,detector,equal_qn,21,21,21
stt2,page_0214,9,6,6,"[239, 1067, 345, 1187]","[239, 1067, 345, 1187]",1.000,detector,conflict,20,20,19
stt2,page_0216,1,3,3,"[1455, 782, 1563, 906]","[1455, 782, 1563, 906]",1.000,detector,equal_qn,20,20,20
stt2,page_0216,2,2,2,"[1304, 686, 1409, 813]","[1304, 686, 1409, 813]",1.000,detector,equal_qn,19,19,19
stt2,page_0216,3,2,2,"[1162, 693, 1269, 822]","[1162, 693, 1269, 822]",1.000,detector,equal_qn,20,20,20
stt2,page_0216,3,6,6,"[1166, 1097, 1268, 1227]","[1166, 1097, 1268, 1227]",1.000,detector,equal_qn,20,20,20
stt2,page_0220,1,0,0,"[1412, 495, 1525, 615]","[1412, 495, 1525, 615]",1.000,detector,equal_qn,19,19,19
stt2,page_0220,1,3,3,"[1411, 795, 1523, 930]","[1411, 795, 1523, 930]",1.000,detector,equal_qn,19,19,19
stt2,page_0220,2,13,13,"[1274, 1795, 1380, 1921]","[1274, 1795, 1380, 1921]",1.000,detector,equal_qn,20,20,20
stt2,page_0220,4,7,7,"[967, 1201, 1073, 1329]","[967, 1201, 1073, 1329]",1.000,detector,equal_qn,19,19,19
stt2,page_0220,5,16,16,"[812, 2093, 915, 2215]","[812, 2093, 915, 2215]",1.000,detector,equal_qn,20,20,20
stt2,page_0220,6,2,2,"[669, 685, 775, 806]","[669, 685, 775, 806]",1.000,detector,equal_qn,20,20,20
stt2,page_0220,7,9,9,"[515, 1374, 615, 1494]","[515, 1374, 615, 1494]",1.000,detector,equal_ocr,20,21,20
stt2,page_0222,6,17,17,"[646, 2409, 748, 2528]","[646, 2409, 748, 2528]",1.000,detector,equal_qn,18,18,18
stt2,page_0222,7,11,11,"[497, 1648, 600, 1782]","[497, 1648, 600, 1782]",1.000,detector,equal_qn,19,19,19
stt2,page_0224,2,8,8,"[1317, 1298, 1419, 1422]","[1317, 1298, 1419, 1422]",1.000,detector,equal_qn,20,20,20
stt2,page_0224,3,4,4,"[1152, 917, 1270, 1054]","[1152, 917, 1270, 1054]",1.000,detector,equal_qn,19,19,19
stt2,page_0224,8,12,12,"[400, 1703, 506, 1826]","[400, 1703, 506, 1826]",1.000,detector,equal_qn,20,20,20
stt2,page_0226,2,4,4,"[1327, 923, 1436, 1054]","[1327, 923, 1436, 1054]",1.000,detector,equal_qn,19,19,19
stt2,page_0226,2,18,18,"[1310, 2405, 1417, 2519]","[1310, 2405, 1417, 2519]",1.000,detector,equal_qn,19,19,19
stt2,page_0226,7,2,3,"[571, 675, 674, 791]","[572, 779, 673, 897]",0.054,detector,equal_qn,21,22,22
stt2,page_0226,8,4,4,"[425, 855, 523, 973]","[425, 855, 523, 973]",1.000,detector,equal_ocr,22,25,22
stt2,page_0226,8,11,11,"[421, 1497, 528, 1613]","[421, 1497, 528, 1613]",1.000,detector,equal_ocr,22,25,22
stt2,page_0226,9,2,2,"[276, 675, 380, 788]","[276, 675, 380, 788]",1.000,detector,equal_qn,16,16,16
stt2,page_0228,3,5,5,"[1141, 1040, 1249, 1177]","[1141, 1040, 1249, 1177]",1.000,detector,equal_qn,17,19,19
stt2,page_0228,5,10,9,"[838, 1491, 956, 1612]","[853, 1494, 959, 1615]",0.813,detector,equal_ocr,20,19,20
stt2,page_0228,6,6,7,"[696, 1060, 798, 1179]","[697, 1166, 799, 1284]",0.057,detector,equal_qn,20,21,21
stt2,page_0228,9,8,8,"[237, 1320, 345, 1450]","[237, 1320, 345, 1450]",1.000,detector,equal_qn,19,19,19
stt2,page_0230,5,0,0,"[844, 464, 949, 580]","[844, 464, 949, 580]",1.000,detector,equal_qn,21,21,21
stt2,page_0230,6,3,3,"[707, 732, 811, 847]","[707, 732, 811, 847]",1.000,detector,equal_qn,22,22,22
stt2,page_0230,9,5,5,"[268, 940, 377, 1064]","[268, 940, 377, 1064]",1.000,detector,equal_qn,21,21,21
stt2,page_0232,1,19,19,"[1447, 2408, 1555, 2523]","[1447, 2408, 1555, 2523]",1.000,detector,equal_qn,20,20,20
stt2,page_0232,5,1,1,"[861, 550, 973, 675]","[861, 550, 973, 675]",1.000,detector,equal_qn,20,20,20
stt2,page_0232,5,15,15,"[853, 2001, 960, 2126]","[853, 2001, 960, 2126]",1.000,detector,equal_qn,20,20,20
stt2,page_0232,6,10,10,"[719, 1453, 819, 1571]","[719, 1453, 819, 1571]",1.000,detector,equal_qn,21,21,21
stt2,page_0234,6,6,6,"[682, 1157, 796, 1297]","[682, 1157, 796, 1297]",1.000,detector,conflict,18,18,19
stt2,page_0236,2,1,1,"[1282, 569, 1395, 707]","[1282, 569, 1395, 707]",1.000,detector,equal_qn,18,18,18
stt2,page_0236,7,19,20,"[543, 2306, 651, 2424]","[543, 2306, 651, 2424]",1.000,detector,equal_ocr,21,22,21
stt2,page_0238,2,13,13,"[1297, 1820, 1403, 1947]","[1297, 1820, 1403, 1947]",1.000,detector,equal_qn,20,20,20
stt2,page_0238,3,17,18,"[1135, 2411, 1246, 2530]","[1135, 2411, 1246, 2530]",1.000,detector,equal_qn,18,19,19
stt2,page_0238,5,16,16,"[845, 2266, 958, 2402]","[845, 2266, 958, 2402]",1.000,detector,equal_qn,18,18,18
stt2,page_0238,7,1,1,"[557, 584, 666, 711]","[557, 584, 666, 711]",1.000,detector,equal_qn,20,20,20
stt2,page_0238,7,13,13,"[538, 1811, 648, 1936]","[538, 1811, 648, 1936]",1.000,detector,equal_qn,20,20,20
stt2,page_0238,8,0,0,"[411, 491, 519, 604]","[411, 491, 519, 604]",1.000,detector,equal_qn,20,20,20
stt2,page_0238,9,2,2,"[255, 682, 369, 805]","[255, 682, 369, 805]",1.000,detector,equal_qn,19,19,19
stt2,page_0240,2,13,14,"[1300, 1801, 1409, 1926]","[1300, 1801, 1409, 1926]",1.000,detector,equal_ocr,20,21,20
stt2,page_0240,3,7,7,"[1162, 1214, 1266, 1345]","[1162, 1214, 1266, 1345]",1.000,detector,equal_qn,19,19,19
stt2,page_0240,4,16,16,"[1002, 2273, 1112, 2409]","[1002, 2273, 1112, 2409]",1.000,detector,equal_qn,18,18,18
stt2,page_0240,5,11,11,"[854, 1579, 962, 1702]","[854, 1579, 962, 1702]",1.000,detector,equal_qn,20,20,20
stt2,page_0240,5,16,16,"[857, 2091, 959, 2212]","[857, 2091, 959, 2212]",1.000,detector,equal_qn,20,20,20
stt2,page_0240,8,6,6,"[390, 1180, 529, 1322]","[390, 1164, 516, 1311]",0.759,detector,equal_qn,17,17,17
stt2,page_0242,7,7,7,"[556, 1223, 666, 1358]","[556, 1223, 666, 1358]",1.000,detector,equal_qn,19,19,19
stt2,page_0242,8,15,15,"[406, 2074, 518, 2205]","[406, 2074, 518, 2205]",1.000,detector,equal_qn,19,19,19
stt2,page_0244,6,16,16,"[702, 2095, 814, 2221]","[702, 2095, 814, 2221]",1.000,detector,equal_qn,20,20,20
stt2,page_0244,7,15,15,"[544, 2001, 655, 2126]","[544, 2001, 655, 2126]",1.000,detector,equal_qn,20,20,20
stt2,page_0246,2,12,13,"[1285, 1717, 1397, 1838]","[1285, 1717, 1397, 1838]",1.000,detector,equal_qn,19,20,20
stt2,page_0246,8,11,11,"[398, 1475, 504, 1591]","[398, 1475, 504, 1591]",1.000,detector,equal_qn,21,21,21
stt2,page_0246,9,5,5,"[246, 932, 358, 1053]","[246, 932, 358, 1053]",1.000,detector,equal_qn,19,20,20
stt2,page_0246,9,18,19,"[237, 2284, 346, 2398]","[237, 2284, 346, 2398]",1.000,detector,equal_qn,19,20,20
stt2,page_0248,3,2,2,"[1149, 664, 1260, 787]","[1149, 664, 1260, 787]",1.000,detector,equal_qn,21,21,21
stt2,page_0248,8,14,14,"[388, 1972, 499, 2100]","[384, 1966, 495, 2096]",0.863,detector,equal_qn,19,19,19
stt2,page_0250,1,3,3,"[1439, 800, 1551, 937]","[1439, 800, 1551, 937]",1.000,detector,equal_qn,18,18,18
stt2,page_0250,2,3,3,"[1302, 781, 1413, 911]","[1302, 781, 1413, 911]",1.000,detector,equal_qn,19,19,19
stt2,page_0250,6,11,11,"[714, 1695, 827, 1831]","[714, 1695, 827, 1831]",1.000,detector,equal_qn,18,18,18
stt2,page_0250,7,0,0,"[566, 457, 682, 578]","[566, 457, 682, 578]",1.000,detector,equal_qn,20,20,20
stt2,page_0252,1,5,5,"[1442, 1025, 1551, 1159]","[1442, 1025, 1551, 1159]",1.000,detector,equal_qn,18,18,18
stt2,page_0252,3,3,3,"[1145, 793, 1255, 923]","[1145, 793, 1255, 923]",1.000,detector,equal_qn,19,19,19
stt2,page_0252,9,15,15,"[233, 2279, 351, 2415]","[233, 2279, 351, 2415]",1.000,detector,equal_qn,17,17,17
stt2,page_0254,5,5,5,"[841, 997, 952, 1134]","[841, 997, 952, 1134]",1.000,detector,equal_qn,19,19,19
stt2,page_0254,5,18,18,"[839, 2414, 951, 2536]","[839, 2414, 951, 2536]",1.000,detector,equal_qn,19,19,19
stt2,page_0254,7,18,18,"[532, 2414, 644, 2537]","[532, 2414, 644, 2537]",1.000,detector,equal_qn,19,19,19
stt2,page_0254,9,16,16,"[222, 2403, 338, 2527]","[222, 2403, 338, 2527]",1.000,detector,conflict,17,17,19
stt2,page_0256,3,2,2,"[1146, 660, 1260, 794]","[1146, 660, 1260, 794]",1.000,detector,equal_qn,19,19,19
stt2,page_0256,3,15,15,"[1148, 2082, 1258, 2213]","[1148, 2082, 1258, 2213]",1.000,detector,equal_qn,19,19,19
stt2,page_0256,4,7,7,"[1010, 1191, 1120, 1322]","[1010, 1191, 1120, 1322]",1.000,detector,equal_qn,19,19,19
stt2,page_0256,5,1,1,"[851, 551, 964, 684]","[851, 551, 964, 684]",1.000,detector,equal_ocr,19,20,19
stt2,page_0256,6,12,12,"[700, 1830, 814, 1974]","[700, 1830, 814, 1974]",1.000,detector,equal_qn,18,18,18
stt2,page_0256,7,10,10,"[553, 1621, 664, 1759]","[553, 1621, 664, 1759]",1.000,detector,equal_qn,18,18,18
stt2,page_0256,8,9,9,"[393, 1496, 505, 1630]","[393, 1496, 505, 1630]",1.000,detector,equal_qn,18,18,18
stt2,page_0258,2,6,6,"[1286, 1105, 1397, 1240]","[1286, 1105, 1397, 1240]",1.000,detector,equal_qn,19,19,19
stt2,page_0258,8,7,6,"[396, 1098, 515, 1229]","[394, 1076, 509, 1206]",0.666,detector,equal_qn,20,19,19
stt2,page_0260,6,8,8,"[695, 1298, 804, 1429]","[695, 1298, 804, 1429]",1.000,detector,equal_qn,19,20,20
stt2,page_0262,1,11,11,"[1420, 1605, 1547, 1729]","[1420, 1605, 1547, 1729]",1.000,midpoint,conflict,20,20,21
stt2,page_0262,1,16,16,"[1436, 2156, 1542, 2274]","[1436, 2156, 1542, 2274]",1.000,detector,conflict,20,20,21
stt2,page_0264,6,2,2,"[655, 658, 773, 776]","[660, 666, 773, 786]",0.826,detector,equal_qn,21,21,21
stt2,page_0264,7,5,5,"[510, 970, 618, 1090]","[510, 967, 622, 1097]",0.890,detector,equal_ocr,20,19,20
stt2,page_0264,7,17,17,"[510, 2178, 618, 2298]","[523, 2180, 629, 2297]",0.780,detector,equal_ocr,20,19,20
stt2,page_0264,8,2,2,"[356, 683, 461, 811]","[356, 683, 461, 811]",1.000,detector,equal_qn,19,19,19
stt2,page_0264,8,6,6,"[354, 1104, 463, 1235]","[354, 1104, 463, 1235]",1.000,detector,equal_qn,19,19,19
stt2,page_0264,9,12,12,"[218, 1728, 336, 1854]","[202, 1708, 317, 1839]",0.580,detector,equal_qn,19,19,19
stt2,page_0266,1,12,12,"[1430, 1750, 1549, 1887]","[1430, 1750, 1549, 1887]",1.000,detector,equal_qn,19,19,19
stt2,page_0266,3,12,12,"[1128, 1762, 1239, 1898]","[1128, 1762, 1239, 1898]",1.000,detector,equal_qn,19,19,19
stt2,page_0266,4,10,10,"[990, 1539, 1102, 1676]","[990, 1539, 1102, 1676]",1.000,detector,equal_qn,19,19,19
stt2,page_0266,5,10,10,"[852, 1492, 962, 1617]","[852, 1492, 962, 1617]",1.000,detector,equal_qn,20,20,20
stt2,page_0266,7,12,12,"[553, 1729, 666, 1868]","[553, 1729, 666, 1868]",1.000,detector,equal_qn,19,19,19
stt2,page_0268,1,1,1,"[1443, 547, 1555, 672]","[1443, 547, 1555, 672]",1.000,detector,equal_qn,20,20,20
stt2,page_0268,1,10,10,"[1444, 1470, 1551, 1591]","[1444, 1470, 1551, 1591]",1.000,detector,equal_qn,20,20,20
stt2,page_0268,1,13,13,"[1441, 1773, 1555, 1902]","[1441, 1773, 1555, 1902]",1.000,detector,equal_qn,20,20,20
stt2,page_0268,3,19,19,"[1149, 2306, 1252, 2427]","[1149, 2306, 1252, 2427]",1.000,detector,equal_qn,21,21,21
stt2,page_0268,4,6,6,"[999, 1067, 1106, 1189]","[999, 1067, 1106, 1189]",1.000,detector,equal_qn,19,20,20
stt2,page_0268,5,1,1,"[839, 548, 949, 667]","[839, 548, 949, 667]",1.000,detector,equal_qn,21,21,21
stt2,page_0268,6,0,0,"[692, 468, 799, 581]","[692, 468, 799, 581]",1.000,detector,equal_qn,21,21,21
stt2,page_0268,7,8,8,"[549, 1208, 644, 1321]","[549, 1208, 644, 1321]",1.000,detector,equal_qn,20,20,20
stt2,page_0270,4,2,2,"[995, 652, 1092, 761]","[995, 652, 1092, 761]",1.000,detector,conflict,22,22,23
stt2,page_0270,6,14,14,"[698, 1723, 796, 1834]","[698, 1723, 796, 1834]",1.000,detector,equal_qn,23,23,23
stt2,page_0270,8,3,3,"[400, 742, 499, 777]","[400, 742, 499, 860]",0.297,detector,equal_ocr,22,23,22
stt2,page_0270,9,8,8,"[256, 1204, 343, 1313]","[256, 1204, 343, 1313]",1.000,detector,equal_qn,22,22,22
stt2,page_0272,1,9,9,"[1446, 1348, 1567, 1472]","[1446, 1348, 1567, 1472]",1.000,detector,equal_qn,21,21,21
stt2,page_0272,2,3,3,"[1292, 771, 1406, 893]","[1292, 771, 1406, 893]",1.000,detector,equal_qn,20,20,20
stt2,page_0272,2,19,19,"[1313, 2417, 1423, 2532]","[1313, 2417, 1423, 2532]",1.000,detector,equal_qn,20,20,20
stt2,page_0272,5,1,1,"[840, 562, 951, 689]","[840, 562, 951, 689]",1.000,detector,equal_qn,20,20,20
stt2,page_0272,5,18,18,"[863, 2323, 971, 2451]","[863, 2323, 971, 2451]",1.000,detector,equal_qn,20,20,20
stt2,page_0272,6,11,11,"[711, 1617, 820, 1739]","[711, 1617, 820, 1739]",1.000,detector,equal_qn,20,20,20
stt2,page_0272,6,15,15,"[711, 2015, 822, 2139]","[711, 2015, 822, 2139]",1.000,detector,equal_qn,20,20,20
stt2,page_0272,8,3,2,"[382, 788, 492, 909]","[390, 799, 498, 926]",0.710,detector,equal_ocr,20,19,20
stt2,page_0272,8,11,10,"[382, 1596, 492, 1717]","[391, 1605, 499, 1730]",0.730,detector,equal_ocr,20,19,20
stt2,page_0272,9,18,18,"[249, 2421, 362, 2542]","[249, 2421, 362, 2542]",1.000,detector,equal_qn,19,19,19
stt2,page_0274,2,19,19,"[1261, 2242, 1362, 2354]","[1261, 2242, 1362, 2354]",1.000,detector,equal_qn,22,22,22
stt2,page_0274,3,13,13,"[1103, 1568, 1219, 1670]","[1122, 1608, 1224, 1717]",0.355,detector,equal_qn,24,23,23
stt2,page_0274,5,4,4,"[809, 863, 920, 995]","[809, 863, 920, 995]",1.000,detector,equal_qn,19,19,19
stt2,page_0274,7,2,2,"[494, 665, 604, 790]","[494, 665, 604, 790]",1.000,detector,equal_qn,19,19,19
stt2,page_0274,8,14,14,"[356, 1863, 463, 1992]","[356, 1863, 463, 1992]",1.000,detector,equal_qn,20,20,20
stt2,page_0274,9,12,12,"[199, 1788, 321, 1922]","[202, 1775, 318, 1911]",0.799,detector,equal_qn,18,18,18
stt2,page_0276,7,16,16,"[1181, 2307, 1294, 2443]","[1181, 2307, 1294, 2443]",1.000,detector,equal_qn,18,18,18
stt2,page_0276,9,4,4,"[858, 901, 974, 1023]","[868, 902, 975, 1027]",0.872,detector,equal_ocr,20,19,20
stt2,page_0276,9,18,17,"[858, 2327, 974, 2449]","[865, 2324, 981, 2455]",0.829,detector,equal_ocr,20,19,20
stt2,page_0278,1,11,11,"[1411, 1647, 1564, 1775]","[1446, 1639, 1560, 1771]",0.690,detector,equal_qn,19,19,19
stt2,page_0278,2,9,9,"[1273, 1541, 1393, 1677]","[1274, 1424, 1392, 1561]",0.078,detector,equal_qn,17,18,18
stt2,page_0278,4,8,8,"[980, 1252, 1091, 1371]","[980, 1252, 1091, 1371]",1.000,detector,equal_qn,20,21,21
stt2,page_0278,4,13,13,"[982, 1816, 1089, 1935]","[980, 1732, 1092, 1849]",0.158,detector,equal_qn,20,21,21
stt2,page_0278,5,5,5,"[829, 964, 942, 1086]","[829, 964, 942, 1086]",1.000,detector,equal_qn,20,20,20
stt2,page_0278,6,4,4,"[663, 849, 774, 969]","[663, 849, 774, 969]",1.000,detector,equal_qn,21,21,21
stt2,page_0278,6,17,17,"[681, 2092, 795, 2211]","[681, 2092, 795, 2211]",1.000,detector,equal_qn,21,21,21
stt2,page_0280,1,15,15,"[1463, 1812, 1570, 1925]","[1463, 1812, 1570, 1925]",1.000,detector,equal_qn,23,23,23
stt2,page_0280,2,11,11,"[1303, 1482, 1412, 1596]","[1303, 1482, 1412, 1596]",1.000,detector,equal_ocr,22,23,22
stt2,page_0280,2,13,13,"[1304, 1673, 1411, 1787]","[1304, 1673, 1411, 1787]",1.000,detector,equal_ocr,22,23,22
stt2,page_0280,2,20,20,"[1303, 2320, 1412, 2437]","[1303, 2320, 1412, 2437]",1.000,detector,equal_ocr,22,23,22
stt2,page_0280,4,14,15,"[1003, 1937, 1116, 2055]","[1003, 1937, 1116, 2055]",1.000,detector,equal_qn,20,21,21
stt2,page_0280,4,18,19,"[995, 2319, 1104, 2442]","[995, 2319, 1104, 2442]",1.000,detector,equal_qn,20,21,21
stt2,page_0280,5,6,6,"[848, 1032, 954, 1148]","[848, 1032, 954, 1148]",1.000,detector,equal_qn,22,22,22
stt2,page_0280,5,15,15,"[842, 1876, 958, 1990]","[842, 1876, 958, 1990]",1.000,detector,equal_qn,22,22,22
stt2,page_0280,7,0,0,"[548, 476, 657, 581]","[548, 476, 657, 581]",1.000,detector,equal_qn,22,22,22
