book,page,column,n_ocr,n_qn,n_det,count_source
stt11,page_0270,2,21,21,21,legacy_locked_col
stt11,page_0270,3,21,21,21,legacy_locked_col
stt11,page_0270,4,22,22,22,legacy_locked_col
stt11,page_0270,5,23,25,23,legacy_locked_col
stt11,page_0270,6,23,21,22,conflict
stt11,page_0270,7,23,23,23,equal_qn
stt11,page_0270,8,23,22,23,equal_ocr
stt11,page_0270,9,22,23,23,equal_qn
stt11,page_0272,1,22,23,22,legacy_locked_col
stt11,page_0272,2,16,17,16,equal_ocr
stt11,page_0272,3,18,19,18,equal_ocr
stt11,page_0272,4,18,18,18,equal_qn
stt11,page_0272,5,22,22,22,equal_qn
stt11,page_0272,6,22,22,22,legacy_locked_col
stt11,page_0272,7,22,22,22,equal_qn
stt11,page_0272,8,22,22,22,equal_qn
stt11,page_0272,9,22,22,22,equal_qn
stt11,page_0274,1,23,23,23,equal_qn
stt11,page_0274,2,23,23,23,equal_qn
stt11,page_0274,3,21,21,21,legacy_locked_col
stt11,page_0274,4,22,22,22,equal_qn
stt11,page_0274,5,23,24,23,equal_ocr
stt11,page_0274,6,21,21,21,legacy_locked_col
stt11,page_0274,7,23,24,23,legacy_locked_col
stt11,page_0274,8,23,23,23,equal_qn
stt11,page_0274,9,23,23,23,equal_qn
stt11,page_0276,1,22,22,22,equal_qn
stt11,page_0276,2,20,20,20,equal_qn
stt11,page_0276,3,20,20,20,equal_qn
stt11,page_0276,4,21,25,21,equal_ocr
stt11,page_0276,5,20,21,20,equal_ocr
stt11,page_0276,6,21,20,21,equal_ocr
stt11,page_0276,7,22,21,22,legacy_locked_col
stt11,page_0276,8,21,22,21,equal_ocr
stt11,page_0276,9,22,22,22,legacy_locked_col
stt11,page_0278,1,21,21,21,equal_qn
stt11,page_0278,2,21,21,21,equal_qn
stt11,page_0278,3,22,21,22,legacy_locked_col
stt11,page_0278,4,22,21,22,equal_ocr
stt11,page_0278,5,14,14,14,legacy_locked_col
stt11,page_0278,6,17,19,17,equal_ocr
stt11,page_0278,7,13,13,13,equal_qn
stt11,page_0278,8,22,22,22,equal_qn
stt11,page_0278,9,23,23,23,equal_qn
stt11,page_0280,1,22,23,23,equal_qn
stt11,page_0280,2,22,22,22,legacy_locked_col
stt11,page_0280,3,20,20,20,legacy_locked_col
stt11,page_0280,4,21,21,21,legacy_locked_col
stt11,page_0280,5,21,21,21,equal_qn
stt11,page_0280,6,21,21,21,legacy_locked_col
stt11,page_0280,7,21,22,21,equal_ocr
stt11,page_0280,8,21,22,21,equal_ocr
stt11,page_0280,9,22,23,19,legacy_locked_col
stt11,page_0282,1,21,22,22,legacy_locked_col
stt11,page_0282,2,22,22,22,legacy_locked_col
stt11,page_0282,3,21,21,21,equal_qn
stt11,page_0282,4,22,22,22,legacy_locked_col
stt11,page_0282,5,23,23,23,equal_qn
stt11,page_0282,6,22,23,22,equal_ocr
stt11,page_0282,7,22,23,22,legacy_locked_col
stt11,page_0282,8,22,22,22,equal_qn
stt11,page_0282,9,23,23,22,legacy_locked_col
stt11,page_0284,1,18,22,22,equal_qn
stt11,page_0284,2,19,20,19,legacy_locked_col
stt11,page_0284,3,15,14,15,legacy_locked_col
stt11,page_0284,4,17,18,17,equal_ocr
stt11,page_0284,5,10,10,10,equal_qn
stt11,page_0284,6,21,21,21,legacy_locked_col
stt11,page_0284,7,23,23,23,equal_qn
stt11,page_0284,8,23,24,23,equal_ocr
stt11,page_0284,9,22,22,22,legacy_locked_col
stt11,page_0286,1,21,21,21,equal_qn
stt11,page_0286,2,20,22,21,conflict
stt11,page_0286,3,22,22,21,legacy_locked_col
stt11,page_0286,4,21,22,22,equal_qn
stt11,page_0286,5,22,23,24,conflict
stt11,page_0286,6,20,20,20,legacy_locked_col
stt11,page_0286,7,20,21,21,equal_qn
stt11,page_0286,8,22,22,22,legacy_locked_col
stt11,page_0286,9,22,22,22,legacy_locked_col
stt11,page_0288,1,21,22,21,legacy_locked_col
stt11,page_0288,2,21,21,21,legacy_locked_col
stt11,page_0288,3,22,22,22,equal_qn
stt11,page_0288,4,22,23,23,equal_qn
stt11,page_0288,5,22,23,22,equal_ocr
stt11,page_0288,6,21,22,22,equal_qn
stt11,page_0288,7,22,22,22,equal_qn
stt11,page_0288,8,23,23,23,legacy_locked_col
stt11,page_0288,9,22,22,22,equal_qn
stt11,page_0290,1,22,23,23,equal_qn
stt11,page_0290,2,20,20,20,equal_qn
stt11,page_0290,3,22,22,22,legacy_locked_col
stt11,page_0290,4,23,23,23,equal_qn
stt11,page_0290,5,21,22,22,equal_qn
stt11,page_0290,6,22,22,22,legacy_locked_col
stt11,page_0290,7,22,22,22,equal_qn
stt11,page_0290,8,21,21,21,equal_qn
stt11,page_0290,9,21,21,21,legacy_locked_col
stt11,page_0292,1,20,20,20,legacy_locked_col
stt11,page_0292,2,21,21,21,legacy_locked_col
stt11,page_0292,3,21,21,21,legacy_locked_col
stt11,page_0292,4,20,20,20,equal_qn
stt11,page_0292,5,21,21,21,equal_qn
stt11,page_0292,6,21,21,21,equal_qn
stt11,page_0292,7,21,21,21,legacy_locked_col
stt11,page_0292,8,21,21,21,legacy_locked_col
stt11,page_0292,9,22,22,22,legacy_locked_col
stt11,page_0294,1,21,21,21,legacy_locked_col
stt11,page_0294,2,22,22,22,equal_qn
stt11,page_0294,3,21,21,21,equal_qn
stt11,page_0294,4,22,22,22,equal_qn
stt11,page_0294,5,21,21,21,legacy_locked_col
stt11,page_0294,6,21,22,21,legacy_locked_col
stt11,page_0294,7,20,20,20,equal_qn
stt11,page_0294,8,22,22,22,legacy_locked_col
stt11,page_0294,9,22,22,22,legacy_locked_col
stt11,page_0296,1,22,22,22,legacy_locked_col
stt11,page_0296,2,11,11,11,legacy_locked_col
stt11,page_0296,3,20,20,20,legacy_locked_col
stt11,page_0296,4,23,23,23,equal_qn
stt11,page_0296,5,22,22,22,legacy_locked_col
stt11,page_0296,6,22,22,22,legacy_locked_col
stt11,page_0296,7,21,23,21,legacy_locked_col
stt11,page_0296,8,21,21,21,equal_qn
stt11,page_0296,9,22,22,22,legacy_locked_col
stt11,page_0298,1,22,22,22,equal_qn
stt11,page_0298,2,22,22,22,equal_qn
stt11,page_0298,3,20,20,20,equal_qn
stt11,page_0298,4,20,20,20,equal_qn
stt11,page_0298,5,22,21,21,equal_qn
stt11,page_0298,6,22,22,22,legacy_locked_col
stt11,page_0298,7,21,22,21,equal_ocr
stt11,page_0298,8,21,22,22,legacy_locked_col
stt11,page_0298,9,22,22,21,legacy_locked_col
stt2,page_0012,1,4,6,6,equal_qn
stt2,page_0012,2,14,13,13,equal_qn
stt2,page_0012,3,22,22,21,conflict
stt2,page_0012,4,21,22,22,legacy_locked_col
stt2,page_0012,5,21,21,21,equal_qn
stt2,page_0012,6,20,20,20,legacy_locked_col
stt2,page_0012,7,19,19,18,legacy_locked_col
stt2,page_0012,8,22,22,22,legacy_locked_col
stt2,page_0012,9,22,23,22,legacy_locked_col
stt2,page_0014,1,22,23,23,equal_qn
stt2,page_0014,2,22,22,22,equal_qn
stt2,page_0014,3,21,21,21,equal_qn
stt2,page_0014,4,24,23,23,equal_qn
stt2,page_0014,5,23,23,23,equal_qn
stt2,page_0014,6,25,25,25,legacy_locked_col
stt2,page_0014,7,23,23,23,legacy_locked_col
stt2,page_0014,8,22,22,22,legacy_locked_col
stt2,page_0014,9,23,23,23,equal_qn
stt2,page_0016,1,23,23,23,legacy_locked_col
stt2,page_0016,2,21,21,21,equal_qn
stt2,page_0016,3,22,22,22,equal_qn
stt2,page_0016,4,22,22,22,legacy_locked_col
stt2,page_0016,5,21,37,22,conflict
stt2,page_0016,6,22,15,22,equal_ocr
stt2,page_0016,7,21,15,22,legacy_locked_col
stt2,page_0016,8,23,23,24,conflict
stt2,page_0016,9,23,23,23,legacy_locked_col
stt2,page_0018,1,22,22,22,equal_qn
stt2,page_0018,2,21,21,21,equal_qn
stt2,page_0018,3,23,22,23,equal_ocr
stt2,page_0018,4,22,22,22,equal_qn
stt2,page_0018,5,23,23,23,equal_qn
stt2,page_0018,6,22,22,22,equal_qn
stt2,page_0018,7,21,22,22,equal_qn
stt2,page_0018,8,23,24,23,equal_ocr
stt2,page_0018,9,23,22,23,equal_ocr
stt2,page_0020,1,22,22,22,equal_qn
stt2,page_0020,2,20,20,20,equal_qn
stt2,page_0020,3,20,20,20,equal_qn
stt2,page_0020,4,21,21,21,legacy_locked_col
stt2,page_0020,5,20,21,21,equal_qn
stt2,page_0020,6,20,23,20,equal_ocr
stt2,page_0020,7,21,21,21,equal_qn
stt2,page_0020,8,21,21,22,conflict
stt2,page_0020,9,21,21,21,equal_qn
stt2,page_0022,1,22,22,22,equal_qn
stt2,page_0022,2,21,21,21,equal_qn
stt2,page_0022,3,21,23,21,equal_ocr
stt2,page_0022,4,21,21,21,legacy_locked_col
stt2,page_0022,5,20,20,21,conflict
stt2,page_0022,6,19,22,23,conflict
stt2,page_0022,7,22,22,22,equal_qn
stt2,page_0022,8,22,22,22,equal_qn
stt2,page_0022,9,22,24,20,legacy_locked_col
stt2,page_0024,1,22,22,23,conflict
stt2,page_0024,2,22,25,23,conflict
stt2,page_0024,3,21,21,21,legacy_locked_col
stt2,page_0024,4,21,20,21,legacy_locked_col
stt2,page_0024,5,24,25,24,legacy_locked_col
stt2,page_0024,6,22,23,23,equal_qn
stt2,page_0024,7,26,25,26,equal_ocr
stt2,page_0024,8,25,25,25,equal_qn
stt2,page_0024,9,23,23,21,legacy_locked_col
stt2,page_0026,1,21,23,22,legacy_locked_col
stt2,page_0026,2,23,24,23,equal_ocr
stt2,page_0026,3,22,22,22,legacy_locked_col
stt2,page_0026,4,21,23,21,legacy_locked_col
stt2,page_0026,5,22,22,23,legacy_locked_col
stt2,page_0026,6,17,17,16,conflict
stt2,page_0026,7,17,17,17,equal_qn
stt2,page_0026,8,21,21,20,conflict
stt2,page_0026,9,3,3,3,equal_qn
stt2,page_0028,1,24,24,24,equal_qn
stt2,page_0028,2,21,24,22,conflict
stt2,page_0028,3,22,22,22,equal_qn
stt2,page_0028,4,22,24,24,legacy_locked_col
stt2,page_0028,5,23,23,22,legacy_locked_col
stt2,page_0028,6,22,22,22,equal_qn
stt2,page_0028,7,22,22,22,equal_qn
stt2,page_0028,8,23,23,23,legacy_locked_col
stt2,page_0028,9,22,22,22,legacy_locked_col
stt2,page_0030,1,23,22,23,equal_ocr
stt2,page_0030,2,23,23,22,legacy_locked_col
stt2,page_0030,3,23,24,23,legacy_locked_col
stt2,page_0030,4,23,22,23,legacy_locked_col
stt2,page_0030,5,22,22,22,equal_qn
stt2,page_0030,6,22,22,22,equal_qn
stt2,page_0030,7,22,22,22,equal_qn
stt2,page_0030,8,25,23,23,equal_qn
stt2,page_0030,9,21,21,21,legacy_locked_col
stt2,page_0032,1,23,23,23,legacy_locked_col
stt2,page_0032,2,23,23,23,equal_qn
stt2,page_0032,3,22,22,22,equal_qn
stt2,page_0032,4,22,22,22,legacy_locked_col
stt2,page_0032,5,23,23,23,equal_qn
stt2,page_0032,6,22,21,22,legacy_locked_col
stt2,page_0032,7,22,21,22,legacy_locked_col
stt2,page_0032,8,22,22,22,legacy_locked_col
stt2,page_0032,9,22,21,22,equal_ocr
stt2,page_0034,1,21,22,22,legacy_locked_col
stt2,page_0034,2,21,21,21,equal_qn
stt2,page_0034,3,22,22,22,equal_qn
stt2,page_0034,4,21,21,22,conflict
stt2,page_0034,5,21,21,21,legacy_locked_col
stt2,page_0034,6,21,21,21,equal_qn
stt2,page_0034,7,21,21,21,equal_qn
stt2,page_0034,8,21,21,21,legacy_locked_col
stt2,page_0034,9,21,21,21,legacy_locked_col
stt2,page_0036,1,21,21,21,equal_qn
stt2,page_0036,2,22,22,22,legacy_locked_col
stt2,page_0036,3,21,21,21,legacy_locked_col
stt2,page_0036,4,15,15,15,equal_qn
stt2,page_0036,5,13,13,13,equal_qn
stt2,page_0036,6,21,20,21,legacy_locked_col
stt2,page_0036,7,22,22,22,legacy_locked_col
stt2,page_0036,8,21,21,21,equal_qn
stt2,page_0036,9,21,22,19,legacy_locked_col
stt2,page_0038,1,21,21,21,equal_qn
stt2,page_0038,2,21,21,21,legacy_locked_col
stt2,page_0038,3,22,22,22,equal_qn
stt2,page_0038,4,21,21,17,legacy_locked_col
stt2,page_0038,5,21,19,21,equal_ocr
stt2,page_0038,6,20,21,20,legacy_locked_col
stt2,page_0038,7,21,21,21,equal_qn
stt2,page_0038,8,20,20,20,equal_qn
stt2,page_0038,9,20,20,16,legacy_locked_col
stt2,page_0040,1,20,19,20,legacy_locked_col
stt2,page_0040,2,22,22,22,equal_qn
stt2,page_0040,3,21,21,21,legacy_locked_col
stt2,page_0040,4,24,24,24,equal_qn
stt2,page_0040,5,22,22,22,legacy_locked_col
stt2,page_0040,6,21,21,21,legacy_locked_col
stt2,page_0040,7,22,23,23,equal_qn
stt2,page_0040,8,22,22,22,legacy_locked_col
stt2,page_0040,9,22,22,22,equal_qn
stt2,page_0042,1,22,22,22,legacy_locked_col
stt2,page_0042,2,23,23,23,equal_qn
stt2,page_0042,3,21,21,21,equal_qn
stt2,page_0042,4,20,20,20,legacy_locked_col
stt2,page_0042,5,20,20,20,legacy_locked_col
stt2,page_0042,6,21,21,21,legacy_locked_col
stt2,page_0042,7,23,23,23,legacy_locked_col
stt2,page_0042,8,22,22,22,equal_qn
stt2,page_0042,9,22,23,23,equal_qn
stt2,page_0044,1,21,21,21,equal_qn
stt2,page_0044,2,23,23,22,legacy_locked_col
stt2,page_0044,3,21,22,22,equal_qn
stt2,page_0044,4,23,23,23,legacy_locked_col
stt2,page_0044,5,23,23,23,equal_qn
stt2,page_0044,6,20,20,20,equal_qn
stt2,page_0044,7,20,20,20,equal_qn
stt2,page_0044,8,21,21,21,equal_qn
stt2,page_0044,9,22,21,21,legacy_locked_col
stt2,page_0046,1,22,22,22,legacy_locked_col
stt2,page_0046,2,22,22,22,equal_qn
stt2,page_0046,3,21,21,21,equal_qn
stt2,page_0046,4,22,22,22,legacy_locked_col
stt2,page_0046,5,20,20,20,legacy_locked_col
stt2,page_0046,6,22,22,22,equal_qn
stt2,page_0046,7,21,21,21,legacy_locked_col
stt2,page_0046,8,21,21,22,conflict
stt2,page_0046,9,18,17,19,legacy_locked_col
stt2,page_0048,1,16,16,16,equal_qn
stt2,page_0048,2,10,10,10,equal_qn
stt2,page_0048,3,24,23,23,legacy_locked_col
stt2,page_0048,4,23,23,23,legacy_locked_col
stt2,page_0048,5,24,25,24,legacy_locked_col
stt2,page_0048,6,24,25,24,legacy_locked_col
stt2,page_0048,7,24,25,24,legacy_locked_col
stt2,page_0048,8,24,25,24,equal_ocr
stt2,page_0048,9,21,22,21,legacy_locked_col
stt2,page_0050,1,22,22,21,legacy_locked_col
stt2,page_0050,2,21,21,21,legacy_locked_col
stt2,page_0050,3,22,22,22,legacy_locked_col
stt2,page_0050,4,22,22,22,legacy_locked_col
stt2,page_0050,5,23,23,23,equal_qn
stt2,page_0050,6,24,24,24,equal_qn
stt2,page_0050,7,22,23,22,equal_ocr
stt2,page_0050,8,20,19,20,equal_ocr
stt2,page_0050,9,23,23,22,conflict
stt2,page_0052,1,22,21,22,equal_ocr
stt2,page_0052,2,23,25,25,legacy_locked_col
stt2,page_0052,3,22,34,23,legacy_locked_col
stt2,page_0052,4,22,17,22,legacy_locked_col
stt2,page_0052,5,22,18,22,legacy_locked_col
stt2,page_0052,6,23,23,23,legacy_locked_col
stt2,page_0052,7,22,22,22,equal_qn
stt2,page_0052,8,22,22,22,legacy_locked_col
stt2,page_0052,9,21,21,21,equal_qn
stt2,page_0054,1,20,20,14,legacy_locked_col
stt2,page_0054,2,22,22,22,equal_qn
stt2,page_0054,3,21,20,19,legacy_locked_col
stt2,page_0054,4,21,21,21,equal_qn
stt2,page_0054,5,15,15,15,equal_qn
stt2,page_0054,6,13,13,13,equal_qn
stt2,page_0054,7,22,22,22,legacy_locked_col
stt2,page_0054,8,23,23,23,legacy_locked_col
stt2,page_0054,9,24,23,23,equal_qn
stt2,page_0056,1,21,22,22,equal_qn
stt2,page_0056,2,23,23,23,legacy_locked_col
stt2,page_0056,3,21,21,21,legacy_locked_col
stt2,page_0056,4,22,22,23,conflict
stt2,page_0056,5,24,23,23,legacy_locked_col
stt2,page_0056,6,24,24,24,equal_qn
stt2,page_0056,7,24,24,24,equal_qn
stt2,page_0056,8,25,25,25,equal_qn
stt2,page_0056,9,22,24,24,equal_qn
stt2,page_0058,1,23,23,23,equal_qn
stt2,page_0058,2,23,23,23,legacy_locked_col
stt2,page_0058,3,23,23,23,equal_qn
stt2,page_0058,4,21,22,22,equal_qn
stt2,page_0058,5,23,24,23,equal_ocr
stt2,page_0058,6,21,22,22,equal_qn
stt2,page_0058,7,21,21,21,equal_qn
stt2,page_0058,8,21,21,21,equal_qn
stt2,page_0058,9,20,20,20,equal_qn
stt2,page_0060,1,22,21,21,legacy_locked_col
stt2,page_0060,2,23,23,23,equal_qn
stt2,page_0060,3,22,22,22,equal_qn
stt2,page_0060,4,22,22,22,legacy_locked_col
stt2,page_0060,5,21,21,22,legacy_locked_col
stt2,page_0060,6,23,23,23,equal_qn
stt2,page_0060,7,21,23,22,conflict
stt2,page_0060,8,23,22,23,equal_ocr
stt2,page_0060,9,20,23,21,legacy_locked_col
stt2,page_0062,1,21,22,21,legacy_locked_col
stt2,page_0062,2,22,21,22,legacy_locked_col
stt2,page_0062,3,22,22,22,legacy_locked_col
stt2,page_0062,4,22,22,22,equal_qn
stt2,page_0062,5,21,21,21,equal_qn
stt2,page_0062,6,21,20,21,equal_ocr
stt2,page_0062,7,19,19,19,equal_qn
stt2,page_0062,8,21,20,17,legacy_locked_col
stt2,page_0062,9,21,22,21,equal_ocr
stt2,page_0064,1,20,21,21,equal_qn
stt2,page_0064,2,20,21,21,legacy_locked_col
stt2,page_0064,3,19,19,19,legacy_locked_col
stt2,page_0064,4,20,20,20,legacy_locked_col
stt2,page_0064,5,22,22,22,equal_qn
stt2,page_0064,6,20,20,20,legacy_locked_col
stt2,page_0064,7,20,20,20,legacy_locked_col
stt2,page_0064,8,21,21,21,equal_qn
stt2,page_0064,9,20,20,20,equal_qn
stt2,page_0066,1,21,21,21,legacy_locked_col
stt2,page_0066,2,22,22,22,equal_qn
stt2,page_0066,3,22,22,22,legacy_locked_col
stt2,page_0066,4,22,22,22,equal_qn
stt2,page_0066,5,21,21,21,equal_qn
stt2,page_0066,6,21,21,21,legacy_locked_col
stt2,page_0066,7,20,20,20,legacy_locked_col
stt2,page_0066,8,20,20,20,equal_qn
stt2,page_0066,9,21,21,21,legacy_locked_col
stt2,page_0068,1,21,21,21,legacy_locked_col
stt2,page_0068,2,22,22,22,legacy_locked_col
stt2,page_0068,3,21,21,21,equal_qn
stt2,page_0068,4,23,23,23,equal_qn
stt2,page_0068,5,21,21,21,equal_qn
stt2,page_0068,6,20,20,20,equal_qn
stt2,page_0068,7,21,20,21,equal_ocr
stt2,page_0068,8,20,20,20,legacy_locked_col
stt2,page_0068,9,22,22,22,equal_qn
stt2,page_0070,1,5,5,5,equal_qn
stt2,page_0070,2,20,20,20,legacy_locked_col
stt2,page_0070,3,21,20,21,equal_ocr
stt2,page_0070,4,21,21,21,equal_qn
stt2,page_0070,5,20,20,20,equal_qn
stt2,page_0070,6,21,22,21,equal_ocr
stt2,page_0070,7,22,22,22,legacy_locked_col
stt2,page_0070,8,21,22,22,equal_qn
stt2,page_0070,9,18,18,18,legacy_locked_col
stt2,page_0072,1,19,19,19,equal_qn
stt2,page_0072,2,17,17,17,equal_qn
stt2,page_0072,3,21,21,21,legacy_locked_col
stt2,page_0072,4,16,16,16,equal_qn
stt2,page_0072,5,21,21,21,equal_qn
stt2,page_0072,6,21,21,21,equal_qn
stt2,page_0072,7,22,22,22,equal_qn
stt2,page_0072,8,21,21,21,legacy_locked_col
stt2,page_0072,9,22,22,22,equal_qn
stt2,page_0074,1,21,21,21,equal_qn
stt2,page_0074,2,20,20,20,equal_qn
stt2,page_0074,3,21,21,21,legacy_locked_col
stt2,page_0074,4,22,22,22,equal_qn
stt2,page_0074,5,20,20,20,legacy_locked_col
stt2,page_0074,6,22,22,22,equal_qn
stt2,page_0074,7,22,22,22,equal_qn
stt2,page_0074,8,21,20,21,equal_ocr
stt2,page_0074,9,22,22,22,equal_qn
stt2,page_0076,1,21,21,21,legacy_locked_col
stt2,page_0076,2,22,22,22,equal_qn
stt2,page_0076,3,21,21,21,equal_qn
stt2,page_0076,4,21,21,21,equal_qn
stt2,page_0076,5,21,21,21,legacy_locked_col
stt2,page_0076,6,21,21,21,equal_qn
stt2,page_0076,7,21,21,21,equal_qn
stt2,page_0076,8,21,21,21,legacy_locked_col
stt2,page_0076,9,20,20,20,equal_qn
stt2,page_0078,1,22,21,22,legacy_locked_col
stt2,page_0078,2,21,23,22,legacy_locked_col
stt2,page_0078,3,22,21,22,equal_ocr
stt2,page_0078,4,21,21,21,equal_qn
stt2,page_0078,5,21,21,21,equal_qn
stt2,page_0078,6,21,21,21,equal_qn
stt2,page_0078,7,22,22,20,legacy_locked_col
stt2,page_0078,8,22,22,22,equal_qn
stt2,page_0078,9,22,22,22,equal_qn
stt2,page_0080,1,22,23,23,equal_qn
stt2,page_0080,2,22,22,22,legacy_locked_col
stt2,page_0080,3,22,23,22,legacy_locked_col
stt2,page_0080,4,19,19,19,legacy_locked_col
stt2,page_0080,5,22,22,22,equal_qn
stt2,page_0080,6,14,14,14,equal_qn
stt2,page_0080,7,21,21,20,legacy_locked_col
stt2,page_0080,8,19,22,20,legacy_locked_col
stt2,page_0080,9,19,20,18,legacy_locked_col
stt2,page_0082,1,22,23,22,legacy_locked_col
stt2,page_0082,2,22,22,22,equal_qn
stt2,page_0082,3,22,23,22,equal_ocr
stt2,page_0082,4,22,37,22,equal_ocr
stt2,page_0082,5,23,15,23,equal_ocr
stt2,page_0082,6,22,19,22,legacy_locked_col
stt2,page_0082,7,21,23,21,equal_ocr
stt2,page_0082,8,22,22,22,legacy_locked_col
stt2,page_0082,9,21,21,21,equal_qn
stt2,page_0084,1,23,23,23,legacy_locked_col
stt2,page_0084,2,21,21,21,legacy_locked_col
stt2,page_0084,3,22,22,22,legacy_locked_col
stt2,page_0084,4,21,22,21,legacy_locked_col
stt2,page_0084,5,21,22,21,legacy_locked_col
stt2,page_0084,6,22,22,15,legacy_locked_col
stt2,page_0084,7,8,8,8,equal_qn
stt2,page_0084,8,16,18,17,conflict
stt2,page_0084,9,11,11,11,equal_qn
stt2,page_0086,1,23,23,23,equal_qn
stt2,page_0086,2,22,22,22,legacy_locked_col
stt2,page_0086,3,23,23,23,legacy_locked_col
stt2,page_0086,4,22,22,22,equal_qn
stt2,page_0086,5,22,22,22,equal_qn
stt2,page_0086,6,25,25,25,equal_qn
stt2,page_0086,7,23,23,23,legacy_locked_col
stt2,page_0086,8,22,22,22,legacy_locked_col
stt2,page_0086,9,23,23,23,equal_qn
stt2,page_0088,1,21,21,21,legacy_locked_col
stt2,page_0088,2,22,23,22,equal_ocr
stt2,page_0088,3,21,21,21,equal_qn
stt2,page_0088,4,20,21,20,equal_ocr
stt2,page_0088,5,25,25,25,equal_qn
stt2,page_0088,6,22,22,22,equal_qn
stt2,page_0088,7,20,21,21,equal_qn
stt2,page_0088,8,9,9,9,equal_qn
stt2,page_0088,9,19,21,19,equal_ocr
stt2,page_0090,1,10,10,10,equal_qn
stt2,page_0090,2,22,22,21,legacy_locked_col
stt2,page_0090,3,23,24,23,legacy_locked_col
stt2,page_0090,4,22,22,22,legacy_locked_col
stt2,page_0090,5,23,24,24,legacy_locked_col
stt2,page_0090,6,23,23,24,legacy_locked_col
stt2,page_0090,7,24,24,24,legacy_locked_col
stt2,page_0090,8,24,24,24,equal_qn
stt2,page_0090,9,24,24,24,legacy_locked_col
stt2,page_0092,1,24,24,24,equal_qn
stt2,page_0092,2,24,25,24,legacy_locked_col
stt2,page_0092,3,21,22,22,equal_qn
stt2,page_0092,4,22,22,22,equal_qn
stt2,page_0092,5,23,24,23,legacy_locked_col
stt2,page_0092,6,24,24,24,equal_qn
stt2,page_0092,7,25,24,24,legacy_locked_col
stt2,page_0092,8,24,24,23,conflict
stt2,page_0092,9,23,23,23,equal_qn
stt2,page_0094,1,23,23,22,legacy_locked_col
stt2,page_0094,2,24,24,24,equal_qn
stt2,page_0094,3,23,23,23,equal_qn
stt2,page_0094,4,23,24,23,equal_ocr
stt2,page_0094,5,22,23,22,equal_ocr
stt2,page_0094,6,22,22,22,equal_qn
stt2,page_0094,7,22,22,22,legacy_locked_col
stt2,page_0094,8,22,22,22,legacy_locked_col
stt2,page_0094,9,22,22,22,equal_qn
stt2,page_0096,1,23,23,23,legacy_locked_col
stt2,page_0096,2,22,22,22,legacy_locked_col
stt2,page_0096,3,24,24,24,equal_qn
stt2,page_0096,4,23,23,23,equal_qn
stt2,page_0096,5,23,23,22,legacy_locked_col
stt2,page_0096,6,23,23,23,legacy_locked_col
stt2,page_0096,7,14,14,14,equal_qn
stt2,page_0096,8,23,24,20,legacy_locked_col
stt2,page_0096,9,21,22,22,equal_qn
stt2,page_0098,1,22,21,22,equal_ocr
stt2,page_0098,2,24,25,23,conflict
stt2,page_0098,3,16,16,14,conflict
stt2,page_0098,4,7,7,7,equal_qn
stt2,page_0098,5,21,21,21,legacy_locked_col
stt2,page_0098,6,20,22,23,conflict
stt2,page_0098,7,23,24,23,equal_ocr
stt2,page_0098,8,21,21,21,legacy_locked_col
stt2,page_0098,9,22,23,22,legacy_locked_col
stt2,page_0100,1,24,24,24,equal_qn
stt2,page_0100,2,23,23,23,legacy_locked_col
stt2,page_0100,3,21,21,21,legacy_locked_col
stt2,page_0100,4,11,11,11,equal_qn
stt2,page_0100,5,8,7,8,equal_ocr
stt2,page_0100,6,21,21,21,legacy_locked_col
stt2,page_0100,7,21,22,22,equal_qn
stt2,page_0100,8,22,23,23,equal_qn
stt2,page_0100,9,21,21,19,conflict
stt2,page_0102,1,21,21,21,legacy_locked_col
stt2,page_0102,2,21,21,21,equal_qn
stt2,page_0102,3,21,21,21,legacy_locked_col
stt2,page_0102,4,22,22,22,equal_qn
stt2,page_0102,5,22,22,22,legacy_locked_col
stt2,page_0102,6,21,21,21,equal_qn
stt2,page_0102,7,21,22,22,equal_qn
stt2,page_0102,8,20,20,18,legacy_locked_col
stt2,page_0102,9,21,21,21,legacy_locked_col
stt2,page_0104,1,21,21,21,legacy_locked_col
stt2,page_0104,2,22,22,22,legacy_locked_col
stt2,page_0104,3,21,22,21,equal_ocr
stt2,page_0104,4,23,23,23,equal_qn
stt2,page_0104,5,19,20,20,legacy_locked_col
stt2,page_0104,6,21,21,21,legacy_locked_col
stt2,page_0104,7,21,22,22,legacy_locked_col
stt2,page_0104,8,21,21,21,equal_qn
stt2,page_0104,9,21,22,19,legacy_locked_col
stt2,page_0106,1,15,15,15,equal_qn
stt2,page_0106,2,20,21,21,equal_qn
stt2,page_0106,3,20,20,20,legacy_locked_col
stt2,page_0106,4,21,21,21,legacy_locked_col
stt2,page_0106,5,21,21,21,legacy_locked_col
stt2,page_0106,6,21,21,21,equal_qn
stt2,page_0106,7,21,21,21,legacy_locked_col
stt2,page_0106,8,20,20,20,equal_qn
stt2,page_0106,9,20,20,20,legacy_locked_col
stt2,page_0108,1,23,23,23,legacy_locked_col
stt2,page_0108,2,23,23,23,equal_qn
stt2,page_0108,3,10,10,10,equal_qn
stt2,page_0108,4,19,19,19,equal_qn
stt2,page_0108,5,10,10,10,equal_qn
stt2,page_0108,6,21,21,21,legacy_locked_col
stt2,page_0108,7,21,20,21,equal_ocr
stt2,page_0108,8,20,21,19,legacy_locked_col
stt2,page_0108,9,20,20,20,equal_qn
