sample_id,pred,pred_seq,pred_mono,pred_all,col_text,col_n,kinh_n,sec,cell_char,note
M1_0453,中,中,中,中,於中如化辛体法迂方主斤以不時明韋憶庄仍義秩人,22,22,0.2428,中,ok
M1_0454,當,當,當,當,悲閑燒蚤時蚤打折眉及當早別事公畀列魔思麻闕,21,21,0.1921,秋,ok
M1_0455,明,明,明,明,体拘摔連明倍分府嘲拘掉浪碎袍拘摔極連黑命,20,20,0.1545,明,ok
M1_0456,時,時,時,時,新連袍旦斯圭時尚公買明共婚浪眉沛丑形諸拜無婚丞夢,24,24,0.1794,時,ok
M1_0457,役,役,役,役,役來昆或興理巳彼理恪奉連朱尋特燒昆妙於侯,20,21,0.1805,役,ok
M1_0458,,,,,,0,0,0.0,,no_cell
M1_0459,時,時,時,時無,爲要某吊閑實平別畀曰無時庄效向至油麻早之庫,21,22,0.1656,時,ok
M1_0460,各,麻,各,各,稜故白札忌固公勸各昆國燔詞劄各至麻扒列如不耳,22,22,0.1695,麻,ok
M1_0461,支,支,支,支,自方主支秋興他朱旦她垂尼特巴森點奔,17,17,0.1277,支,ok
M1_0462,秋,秋,秋,秋避,分方主丈秋避時尋洋跪麻拏災異連生時等垂苑之,21,22,0.191,秋,ok
M1_0463,共,走,共,共,斟連浪主界把尼餘固法凜壽体白丑共走固信吏善燈,22,21,0.3007,庒,ok
M1_0464,庄,庄,庄,庄,体如口核木建正啟庄得是有步有几居各在次為在連砧,23,23,0.207,庒,ok
M1_0465,之,之,之,之,樞華算來朱見耗題願象之昆公連離麻哥常杜休,20,20,0.1225,之,ok
M1_0466,安,安,安,安,因停特事人庄時眩安秦安陷命哭吹共行主示宴飭仲,22,22,0.1349,安,ok
M1_0467,旱,旱,旱,旱,双當欺旱色巳城仍斧事方主尺庄固体末几綽亥神天下,23,23,0.1217,㝵,ok
M1_0468,煩,煩,煩,煩,方主支秋永常將看共固天神骸永朱扒事煩娄歇宜長,22,22,0.1583,煩,ok
M1_0469,與,與,與,與,興庄朱於如重尋共巴昆韋國燒莒四按燒麻退畧歇與,22,22,0.1484,嗔,ok
M1_0470,各,各,各,各,發亞世各垂天神世各旱垂於連承生停命再仕生旦篇,22,22,0.1592,各,ok
M1_0471,事,事,事,事,時沛列分時尋些結命分時火每事遊旦共事默麻畢占,22,22,0.2795,事,ok
M1_0472,翁,翁,翁,翁,油麻代娄拱庄塊從丕昭翁垂人推浪憂而玉岸罪數代委,23,23,0.1838,尼,ok
M1_0473,別,方,別,別,官庶展衆碎色別方尼廿古毒語畀方主斥庄固法田斷尋,23,23,0.7667,古,ok
M1_0474,點,執,執,點,年亮班店華体方主支秋點袂症時歸明早牢點執孤白,22,22,0.1837,袄,ok
M1_0475,約,約,約,約,固燒各死体預人丕時明凜麻約朱樓離忽族朱年固,21,22,0.1703,約,ok
M1_0476,苑,垂,苑,苑,祝靡之文掇麻方垂苑謁女沼罪生旦早欺色本夜時蜀,22,23,0.1244,葩,ok
M1_0477,灵,灵,灵,灵,朱各灵魂玉架公連雜步麻設探架寄亞稜竟李吏閉,21,22,0.6285,灵,ok
M1_0478,昆,昆,昆,昆,事尼為諸特白伴世昆紛於進斥双邊抑畢於中囚落眾倘,23,23,0.1427,昆,ok
M1_0479,城,城,城,城,抑為朝本道矯李事財亮早指步城碧瑪常塟中如興國,22,22,0.1186,城,ok
M1_0480,色,色,色,色,等惡茶碎麻走把殘碎儿体昆仙四丕時等打奴為色則,22,23,0.1694,㐌,ok
M1_0481,發,庄,發,發,婆反當數庄固趨巨餘時事如異發庄竣時女同降善,21,22,0.0958,庒,ok
M1_0482,該,該,該,該,時蚤朱眉該城嘗瑪如湘准眉次畧久甚除斧至公咽仍商坤,24,24,0.2041,該,ok
M1_0483,先,先,先,先,各狩孟人初希湧亞槎發亞先異亞移戰習邁各官朝文,22,22,0.2046,先,ok
M1_0484,,垂,各,,年邁災焉弄補事世間麻故梭於所各垂初及宿異洋也,22,22,0.1632,垩,ok
M1_0485,体,体,体,体,体形妻掩因末劇朗欣欺畧吏体斟於命色色理時宦,21,21,0.1303,体,ok
M1_0486,在,在,在,在,聘沛枝字要爭穩在役吊庄年時沛戈炤買別夜尼柴鳥梭,23,23,0.1321,庒,ok
M1_0487,豚,兮,豚,豚,格勸各兮造豚燒要蚪臾几佇道年旦娄奉亞黎山移油唐,23,24,0.1803,逐,ok
M1_0488,朱,朱,朱,朱,歆尼衣計稜取禮求朱灵魂尋固道色塊世麻罢清罪,21,23,0.1728,朱,ok
M1_0489,命,命,命,命,訴詳躍仍早祕卻命麻証事道實時異几曳訥豈要,20,22,0.1507,𠇮,ok
M1_0490,化,化,化,化,麻母尼重化時衛祝沛候願用佩朱旦折將重眞先異時,22,22,0.1232,麻,ok
M1_0491,体,体,体,体,因除姬垂公浪埃因最末庶詔創末歷白之時要閏体事,22,22,0.1246,体,ok
M1_0492,,畏,畏,,麻几向滋俸祝煒奴離于畏玉時早些買閒法方主示辰朱,23,24,0.1661,畏,ok
M1_0493,丕,丕,丕,丕,響底事世覺鬼人要裔命垂庵治旌鳥皆旱在丕命垂,21,21,0.1297,丕,ok
M1_0494,事,極,事,事,誨燒各本道括塟出壳重公色呂事極為行主支秋,20,22,0.1828,極,ok
M1_0495,浪,浪,浪,浪,畧末奉麻浪奏奉碎勸良事尼理時壽沛尋福畧朱艮,21,21,0.2399,浪,ok
M1_0496,時,時,時,時,時君奴直美庄特斷因釗連示指竈寄翠事德女除,20,21,0.155,時,ok
M1_0497,本,本,本,本,朱猿喀稠反為奴養彼早些庄敢安時本道庶塟尼則城,22,23,0.2311,本,ok
M1_0498,儿,庄,庄,儿,畢鞋救几固罪時責浪分主丞補儿庄付命腐架洋腸几,22,22,0.2465,庒,ok
M1_0499,皮,外,外,皮,庄因多攘安本固趁甚末每真腮皮外夕正灵還於中命女,23,23,0.147,外,ok
M1_0500,,麻,,,燒陣戈昌逐補棱麻衡沿後共仲命延仕籥代時昊憑,21,21,0.2355,麻,ok
M1_0501,神,神,神,神,朱畧末燒天神而証旦欺畢式買体丐忍於阮禍命吏体方,23,23,0.2062,神,ok
M1_0502,尼,尼,尼,尼,畢至翁至尼色固燒功帶福朱燒果時行主齊朱塊囚落,22,23,0.1732,尼,ok
M1_0503,,點,點,,庫求憚浪願亞蟾庄腰點役率共庄悶制肉四得裔凡,21,21,0.2277,黙,ok
M1_0504,,饑,按,,特仍理高把尼咽早餘奉白申時多醉按饑如白至恩方主,23,24,0.1595,蜍,ok
M1_0505,,,,,心,1,22,0.1177,体,ok
M1_0506,虧,虧,虧,虧,逼峰鄰屬包特放戛廚巴森薛尼虧壳畢與仍油固法助,22,21,0.1527,麻,ok
M1_0507,特,想,特,特,打特女樓沚敬帥命喫時畢復碎繼主斥喚朱碎特想垂天神,24,24,0.1456,想,ok
M1_0508,年,年,年,年,浪辱蜂惟过生年方土斥蜀玉困際信道实共致畢凜,21,22,0.1941,年,ok
M1_0509,骨,種,骨,骨,晏星先異那骨種末乘人時奉河奴幼皇太孔法孝道,21,22,0.1577,種,ok
M1_0510,時,時,時,時,時夢尺神保她垂人清情而之色因飭方主示竈朱困陰同夢,24,24,0.142,時,ok
M1_0511,坦,坦,坦,坦,巳奴尋搜異發共坦麻白茲人時是要對授在按团除本,22,22,0.2913,坦,ok
M1_0512,明,明,明,明,之共得明斷灵魂重公底亮庶連來壳早吏幸彼欺洋莊,22,22,0.1673,呐,ok
M1_0513,恪,恪,恪,恪,冷玉叱几恪事久時命停至畧叱侯白役時惡春共役,21,22,0.17,恪,ok
M1_0514,庫,地,庫,庫,為烝奴左固事之重亮麻吏事用庫中地欲廿忌囚落,21,25,0.1873,天,ok
M1_0515,烏,烏,烏,烏,移姑稜烏次執澤省是固分仁時朱而曰無該冬摯固賤,22,23,0.1877,烏,ok
M1_0516,油,油,油,油,傷庫主命召初為罪尋下油麻式豈要午麻想事收連第,22,22,0.1459,油,ok
M1_0517,辰,保,辰,辰保,尋塊所思斷宜皆連辰保浪事安殺真時發色豈及离,21,21,0.2555,保,ok
M1_0518,黃,黃,黃,黃,餘役閑時沛汝傳壽浸巴悲巨命先里巴些以黑在戰黃,22,23,0.1882,黄,ok
M1_0519,仍,仍,仍,仍,宜仍皆哭吠浪些國主特廚尼為色固計稜姑稜烏有低班,23,23,0.1842,仍,ok
M1_0520,時,時,時,時,貝有時南蓮坦空麻歟列凜時漆蔑拙穢願時願連欺,21,21,0.114,時,ok
M1_0521,俸,連,俸,俸,俸祝連煙時希事吏清退麻而於共異真事之時朱事公及,23,22,0.163,离,ok
M1_0522,勝,南,勝,勝,野娄吏折娄歇遣他燭庶煌勝治尊人南今尋之,19,17,0.1429,巴,ok
M1_0523,安,安,安,安,曰無死為道初異奉現竈共尋麻安慰對晴燒麻羊迴示,22,22,0.2395,安,ok
M1_0524,別,別,別,別,宦同除翁垂人復翁濟陣之翁別綿碎主固法於特,20,23,0.2154,別,ok
M1_0525,,召,召,,共信如是箕麻召通尼異延突際用官寄体玉時扒早,21,22,0.183,召,ok
M1_0526,天,天,天,天,州朗燔天下人要候生脈眾係畀没昆以吝要吝生畀世間,23,23,0.159,天,ok
M1_0527,由,由,由,由,湖朱年懺由打燒翁垂息干左特連來其方主尺其以役,22,22,0.2163,所,ok
M1_0528,意,意,意,意,仍天魂於賒斯矯宜思感謠吳吝儿奸彈銳固意折旱,21,22,0.2177,意,ok
M1_0529,塊,塊,塊,塊,自方主支秋興代朱旦礼晏餘包塊巴暮必逼解,19,19,0.1771,塊,ok
M1_0530,仍,仍,仍,仍,道年丕畢些生結是仍麻魔敬曳如夢各收欺早故唐,21,21,0.1684,仍,ok
M1_0531,互,互,互,互,懷用燒如作互丕娄女体中密是因巴凡乳平燒幾平,21,23,0.1865,亘,ok
M1_0532,垂,施,垂,垂,時谷曰無叱罰奉共保祿化為事公壽此折翁垂施之文,22,22,0.1602,葩,ok
M1_0533,留,留,留,留,朱蚤點鄰是庄体与主支秋女反留弄体連鵝恩重久,21,22,0.1597,离,ok
M1_0534,固,固,固,固,連及事發事與共召至犢待共几庫固夢杏畢真姿秋默,22,22,0.1889,固,ok
M1_0535,,,,,國意,2,22,0.099,些,ok
M1_0536,時,時,丕,時,勾鑣麻木胡歇當欺召事極而丕時早成恩行主斥為,21,22,0.2122,時,ok
M1_0537,,之,之,,得塟堯本特為尋旦哭共樞尋常莫事之也折初麻,20,20,0.1758,之,ok
M1_0538,朱,朱,朱,朱,自方主支秋興代朱旦把垂巳炙廚必秋仇邁銳醉,20,20,0.1373,朱,ok
M1_0539,茹,茹,茹,茹,各築女店多願中茹綵斷衛房麻珍渾仍几昆明彼將畧,22,22,0.209,茹,ok
M1_0540,補,補,補,補,凡達事困世間廣補事重無守五連天遠旦欺早式麻作,22,22,0.1806,補,ok
M1_0541,燒,燒,燒,燒奸,淨宦禪戰各官打旱歇飭奴辱每麗時奴奸燒巴之宋,21,21,0.2056,燒,ok
M1_0542,時,時,時,時,重共結昆人凜旦得色脈時曳睥意欺永搬娘奴時為束,22,22,0.1708,時,ok
M1_0543,役,役,役,役,自走特役之發時底朱婚而朱綿滯弟庄恐包樓重異雜殺,23,23,0.1575,役,ok
M1_0544,朱,朱,朱,朱,自分主支秋興代朱旦尊垂尼時起再風邊糝解,19,19,0.1076,朱,ok
M1_0545,詐,詐,詐,詐,官宜刻公連浪眉眾几对詐果些麻紫信道奉瑪也,20,21,0.1967,詐,ok
M1_0546,時,時,時,時宜,查亞奴扒尊垂稽黎綿婚餘字麻庄宜時覆茲掇侯滕,21,21,0.197,時,ok
M1_0547,時,時,時,時,達時固燒事道麻補事對朱年固几庫事世間府連後朱,22,22,0.2211,時,ok
M1_0548,除,除,除,除,朱分被体欺乃四斷連生時用除官之異求星体亦玉麻呂尋,24,24,0.1603,除,ok
M1_0549,碎,碎,碎,碎,浪袍主碎紳天魂碎連斷補凌死為道因呂意四早浪真,22,22,0.1055,碎,ok
M1_0550,,為,為,,方主支秋麻初末駐為道實旦聘奉昆散甲奴召法沼罪,22,22,0.1385,爲,ok
M1_0551,斷,斷,斷,斷,麻本逍招壳用澆畢至斷奉他商阮麻杜他至人双當莊虛,23,23,1.8367,断,ok
M1_0552,生,生,生,生,尼開要世閣朱樓麻先麥天堂厥國翁曰無城畢生時体天,23,22,0.1301,生,ok
M1_0553,矯,沛,矯,矯,時娛能改後琰朱昆點矯沛事世間走為旱拱燒殉共忌,22,23,0.1425,沛,ok
M1_0554,四,四,四,四,該四身先畏擊支亞判那押畢些補方主界時年至方後,22,22,0.1368,坦,ok
M1_0555,共,共,共,共,凜罢早效行主眾特白仍法遇固象吝人煙象茹道共境,22,22,0.1619,共,ok
M1_0556,時,吏,時,時,女總逼災得春吏成早興麻体末每卒冷時憶麻吏晉浪,22,23,0.1844,㝵,ok
M1_0557,方,主,方,方主,朱卞為每事釋迦排運初要事对詐左可信因良道方主,22,22,0.1381,主,ok
M1_0558,共,共,共,共,欽庄補几召庫明姻公共誣恪高理凜朱年仍伴几劫補,22,22,0.1626,共,ok
M1_0559,德,主,德,德,枚蓮豈眾算投運朱旦德主支秋喂代巴畏自方主夫秋,22,22,0.1507,主,ok
M1_0560,些,些,些,些,願翁垂施計黎綿次糝黑坊地垂歌些稜那異官沼,20,22,0.1819,些,ok
M1_0561,主,主,主,主蜍,体色李道笑左羣餘思女時尋祕前从白殿蜍主各,20,20,0.1659,主,ok
M1_0562,冷,冷,冷,冷,吏美腹夕異時体洋冷伏錦早點如初庄因麥主因湮恩,22,22,0.1363,冷,ok
M1_0563,庄,庄,庄,庄,祭像末承庶官袍畧娄各民袍像烊妻掩公庄圍袍,20,22,0.1811,庒,ok
M1_0564,傳,傳,傳,傳,夢糝眾垂死為道傳,8,8,0.0846,傳,ok
M1_0565,,事,,,仕貴該各仕闭陰伞人雙仍事久時浪呈尊各仕餘向玉時,23,23,0.1342,事,ok
M1_0566,於,於,於,於,支秋宴共尋朱時於童貞齋代固殘泊之時支運朱畢女,22,22,0.1932,於,ok
M1_0567,批,批,批,批,生興於送批槎亞麻希後人腰星朱白官重凜双离体早,22,22,0.182,批,ok
M1_0568,,古,古,,朝作是些觀摯折時滿固哲也重爲數華炸秋左賜古文,22,22,0.1275,古,ok
M1_0569,隨,隨,隨,隨,愚常重人媿願分主支秋初鄉極重麻隨斷早剛,19,20,0.1633,贖,ok
M1_0570,,吏,帝,,趨祐燒巳固炤杜連共体燒灵魂包興帝吏体仍思於外尼,23,23,0.1554,吏,ok
M1_0571,共,各,共,共各,尾亮為蒸欺化而伴共各垂天神與異願時來歇飭麻方,22,22,0.173,各,ok
M1_0572,行,如,行,行,燒中湛柩卻斟人麻鬼步行如古重塊巴睥色吽共方垂,22,23,0.1403,如,ok
M1_0573,畧,畧,畧,畧,主示碎色補畧下麻走結碎而牢困除方主尺馬弄史特,22,23,0.1306,畧,ok
M1_0574,諸,趨,諸,諸,吾獸哲趨麻諸還婚奴庄別時旦杜茹昆早麻候每弟見那,23,22,0.1399,浪,ok
M1_0575,天,旭,天,天,列哉命要行主支我欺願時天旭畢如庄固中亮丕固欺願,23,22,0.1441,魂,ok
M1_0576,秋,秋,秋,秋,履碑称占主支秋要主尼坦為固法望句丕仍各宦連抓,22,22,0.1036,秋,ok
M1_0577,連,奏,連,連,尋時分唱唐走別扒所早宮思庄連奏奉來特別欺公異,22,23,0.2097,奏,ok
M1_0578,,後,,,歷唐卷執朱娄女早後常施古朱儿庫庄待儿文真,20,21,0.1584,福,ok
M1_0579,法,法,法,法,麻塊後良走蘇吏而法重波法自女壳翁垂計黎綿踏夜,22,22,0.159,法,ok
M1_0580,事,事,補,事,共各至時肺理凜次一補事对街事臾為然初而茹錄仍,22,22,0.175,事,ok
M1_0581,,為,,,翁至監為蘇曰無死為道札得近昆倘執,16,16,0.0929,爲,ok
M1_0582,特,特,特,特,於連承挨席神坦淋朱特黃補事列勞疫惡朱特避孟折,22,22,0.2442,特,ok
M1_0583,,,,,漂,1,22,0.0824,浪,ok
M1_0584,禮,眉,眉,禮,欺尋向望寄時掩妙公生時要傷掩凜麻禮眉沙求朱,21,22,0.1905,眉,ok
M1_0585,固,固,固,固,固澆歲買要姓如早銑尼作向丕吟中寺浪帶世周弟固,22,22,0.1241,固,ok
M1_0586,遣,遣,遣,遣,重遣昆李仍理中斥坦麻罢州胞時別事公凜仍度清事,22,23,0.2255,遣,ok
M1_0587,庫,庫,庫,庫,陳浪古重碎色底要尼謹凜庄固沛爭爲碎包施生几庫中,23,23,0.2861,庫,ok
M1_0588,几,几,几,几,尊共几柳晉於帝唐畧官連事公翁至沫司儒旦奉,20,22,0.1906,几,ok
M1_0589,楼,楼,楼,楼,庄特楼畢作固从乞主尺來命搜役暑人朱但淺特道時早,23,23,0.1973,楼,ok
M1_0590,事,事,事,事,麻教事式共固札重凜時人札類得列執姚矩初冀其固翁,23,23,0.153,事,ok
M1_0591,庄,庄,庄,庄,別事收唯埃朱特制戈分主忝異法皮運庄師飭几謂亮丕,23,23,0.139,庄,ok
M1_0592,脈,,脈,脈,生脈慄垂方把色固夜忌夜麻方主窗因年播重碎且詩,22,22,0.1955,朱,ok
M1_0593,久,久,久,久願,按於萬茹曠麻曰無清曳固久願括諧麻士腮時汝富,21,20,0.1424,衣,ok
M1_0594,,罰,,,拜理之麻議特弄早時各官朝逐帝罰早廩朱各本道,21,21,0.1061,罰,ok
M1_0595,臻,臻,臻,臻,由巳模浪欺与把於中如臻時每從方主斧彼儿恪店時,22,23,0.1334,蜍,ok
M1_0596,樂,見,樂,樂,夫多尋元要年神說天年便年見辰一年樂,17,22,0.15,吏,ok
M1_0597,,,,,酒,1,21,0.1927,事,ok
M1_0598,召,召,召,召,真拘梓召祀亮碎麻年北朱特連共築拜初沚歇卻興,21,21,0.1606,召,ok
M1_0599,旦,旦,旦,旦,新連袍旦斯圭時尚公買明共婚浪眉沛丑形諸拜無婚丞夢,24,24,0.1794,旦,ok
