sample_id,pred,pred_seq,pred_mono,pred_all,col_text,col_n,kinh_n,sec,cell_char,note
M2_0449,尋,尋,尋,尋,低欺尋洋黏麻些特別麻渚,11,11,0.1309,昇,ok
M2_0450,人,人,人,人,油麻几排達固人債時色固衣行主眾遣丕爲罢事舞,21,22,0.1311,分,ok
M2_0451,界,界,界,界,分主界色接尋人詞仍几悶乎命共扒所各至天神於遠,22,22,0.1976,乔,ok
M2_0452,特,特,特,特,色特賊眾思共堯母左帝類遙恪為按眾類尋些其固,21,22,0.1544,按,ok
M2_0453,兮,兮,兮,兮,在奴浪真方她向福事人朱碎把垂久來淺之奴呌奴後兮,23,23,0.1668,方,ok
M2_0454,連,連,連,連,体中懶心災迎形行主支秩連掏梓共巴灯跌安樞銅鬻核,23,23,0.1801,逢,ok
M2_0455,末,乘,末,末,晏星先異那骨種末乘人時奉河奴幼皇太孔法孝道,21,22,0.1617,我,ok
M2_0456,架,公,架,架,奉春退希体向丕重架公麻閣此功攸女且創得各毕合吏,23,23,0.163,人,ok
M2_0457,新,新,新,新,新連袍旦斯圭時尚公買明共婚浪眉沛丑形諸拜無婚丞夢,24,24,0.1805,新,ok
M2_0458,道,方,道,道,初中域曾瑪固尋寡節重先要批留吸些行道方主爪凜,22,22,0.1799,行,ok
M2_0459,黎,黎,黎,黎,扒歇時扒特陽至四寂畧歇考為些黎國意朱榮地吏麻,22,24,0.1432,教,ok
M2_0460,國,國,國,國,時命垂安稜印國早哦麻袍掇燒唐竭可家歸洋符,20,21,0.1852,肉,ok
M2_0461,每,每,每,每,彈要連每早浪眉沛世几止嘗孛走早吏跡浪碎生刻祕,22,22,0.1644,安,ok
M2_0462,方,方,方,方,獨人為為伏戰天下富方主支秋畀巖庄平行主吒生年周燒儿,25,25,0.1619,万,ok
M2_0463,岐,岐,岐,岐共,共往說麻庄計府築哥干吏學共岐是固几体丕呈,20,22,0.1596,岐,ok
M2_0464,興,興,興,興,連把興庄敢沚戈帝女固象杏長沛疾神氣折燒早凜中,22,23,0.1795,䍐,ok
M2_0465,至,至,至,至,畢至奴我榮旱真尋旦共是欺洋於中塲拳麻內对寢申,22,22,0.1596,王,ok
M2_0466,,庶,庶,,孛如表時叱絲舉畢包擷庶打廩朱旦折亮時看此神,21,21,0.1692,庶,ok
M2_0467,將,將,將,將經,行主奉凜麻寄常苑午時早式麻跪竈讀經係興經將,21,21,0.1779,將,ok
M2_0468,人,人,人,人,竈來共方主尺固从與歿事人趨俸祝像人我竈而姑世,22,22,0.1816,人,ok
M2_0469,体,人,体,体,餅从連雷輿仍鋪她人体人玉墮行主斥傷辱為功茶妃,22,24,0.1543,人,ok
M2_0470,字,美,字,字,疎浪碎比歌些後那色孝字美廿每理及當碎庄他事从皇,23,24,0.2003,隻,ok
M2_0471,每,後,每,每,張於謙護朱年每後中茹油麻餘畀几哥胖拱歇麻腰,21,22,0.1553,後,ok
M2_0472,尼,尼,尼,尼,圭翁垂尼生興於城嘗瑪畧末早此世間異即重為異行,22,22,0.139,尺,ok
M2_0473,希,希,希,希,雜要折突斷呂愛其昆麻勸支朱任兄佇法希及逢無容,22,21,0.1676,希,ok
M2_0474,城,嘗,城,城,蟠恪燒常城嘗瑪常於忠恪女為希固夕朱卒餘方主眾,22,22,0.1914,署,ok
M2_0475,尋,尋,尋,尋,時尋色掇店召罰某界連炫幃麻茲尋共真教事為,20,21,0.264,昇,ok
M2_0476,貧,貧,貧,貧,貴時貧古畢吏扒把垂獅槎當亞晦古奎胃底虎把人連,22,22,0.1997,𮚃,ok
M2_0477,色,色,色,色,朱補撥府街事世間觀旱色逼極歲在塊包樓麻華雄色,22,23,0.1757,色,ok
M2_0478,分,分,分,分,此後津興成恩分主尺美弄朱早信突用樂聚常口体幾,22,22,0.2323,万,ok
M2_0479,選,選,選,選,女把垂公達明呂凜尋語末選鄧分朱方主歷吏婆四事忌,23,23,0.1691,選,ok
M2_0480,辰,辰,辰,辰,虧宋辰名道臾因夢各梭唐餘体象同宮仍旱些曉,20,22,0.2168,夲,ok
M2_0481,餘,餘,餘,餘,庄常送公年酯言倅異女店趨最餘廣願時同燒吝至天神,23,23,0.1893,餘,ok
M2_0482,計,計,計,計,早今計後姑後鳥次執封職要焉埃讀傳尼府今晉法,21,21,0.1613,計,ok
M2_0483,子,子,子,子,欺安解祀古養登查巳麻安戈召計子庫是些公庄特儿,22,22,0.2398,子,ok
M2_0484,,竣,竣,,丑虎媛命奴改信朱翁垂安殺特哈時畢連竣聽奴,20,20,0.1876,趍,ok
M2_0485,,,,,國意,2,22,0.1024,手,ok
M2_0486,生,聘,生,生,拒要歲赤異道事通天文昆帝蜀生聘李孝道方主眾,21,21,0.1982,聘,ok
M2_0487,尋,尋,尋,尋,共袍炤麻烛各尋众君平本洋燒她人時買數双留弃,21,23,0.1909,昇,ok
M2_0488,曜,趨,曜,曜,自因朱昆共言四時淨趨夢尼將困浪曜趨过尼林解及夢,23,22,0.1859,趍,ok
M2_0489,而,而,而,而,主斥坦門物麻罢傷時悶召而丕差平浪中國初庄固,21,23,0.2534,白,ok
M2_0490,事,在,在,事,畢鍊浪奏君別事在時找聞主生年門物奉宜洞公連,21,21,0.1743,人,ok
M2_0491,五,五,五,五,外向分來分施朱尋庫反幾分應命默各伴体五時,20,22,0.2453,石,ok
M2_0492,前,前,前,前,恐朝天愬侯公翁垂曰無浪些連趨前各榮於殷脩行庶,22,21,0.1329,兹,ok
M2_0493,人,人,人,人,各狩孟人初希湧亞槎發亞先異亞移戰習邁各官朝文,22,22,0.1905,人,ok
M2_0494,垂,,垂,垂,夢離姬垂歌異喂童貞傳,10,24,0.0918,更,ok
M2_0495,亮,亮,亮,亮,花恪朱妃垂公女麻浪花尼走沛花古世間亮忽異方於連,23,23,0.1827,覺,ok
M2_0496,商,商,商,商,沛宜商綿咽差平庄宜共走祭禮李時扒席棟汀拘按弃,22,22,0.1866,肉,ok
M2_0497,孟,孟,孟,孟,孟世間為事孟卷伐娄因史走把垂人連為朱各官直斷,22,22,0.1626,孟,ok
M2_0498,山,山,山,山,把人明至方主丕順數山艱美寺朱各畢軍另以連信歌,22,23,0.1477,山,ok
M2_0499,啟,啟,啟,啟,事庄公啟末災固泉意葉弄方主斥朱年燒紫結麻畢召左,23,23,0.2103,帖,ok
M2_0500,弟,弟,弟,弟,过凜弟碎固功之麻當事人斷咽共各天神浪嗔綽碎,21,21,0.2911,吊,ok
M2_0501,,用,洋,,此連召致包蜀國適點其召道田學洋用燒旱法固通有專,23,23,0.1051,团,ok
M2_0502,匝,匝,匝,匝,並奴安卑于槎鳥捲夕幾數众体壳把垂榔槎留匝洋鮮,22,22,0.1629,西,ok
M2_0503,等,等,等,等,邁糝丸殿垂翁垂批曾共等聖保祿於城瑪著,18,18,0.1281,𡬦,ok
M2_0504,浪,行,浪,浪,曾瑪各本道体華譽時明凜麻早明凜連嘲浪行主示生,22,23,0.1295,勿,ok
M2_0505,洶,洶,洶,洶,約洶色楼希連付早生官其麻判裒奴庄祭礼孛百梁,21,21,0.1601,洶,ok
M2_0506,宮,夢,宮,宮,自方主支致要代生旦弁垂巳塊夢廚宮萬興近為辦,21,22,0.1378,軒,ok
M2_0507,,,,,周婚重燔朱特連天堂旱役焉及當虛因補事願,19,23,0.1966,白,ok
M2_0508,判,浪,判,判,傳旱仕四興得呂通極為臘姬垂忌時毒脉麻判浪眉補,22,23,0.1441,恨,ok
M2_0509,秋,秋,秋,秋,欺奴護願如小丕堪蔑之時却抵秋缺連美巽醫中訶走休,23,23,0.1328,祅,ok
M2_0510,,蚤,蚤,,矣兮昆蚤矯被几固疾共几就弦盆女帝利日至仍麻走,22,22,0.1348,𫊫,ok
M2_0511,羊,羊,羊,羊,主支秋腰命力丕時旱強致勉連歇每事世間麻羊亥重,22,22,0.1542,旱,ok
M2_0512,,序,序,,復得因悶葉寺尋世間曷埋沛折麻補主以離無序牢,21,21,0.1885,停,ok
M2_0513,奄,奄,奄,奄,碎宣奄華庄敢罰坦尼女旦歛理連安麻寧常城明凜,21,21,0.15,夜,ok
M2_0514,異,異,異,異,汝義異恩方主奉久浮廟命至支由尼摸舟畢時丕弇垂,22,22,0.1798,𤰞,ok
M2_0515,達,庄,達,達,事弔鴻久為緣几人連天臺庄特沙地獄庄達實時沛於,22,24,0.1759,万,ok
M2_0516,而,而,而,而,如几於連棱尼永尾玉斷尋左召而茹盈麻於共虛腰古盈,23,23,0.1827,而,ok
M2_0517,弄,弄,弄,弄,今垂尼吒候腰凜為已策膠也漸弄特按洞又當行主,21,24,0.1672,希,ok
M2_0518,喪,喪,喪,喪,為茲求朱常筋各柴丸朱灵魂公喪府思明共拜丕約,21,23,0.153,畏,ok
M2_0519,稜,稜,稜,稜,事街夜計稜內涕反庄叱方主示把功榮朱麻旦前餘翁垂陂,24,24,0.1723,移,cell_char_mismatch
M2_0520,,原,原,,常花炤烛膝欺炷打共烛時果盈末麻願儀碑原恩行,21,21,0.1414,啄,ok
M2_0521,燒,燒,燒,燒,搜其要生特燒潔髓新吏攬遙稷傳共真如丕退蜀切,21,23,0.1797,燒,ok
M2_0522,方,方,方,方,豈邁夢歆巳要興衣方姬年巴歲包發餘,16,16,0.1176,方,ok
M2_0523,奴,賊,奴,奴,王將泰姿賊內奴吏旦圓城化麻希曾瑪吏差軍助庄,21,23,0.1598,遥,ok
M2_0524,事,事,事,事,打時傷此後沫異拜夢妃人盈末左斟在動斷事支於尋,22,23,0.1652,燒,ok
M2_0525,燒,燒,燒,燒,麻別仍理中再日主齊固几學文燒麻胡與事之諸興至,22,23,0.1258,燒,ok
M2_0526,淨,淨,淨,淨,後尋仍几要外麻安慰後溥辱滿淨為事尚早些而遲,21,21,0.1585,悸,ok
M2_0527,召,召,召,召,玉麻約湖補白呂朱特趨將行丕召法溫眾斷呈榮官朱時,23,23,0.207,吕,ok
M2_0528,旺,旺,旺,旺,氏時奴他來人坊迴本蟠旺時奴沛束久共折周涂寄常古,23,24,0.1043,旺,ok
M2_0529,奉,奉,奉,奉,歆尼異得奉增瑪先畏昆散早奴鄧年殿蜍畧歇麻茲方,22,22,0.1745,希,ok
M2_0530,安,安,安,安,傷碎安苦昆希麻罢沛林補但復事尼本因罪之為固,21,22,0.2853,安,ok
M2_0531,竈,竈,竈,竈,強信女曉時眠終古尋曷縷司共丐釘鵝麻恣竈發矫,21,21,0.6059,竈,ok
M2_0532,因,因,因,因,頭生旦真洋律股時因夢各官呌浪事罡碎体豈天神,21,21,0.2002,因,ok
M2_0533,時,谷,時,時,尋每尼庄体穿垂身共宮四連蜷竈繪仲同入麻願時谷宦,23,23,0.3611,谷,ok
M2_0534,公,公,公,公,庄敢巳茹翁用陳翁公浪毕矣巳苑時碎仕召道共器第,22,22,0.1875,从,ok
M2_0535,餘,餘,餘,餘,時敵隱念中如餘麻願朱樓凜是同婦先異柩安那,20,20,0.2631,餘,ok
M2_0536,涕,涕,涕,涕,習判浪昆矣遠麻術天堂寒欽時早宮欣昆獠陽涕,20,20,0.2414,湯,ok
M2_0537,綴,綴,綴,綴,尚真異摯几向綴道第固燒几燒奴常良計移內向之世沛,23,23,0.2351,編,ok
M2_0538,女,女,女,女,因女女,3,3,0.0637,从,ok
M2_0539,古,古,古,古,空麻走傷戶行体是而福歇曉古夜時禁考朱倍古吏梅,22,22,0.1742,左,ok
M2_0540,喂,喂,喂,喂,喂代朱旦尽世至陌代畧油麻与主歷腰各垂時清固朱埃,23,23,0.2878,嘿,ok
M2_0541,,方,方,,翁垂末槎點固遷昭昆方主衣色接此共歇昆鄧命如,21,22,0.1875,方,ok
M2_0542,方,方,方,方,自方主支秋要化朱旦翁圣巳特巴森召奔,17,17,0.1526,万,ok
M2_0543,板,板,板,板,默板琰命押翠弟聘孝娑班最走固安要南但空物,20,20,0.1519,衣,ok
M2_0544,示,示,主,示主,双雷乎垂人奠共方主示底朱命召折進人丕几旦美續,22,22,2.9641,未,ok
M2_0545,四,四,四,四,固澆歲坤頑吏勸几格清四人困朱埃蔑四事人益麻清係異,24,24,0.2089,咽,ok
M2_0546,蔑,蔑,蔑,蔑,巨賊畧常召霖廚事庫為軍留也些麻此庄間召蔑拙,21,21,0.2538,茂,ok
M2_0547,她,她,她,她,煙垂分她因冰燒几沛弄胸尋过理如象昆真聲尋尋燒吝,23,23,0.1875,妃,ok
M2_0548,見,見,見,見,見庶庄固理吊助特女為後色輿時哭吹傷見凜麻殺,21,22,0.2165,見,ok
M2_0549,夏,垂,夏,夏,代丕把垂夏外點仍夜終頗卒於朱葉弄吒候中時點,21,22,0.2052,氏,ok
M2_0550,合,合,合,合,合夢解麻旦尼毛真凜朱年仍几於帝慢為看畢傘至支,22,22,0.1461,合,ok
M2_0551,異,異,異,異,翁聖尼異尋生守於城穌發於淚良些留亞麻黑辛湟其,22,22,0.1915,粤,ok
M2_0552,,,,,事歸理朱年畢些召道燒凜沛等茹垂懶餘奉分主介,21,22,0.3452,白,ok
M2_0553,姚,鮮,姚,姚,共象興曷衣計發四而禮麻隊恩方主尺為朱翁垂姚鮮國,23,23,0.1414,願,ok
M2_0554,廚,山,廚,廚,願真与主齊扒飭魔思感杜耳些女廚山早些消敵每字,22,22,0.1591,人,ok
M2_0555,尺,尺,尺,尺,庄特楼畢作固从乞主尺來命搜役暑人朱但淺特道時早,23,23,0.2321,斥,ok
M2_0556,餘,餘,餘,餘,欺於中茹餘本敢四庫象翅共埃庄穀注庄敢呂肢吏盡,22,22,0.2501,餘,ok
M2_0557,重,重,重,重,麻教事式共固札重凜時人札類得列執姚矩初冀其固翁,23,23,0.1889,查,ok
M2_0558,之,之,之,之,庄宣畢斧垂葩之吏差使後共表時奉陣庶莒趨落慘翁,22,22,0.2146,之,ok
M2_0559,,姑,姑,,趨永各本道解罪共朱召姑摸我共固欺抑拘摔麻援緣跣,23,23,0.2387,妨,ok
M2_0560,陂,陂,陂,陂,共等垂計移姑移鳥共斧至陂那迂吏柩南方主支秋判,22,23,0.1463,人,ok
M2_0561,極,極,極,極,迷養及留候推朱年時買別事公要事極郎極重智早此點,23,23,0.117,吊,ok
M2_0562,而,而,而,而與,無於滋葩蘭沙與而宮四是朱別每理倒迫实走塊包,21,21,0.2629,而,ok
M2_0563,几,食,几,几,保浪矣巳淺周除旱連包麻几食辛庄休戈欺旦凡房御,22,22,0.2017,仔,ok
M2_0564,,斷,,,翁垂尼該各本道初舉斷麻而每役年改朱天下效各柴將,23,23,0.195,佩,ok
M2_0565,巳,巳,巳,巳,宋押侯爾麻趨泣每巳尺下永仍墓各垂包降伏欽氏色,22,22,0.1678,尺,ok
M2_0566,思,思,思,思,思拾女時碎買難年休今旱法丕時重凜麻押曰無城,21,23,0.1388,恩,ok
M2_0567,卻,卻,卻,卻,真拘梓召祀亮碎麻年北朱特連共築拜初沚歇卻興,21,21,0.2,仰,ok
M2_0568,要,要,要,要,哈伞里公左要官体白丕時陣凜語眾貴命庶補中煜,21,22,0.1925,唼,ok
M2_0569,,,,,李共柴固將仁方不体功華畢時撰曰無曲麻尋閣,20,23,0.184,白,ok
M2_0570,初,初,初,初,翁垂安移必要几孟興要奔垂孤初早白莒四弁垂,20,23,0.1454,举,ok
M2_0571,別,姬,別,別,尚美其几賢冷之困際奉陣凜時別姬皇俗戈官將見,21,23,0.1766,妃,ok
M2_0572,有,有,有,有,貝有時南蓮坦空麻歟列凜時漆蔑拙穢願時願連欺,21,21,0.1611,有,ok
M2_0573,招,招,招,招,喂歇畢招祖各本道袍仍南於麻勸除仍罪磊及留夢吝,22,22,0.2311,𭃡,ok
M2_0574,李,李,李,李,連棱麻李道常於共早旦化時奴連直事体末那,19,20,0.1337,李,ok
M2_0575,不,不,不,不,丸各垂時傘不札朱谷灵魂於煜醉罪令吏白蔑翁至魂,22,22,0.1594,𡖋,ok
M2_0576,市,市,市,市,爲然尋推時昆市巳興於念時困除朝尺賣連斥臾時,21,21,0.1868,炉,ok
M2_0577,跳,跳,跳,跳,跳那骨諫昆希清道女欺方主反緣朱昆同每事春吒,21,22,0.2136,哦,ok
M2_0578,至,至,至,至,白至連應尋真召法沿罪固夢塔重漢早些餘思吏固,21,21,0.1854,石,ok
M2_0579,在,國,在,在國,國末等埃傷腰歇早是些致几及連走因性結伴友在國朱,23,22,0.1906,因,ok
M2_0580,即,即,即,即,把垂尼生曙處城曾瑪茲朝即譯用召道笑麻吟事建,21,21,0.1136,節,ok
M2_0581,油,油,油,油,抵夜鵝油麻特陣次畧幫歲望凜罢易的人仍事困中茹,22,22,0.2171,肖,ok
M2_0582,而,而,而,而,底生碑召幾拙事庫尼諸而之等人矣扒斫厉土支秋物庄,23,22,0.3692,而,ok
M2_0583,她,起,她,她,支秋腰挨時底朱召事仍庫左固種弟庫麻她起庄已分,22,22,0.3644,尺,ok
M2_0584,為,早,早,為,玉界接早詞朱几童貞常几因婚重特熾為早过用燒,21,22,0.2271,昇,ok
M2_0585,,曷,曷,,為曷他昆末灵魂麻吟事方主乔欣欺畧官宣調公,20,20,0.2024,曷,ok
M2_0586,欺,色,色,欺,奴運槍鳥次巴峯仍污是故佯雜常欺色折時封戰朱,21,22,0.2775,色,ok
M2_0587,苑,苑,苑,苑,脉每事盛翁至苑之痛尼苑槎鳥次眾体處茹鬼於城,21,22,0.3154,苑,ok
M2_0588,趨,趨,趨,趨,早趨將行陷解凜共每役困矯早些皆朱年掩妨岐,20,21,0.3986,趍,ok
M2_0589,,色,,,閑冷黑諸佃為罪色犯時洋默沛折中囚落炤朱症其佃歇女,24,24,0.1771,包,ok
M2_0590,人,人,人,人,還特事人悶人困朱如縱此稜那興人困朱命,18,18,0.1498,白,ok
M2_0591,麻,而,麻,麻而,早魔麻澤浪牢翁垂於廚班店麻而朱孛茲歇時綿告,21,21,0.1967,白,ok
M2_0592,復,公,復,復,共昆制麻因刀國方主斥底命旦斯昆人時奴呌復公帝之,23,23,0.2675,人,ok
M2_0593,,,,,心,1,22,0.0921,遵,ok
M2_0594,餘,餘,餘,餘,祝体創畏花餘共直隋判浪事童貞異重凜此衛昆仲福,22,22,0.2532,馀,ok
M2_0595,,國,各,,稜故白札忌固公勸各昆國燔詞劄各至麻扒列如不耳,22,22,0.1824,應,ok
M2_0596,眼,眼,眼,眼,本可說時早鍊眼滿之固從弟習欣女麻或沙鵝朱抓,21,22,0.1948,眼,ok
M2_0597,平,平,平,平,懷用燒如作互丕娄女体中密是因巴凡乳平燒幾平,21,23,0.2299,甲,ok
M2_0598,田,田,田,田,同几侯下体成洋螭孛女連田早色季道行主斥麻曳希,22,22,0.233,邑,ok
M2_0599,蔑,蔑,蔑,蔑,欺蔑華常各華廟吏弄岸文毛增反阻吟事連斥走明,21,21,0.2154,𫈦,ok
