book,page,column,nom_idx,syl_idx,syllable,ocr_char,label,unicode,bbox_cu,prev_bbox_cu,next_bbox_cu,image_md5_cu,image_cu,tier_build,rule_build
stt2,page_0106,9,1,1,người,㝵,𠊚,U+2029A,"[239, 547, 344, 662]","[235, 453, 348, 565]","[241, 641, 344, 760]",22285892262b,gold/stt2_page_0106_c09_159.png,GOLD,s1_inter_s2_direct
stt2,page_0108,1,0,0,người,㝵,𠊚,U+2029A,"[1448, 460, 1552, 562]",,"[1449, 542, 1550, 651]",38fa32df2834,gold/stt2_page_0108_c01_000.png,GOLD,s1_inter_s2_direct
stt2,page_0108,1,7,7,người,㝵,𠊚,U+2029A,"[1447, 1062, 1550, 1172]","[1448, 968, 1549, 1077]","[1447, 1149, 1551, 1258]",73c2c820cf82,gold/stt2_page_0108_c01_007.png,GOLD,s1_inter_s2_direct
stt2,page_0108,6,9,9,người,㝵,𠊚,U+2029A,"[716, 1334, 817, 1452]","[706, 1236, 810, 1360]","[706, 1430, 811, 1549]",445adafe9dd3,gold/stt2_page_0108_c06_093.png,GOLD,s1_inter_s2_direct
stt2,page_0108,8,1,1,người,㝵,𠊚,U+2029A,"[404, 568, 513, 691]","[406, 475, 515, 592]","[406, 663, 514, 787]",43f7b0546ece,gold/stt2_page_0108_c08_126.png,GOLD,s1_inter_s2_direct
stt2,page_0110,2,5,5,người,㝵,𠊚,U+2029A,"[1287, 1020, 1393, 1149]","[1286, 911, 1393, 1042]","[1287, 1127, 1394, 1255]",cb5372c18377,gold/stt2_page_0110_c02_025.png,GOLD,s1_inter_s2_direct
stt2,page_0110,4,4,4,người,㝵,𠊚,U+2029A,"[984, 883, 1093, 1005]","[979, 787, 1086, 909]","[988, 982, 1090, 1100]",2ec9237821ea,gold/stt2_page_0110_c04_064.png,GOLD,s1_inter_s2_direct
stt2,page_0110,5,6,6,người,㝵,𠊚,U+2029A,"[831, 1075, 935, 1199]","[831, 977, 935, 1103]","[838, 1172, 940, 1295]",505d5e469973,gold/stt2_page_0110_c05_086.png,GOLD,s1_inter_s2_direct
stt2,page_0110,5,15,15,người,㝵,𠊚,U+2029A,"[840, 2005, 942, 2129]","[838, 1907, 943, 2034]","[840, 2110, 941, 2234]",85a3e663ebbe,gold/stt2_page_0110_c05_095.png,GOLD,s1_inter_s2_direct
stt2,page_0110,7,14,14,người,㝵,𠊚,U+2029A,"[529, 1918, 634, 2042]","[529, 1810, 634, 1937]","[530, 2015, 633, 2139]",06aee598b037,gold/stt2_page_0110_c07_135.png,GOLD,s1_inter_s2_direct
stt2,page_0110,9,7,7,người,㝵,𠊚,U+2029A,"[217, 1111, 326, 1228]","[216, 1034, 326, 1154]","[216, 1206, 325, 1325]",42522cd20674,gold/stt2_page_0110_c09_168.png,GOLD,s1_inter_s2_direct
stt2,page_0112,3,14,14,người,㝵,𠊚,U+2029A,"[1128, 1892, 1246, 2014]","[1128, 1790, 1246, 1912]","[1128, 1994, 1246, 2116]",efb873679803,gold/stt2_page_0112_c03_055.png,GOLD,s1_inter_s2_direct
stt2,page_0112,4,11,11,người,㝵,𠊚,U+2029A,"[982, 1540, 1088, 1656]","[983, 1416, 1092, 1531]","[982, 1637, 1088, 1753]",b255f5d3f71a,gold/stt2_page_0112_c04_072.png,GOLD,s1_inter_s2_direct
stt2,page_0112,7,19,19,người,㝵,𠊚,U+2029A,"[519, 2157, 622, 2266]","[520, 2080, 620, 2188]","[527, 2241, 631, 2350]",a2f02f252dd9,gold/stt2_page_0112_c07_144.png,GOLD,s1_inter_s2_direct
stt2,page_0112,8,5,6,người,㝵,𠊚,U+2029A,"[383, 944, 475, 1054]","[378, 844, 482, 956]","[383, 1036, 475, 1146]",dd4d053c7539,gold/stt2_page_0112_c08_153.png,GOLD,s1_inter_s2_direct
stt2,page_0112,8,20,21,người,㝵,𠊚,U+2029A,"[380, 2326, 480, 2434]","[381, 2231, 478, 2341]",,36a4685fd75e,gold/stt2_page_0112_c08_168.png,GOLD,s1_inter_s2_direct
stt2,page_0114,1,11,10,người,㝵,𠊚,U+2029A,"[1447, 1479, 1560, 1586]","[1447, 1390, 1560, 1497]","[1447, 1568, 1560, 1675]",0873c8e19ad9,gold/stt2_page_0114_c01_010.png,GOLD,s1_inter_s2_direct
stt2,page_0114,4,3,3,người,㝵,𠊚,U+2029A,"[986, 751, 1092, 860]","[988, 664, 1092, 772]","[987, 844, 1093, 955]",34e527cc3860,gold/stt2_page_0114_c04_066.png,GOLD,s1_inter_s2_direct
stt2,page_0114,6,7,7,người,㝵,𠊚,U+2029A,"[684, 1139, 796, 1258]","[684, 1045, 795, 1159]","[683, 1237, 796, 1356]",39c1ff3b0190,gold/stt2_page_0114_c06_112.png,GOLD,s1_inter_s2_direct
stt2,page_0116,2,0,0,người,㝵,𠊚,U+2029A,"[1301, 468, 1407, 583]",,"[1302, 558, 1407, 682]",b61bd1f5e599,gold/stt2_page_0116_c02_020.png,GOLD,s1_inter_s2_direct
stt2,page_0116,2,12,12,người,㝵,𠊚,U+2029A,"[1311, 1685, 1411, 1807]","[1302, 1579, 1407, 1701]","[1310, 1792, 1413, 1911]",ae21e0feaed2,gold/stt2_page_0116_c02_032.png,GOLD,s1_inter_s2_direct
stt2,page_0116,4,13,13,người,㝵,𠊚,U+2029A,"[993, 1719, 1099, 1836]","[993, 1622, 1099, 1739]","[993, 1816, 1099, 1933]",85ac6d1780be,gold/stt2_page_0116_c04_068.png,GOLD,s1_inter_s2_direct
stt2,page_0118,4,8,8,người,㝵,𠊚,U+2029A,"[978, 1215, 1081, 1330]","[977, 1120, 1081, 1233]","[986, 1312, 1087, 1424]",7edb15d59b2b,gold/stt2_page_0118_c04_076.png,GOLD,s1_inter_s2_direct
stt2,page_0118,7,0,0,người,㝵,𠊚,U+2029A,"[521, 471, 636, 590]",,"[522, 569, 632, 696]",850796d9ccec,gold/stt2_page_0118_c07_134.png,GOLD,s1_inter_s2_direct
stt2,page_0118,9,9,10,người,㝵,𠊚,U+2029A,"[224, 1297, 320, 1407]","[224, 1205, 320, 1315]","[209, 1422, 314, 1529]",e603967d7b4a,gold/stt2_page_0118_c09_184.png,GOLD,s1_inter_s2_direct
stt2,page_0120,1,20,20,người,㝵,𠊚,U+2029A,"[1445, 2401, 1545, 2507]","[1442, 2309, 1547, 2424]",,3dfc9d115482,gold/stt2_page_0120_c01_019.png,GOLD,s1_inter_s2_direct
stt2,page_0120,3,11,11,người,㝵,𠊚,U+2029A,"[1130, 1531, 1239, 1649]","[1130, 1436, 1239, 1553]","[1131, 1627, 1239, 1746]",5b22a62476da,gold/stt2_page_0120_c03_051.png,GOLD,s1_inter_s2_direct
stt2,page_0120,3,20,20,người,畢,𠊚,U+2029A,"[1129, 2406, 1243, 2516]","[1131, 2307, 1241, 2426]",,7ae83240d8c0,silver/stt2_page_0120_c03_060.png,SILVER,s2_inter_s3_corrected
stt2,page_0120,5,5,5,người,㝵,𠊚,U+2029A,"[812, 917, 922, 1029]","[813, 822, 923, 933]","[810, 1002, 924, 1116]",a36277248e75,gold/stt2_page_0120_c05_087.png,GOLD,s1_inter_s2_direct
stt2,page_0120,6,21,22,người,㝵,𠊚,U+2029A,"[664, 2321, 771, 2433]","[663, 2249, 772, 2341]","[664, 2410, 770, 2511]",b93c649236ad,gold/stt2_page_0120_c06_125.png,GOLD,s1_inter_s2_direct
stt2,page_0122,2,5,5,người,㝵,𠊚,U+2029A,"[1294, 998, 1398, 1114]","[1294, 911, 1397, 1027]","[1294, 1095, 1398, 1210]",5d0e4ee0cf2d,gold/stt2_page_0122_c02_027.png,GOLD,s1_inter_s2_direct
stt2,page_0122,6,8,8,người,㝵,𠊚,U+2029A,"[682, 1223, 785, 1338]","[680, 1136, 788, 1254]","[683, 1319, 787, 1434]",de022415e5aa,gold/stt2_page_0122_c06_116.png,GOLD,s1_inter_s2_direct
stt2,page_0122,7,16,16,người,㝵,𠊚,U+2029A,"[532, 1960, 637, 2078]","[530, 1854, 638, 1973]","[534, 2049, 635, 2165]",de318e2f157a,gold/stt2_page_0122_c07_146.png,GOLD,s1_inter_s2_direct
stt2,page_0122,8,2,2,người,㝵,𠊚,U+2029A,"[388, 664, 496, 780]","[389, 571, 497, 684]","[390, 752, 495, 867]",150ebdcacac2,gold/stt2_page_0122_c08_154.png,GOLD,s1_inter_s2_direct
stt2,page_0122,8,20,20,người,㝵,𠊚,U+2029A,"[378, 2338, 487, 2434]","[388, 2231, 496, 2341]","[378, 2413, 488, 2521]",5c64d6f59228,gold/stt2_page_0122_c08_172.png,GOLD,s1_inter_s2_direct
stt2,page_0124,1,4,4,người,㝵,𠊚,U+2029A,"[1442, 823, 1550, 942]","[1441, 728, 1551, 847]","[1436, 919, 1544, 1037]",ac15a0cc2a62,gold/stt2_page_0124_c01_004.png,GOLD,s1_inter_s2_direct
stt2,page_0124,2,15,16,người,㝵,𠊚,U+2029A,"[1288, 1868, 1393, 1975]","[1286, 1749, 1390, 1859]","[1287, 1952, 1394, 2060]",f0b2955e27a0,gold/stt2_page_0124_c02_035.png,GOLD,s1_inter_s2_direct
stt2,page_0124,3,8,8,người,㝵,𠊚,U+2029A,"[1133, 1158, 1244, 1266]","[1132, 1071, 1244, 1183]","[1135, 1251, 1244, 1361]",16213090c211,gold/stt2_page_0124_c03_049.png,GOLD,s1_inter_s2_direct
stt2,page_0124,3,11,11,người,㝵,𠊚,U+2029A,"[1134, 1422, 1246, 1530]","[1134, 1338, 1245, 1445]","[1134, 1507, 1247, 1615]",f57f88ad6b09,gold/stt2_page_0124_c03_052.png,GOLD,s1_inter_s2_direct
stt2,page_0124,4,13,13,người,景,𠊚,U+2029A,"[973, 1700, 1088, 1823]","[965, 1598, 1081, 1717]","[976, 1797, 1085, 1919]",cedbd2aa2b33,silver/stt2_page_0124_c04_077.png,SILVER,s2_inter_s3_corrected
stt2,page_0124,7,4,4,người,㝵,𠊚,U+2029A,"[524, 827, 624, 940]","[523, 732, 624, 845]","[517, 921, 618, 1036]",729c0d1cf402,gold/stt2_page_0124_c07_131.png,GOLD,s1_inter_s2_direct
stt2,page_0124,9,15,15,người,㝵,𠊚,U+2029A,"[214, 1984, 323, 2111]","[204, 1869, 315, 1996]","[207, 2093, 312, 2215]",518e6cbed76b,gold/stt2_page_0124_c09_185.png,GOLD,s1_inter_s2_direct
stt2,page_0126,1,17,17,người,㝵,𠊚,U+2029A,"[1441, 2042, 1538, 2156]","[1443, 1944, 1538, 2060]","[1440, 2137, 1538, 2252]",254a7d9e62b1,gold/stt2_page_0126_c01_017.png,GOLD,s1_inter_s2_direct
stt2,page_0126,2,11,12,người,㝵,𠊚,U+2029A,"[1288, 1508, 1390, 1620]","[1288, 1411, 1389, 1527]","[1286, 1602, 1391, 1719]",9a6c35ec3393,gold/stt2_page_0126_c02_033.png,GOLD,s1_inter_s2_direct
stt2,page_0126,5,10,10,người,㝵,𠊚,U+2029A,"[838, 1452, 942, 1570]","[831, 1356, 934, 1474]","[839, 1550, 941, 1665]",5f8ce61bcf50,gold/stt2_page_0126_c05_098.png,GOLD,s1_inter_s2_direct
stt2,page_0126,6,7,7,người,㝵,𠊚,U+2029A,"[689, 1142, 791, 1259]","[689, 1048, 790, 1164]","[691, 1237, 790, 1356]",d80781888e89,gold/stt2_page_0126_c06_116.png,GOLD,s1_inter_s2_direct
stt2,page_0126,6,13,13,người,㝵,𠊚,U+2029A,"[688, 1677, 792, 1792]","[688, 1593, 793, 1706]","[689, 1763, 792, 1877]",c9e3c2843ebc,gold/stt2_page_0126_c06_122.png,GOLD,s1_inter_s2_direct
stt2,page_0126,9,7,7,người,㝵,𠊚,U+2029A,"[245, 1145, 346, 1254]","[245, 1054, 346, 1163]","[245, 1236, 346, 1345]",006cffc0969c,gold/stt2_page_0126_c09_181.png,GOLD,s1_inter_s2_direct
stt2,page_0128,1,12,12,người,㝵,𠊚,U+2029A,"[1424, 1680, 1535, 1806]","[1424, 1575, 1534, 1701]","[1425, 1775, 1534, 1902]",420203e6a308,gold/stt2_page_0128_c01_012.png,GOLD,s1_inter_s2_direct
stt2,page_0128,4,0,0,người,專,𠊚,U+2029A,"[956, 462, 1062, 567]",,"[958, 542, 1062, 658]",274b80d90896,silver/stt2_page_0128_c04_063.png,SILVER,s2_inter_s3_corrected
stt2,page_0128,4,8,8,người,景,𠊚,U+2029A,"[959, 1198, 1068, 1316]","[960, 1103, 1068, 1220]","[959, 1302, 1068, 1420]",0aff644abb4b,silver/stt2_page_0128_c04_071.png,SILVER,s2_inter_s3_corrected
stt2,page_0128,6,13,13,người,㝵,𠊚,U+2029A,"[639, 1726, 747, 1848]","[638, 1628, 750, 1752]","[638, 1832, 748, 1953]",6ff031d75c92,gold/stt2_page_0128_c06_121.png,GOLD,s1_inter_s2_direct
stt2,page_0128,9,1,1,người,㝵,𠊚,U+2029A,"[177, 563, 281, 677]","[174, 480, 282, 588]","[185, 659, 287, 773]",b92a81ef90d8,gold/stt2_page_0128_c09_173.png,GOLD,s1_inter_s2_direct
stt2,page_0128,9,4,4,người,㝵,𠊚,U+2029A,"[189, 848, 288, 963]","[186, 753, 287, 866]","[191, 942, 290, 1059]",0d44c6aac197,gold/stt2_page_0128_c09_176.png,GOLD,s1_inter_s2_direct
stt2,page_0128,9,19,19,người,㝵,𠊚,U+2029A,"[199, 2297, 297, 2417]","[200, 2202, 295, 2320]","[188, 2389, 289, 2504]",c2c045aab432,gold/stt2_page_0128_c09_191.png,GOLD,s1_inter_s2_direct
stt2,page_0130,1,14,14,người,㝵,𠊚,U+2029A,"[1449, 1714, 1550, 1821]","[1448, 1626, 1552, 1736]","[1450, 1810, 1549, 1916]",ef81e25deb23,gold/stt2_page_0130_c01_014.png,GOLD,s1_inter_s2_direct
stt2,page_0130,2,10,10,người,㝵,𠊚,U+2029A,"[1298, 1391, 1404, 1503]","[1299, 1313, 1403, 1429]","[1297, 1494, 1405, 1613]",bec4d6aa6e1e,gold/stt2_page_0130_c02_033.png,GOLD,s1_inter_s2_direct
stt2,page_0130,3,5,5,người,㝵,𠊚,U+2029A,"[1145, 972, 1253, 1091]","[1145, 876, 1253, 994]","[1143, 1075, 1254, 1196]",f1d0d2250ac7,gold/stt2_page_0130_c03_050.png,GOLD,s1_inter_s2_direct
stt2,page_0130,5,1,1,người,景,𠊚,U+2029A,"[830, 577, 937, 689]","[835, 489, 943, 594]","[829, 665, 939, 777]",56223ed3ac43,silver/stt2_page_0130_c05_089.png,SILVER,s2_inter_s3_corrected
stt2,page_0130,5,16,16,người,景,𠊚,U+2029A,"[838, 1976, 944, 2090]","[839, 1881, 943, 1995]","[838, 2062, 945, 2177]",f2f511d3ec56,silver/stt2_page_0130_c05_103.png,SILVER,s2_inter_s3_corrected
stt2,page_0130,5,21,21,người,昇,𠊚,U+2029A,"[842, 2420, 942, 2524]","[842, 2329, 943, 2444]",,7ad6467fdb0e,silver/stt2_page_0130_c05_108.png,SILVER,s2_inter_s3_corrected
stt2,page_0130,7,6,6,người,㝵,𠊚,U+2029A,"[521, 1037, 625, 1150]","[529, 941, 632, 1055]","[528, 1123, 631, 1237]",d2fccfdd21d6,gold/stt2_page_0130_c07_138.png,GOLD,s1_inter_s2_direct
stt2,page_0130,8,21,21,người,㝵,𠊚,U+2029A,"[371, 2412, 470, 2516]","[359, 2317, 465, 2434]",,de8fa631b490,gold/stt2_page_0130_c08_174.png,GOLD,s1_inter_s2_direct
stt2,page_0130,9,14,14,người,㝵,𠊚,U+2029A,"[219, 1815, 325, 1931]","[218, 1720, 323, 1837]","[219, 1909, 324, 2029]",b5fa62ad5912,gold/stt2_page_0130_c09_189.png,GOLD,s1_inter_s2_direct
stt2,page_0132,1,2,2,người,㝵,𠊚,U+2029A,"[1411, 665, 1519, 781]","[1411, 569, 1519, 684]","[1411, 762, 1519, 877]",eac0bc7b5d4c,gold/stt2_page_0132_c01_002.png,GOLD,s1_inter_s2_direct
stt2,page_0132,5,21,21,người,㝵,𠊚,U+2029A,"[791, 2335, 895, 2446]","[790, 2250, 894, 2361]","[789, 2424, 896, 2523]",4d9c9b901fd5,gold/stt2_page_0132_c05_105.png,GOLD,s1_inter_s2_direct
stt2,page_0132,6,16,16,người,㝵,𠊚,U+2029A,"[644, 2033, 744, 2153]","[641, 1928, 746, 2049]","[644, 2130, 744, 2251]",214682b9ad03,gold/stt2_page_0132_c06_123.png,GOLD,s1_inter_s2_direct
stt2,page_0134,3,15,15,người,㝵,𠊚,U+2029A,"[1154, 1846, 1254, 1957]","[1154, 1750, 1255, 1862]","[1154, 1933, 1253, 2043]",d1ddf48f7ef3,gold/stt2_page_0134_c03_056.png,GOLD,s1_inter_s2_direct
stt2,page_0134,5,2,2,người,㝵,𠊚,U+2029A,"[853, 673, 957, 795]","[853, 576, 957, 696]","[851, 769, 956, 891]",81a7c17b3012,gold/stt2_page_0134_c05_088.png,GOLD,s1_inter_s2_direct
stt2,page_0134,7,14,14,người,㝵,𠊚,U+2029A,"[549, 1757, 660, 1875]","[550, 1662, 659, 1778]","[549, 1845, 658, 1960]",62dd639863f3,gold/stt2_page_0134_c07_143.png,GOLD,s1_inter_s2_direct
stt2,page_0136,1,4,4,người,㝵,𠊚,U+2029A,"[1416, 860, 1525, 976]","[1416, 772, 1525, 890]","[1417, 956, 1522, 1071]",33ab3a6abe23,gold/stt2_page_0136_c01_004.png,GOLD,s1_inter_s2_direct
stt2,page_0136,4,20,20,người,㝵,𠊚,U+2029A,"[939, 2327, 1047, 2440]","[940, 2241, 1047, 2351]","[941, 2417, 1045, 2521]",b09ea5b251b0,gold/stt2_page_0136_c04_060.png,GOLD,s1_inter_s2_direct
stt2,page_0138,1,8,8,người,㝵,𠊚,U+2029A,"[1453, 1236, 1553, 1348]","[1452, 1139, 1554, 1254]","[1453, 1321, 1553, 1435]",f31fae2a9517,gold/stt2_page_0138_c01_008.png,GOLD,s1_inter_s2_direct
stt2,page_0138,3,6,6,người,㝵,𠊚,U+2029A,"[1152, 1025, 1259, 1137]","[1154, 939, 1258, 1049]","[1153, 1120, 1258, 1232]",7d841f0efda7,gold/stt2_page_0138_c03_051.png,GOLD,s1_inter_s2_direct
stt2,page_0138,3,9,9,người,㝵,𠊚,U+2029A,"[1157, 1302, 1256, 1413]","[1156, 1215, 1258, 1327]","[1157, 1398, 1256, 1508]",3dfa0eec9216,gold/stt2_page_0138_c03_054.png,GOLD,s1_inter_s2_direct
stt2,page_0138,3,16,16,người,㝵,𠊚,U+2029A,"[1155, 1939, 1258, 2052]","[1154, 1852, 1258, 1965]","[1156, 2034, 1257, 2148]",9bf9126759cb,gold/stt2_page_0138_c03_061.png,GOLD,s1_inter_s2_direct
stt2,page_0138,4,17,17,người,㝵,𠊚,U+2029A,"[1006, 2044, 1111, 2156]","[1004, 1949, 1114, 2062]","[1006, 2130, 1111, 2243]",640bfae026a1,gold/stt2_page_0138_c04_084.png,GOLD,s1_inter_s2_direct
stt2,page_0138,5,8,8,người,㝵,𠊚,U+2029A,"[847, 1196, 953, 1304]","[847, 1110, 953, 1218]","[846, 1291, 953, 1400]",ff2b87a15c12,gold/stt2_page_0138_c05_097.png,GOLD,s1_inter_s2_direct
stt2,page_0138,9,15,15,người,㝵,𠊚,U+2029A,"[242, 1855, 341, 1965]","[242, 1769, 341, 1880]","[242, 1947, 340, 2061]",7aa16183cd09,gold/stt2_page_0138_c09_188.png,GOLD,s1_inter_s2_direct
stt2,page_0138,9,17,17,người,㝵,𠊚,U+2029A,"[232, 2034, 333, 2148]","[242, 1947, 340, 2061]","[232, 2129, 332, 2243]",d22ebe822383,gold/stt2_page_0138_c09_190.png,GOLD,s1_inter_s2_direct
stt2,page_0140,5,12,12,người,㝵,𠊚,U+2029A,"[802, 1612, 905, 1731]","[799, 1516, 907, 1636]","[801, 1706, 905, 1827]",65da3e32a9f8,gold/stt2_page_0140_c05_075.png,GOLD,s1_inter_s2_direct
stt2,page_0140,7,2,2,người,㝵,𠊚,U+2029A,"[503, 648, 606, 765]","[503, 560, 605, 677]","[506, 744, 604, 859]",7beeeeb1d241,gold/stt2_page_0140_c07_108.png,GOLD,s1_inter_s2_direct
stt2,page_0140,7,16,16,người,㝵,𠊚,U+2029A,"[504, 1942, 606, 2060]","[503, 1855, 609, 1973]","[496, 2037, 598, 2153]",77dc3edff812,gold/stt2_page_0140_c07_122.png,GOLD,s1_inter_s2_direct
stt2,page_0142,2,0,0,người,㝵,𠊚,U+2029A,"[1300, 501, 1406, 618]",,"[1299, 593, 1410, 726]",372124df48ab,gold/stt2_page_0142_c02_019.png,GOLD,s1_inter_s2_direct
stt2,page_0142,4,17,17,người,㝵,𠊚,U+2029A,"[1003, 2195, 1107, 2319]","[1004, 2097, 1105, 2222]","[1002, 2299, 1108, 2424]",4ebf6a85579e,gold/stt2_page_0142_c04_072.png,GOLD,s1_inter_s2_direct
stt2,page_0142,5,14,14,người,㝵,𠊚,U+2029A,"[852, 1904, 958, 2028]","[850, 1797, 959, 1922]","[854, 2000, 957, 2125]",c3e5f80fbf84,gold/stt2_page_0142_c05_089.png,GOLD,s1_inter_s2_direct
stt2,page_0142,7,6,6,người,㝵,𠊚,U+2029A,"[542, 1109, 649, 1235]","[542, 1004, 648, 1129]","[542, 1216, 650, 1345]",25009aec5b62,gold/stt2_page_0142_c07_121.png,GOLD,s1_inter_s2_direct
stt2,page_0142,8,15,15,người,㝵,𠊚,U+2029A,"[368, 2081, 480, 2216]","[368, 1975, 479, 2108]","[370, 2191, 477, 2321]",26a75590d646,gold/stt2_page_0142_c08_149.png,GOLD,s1_inter_s2_direct
stt2,page_0142_p0132,1,19,19,người,㝵,𠊚,U+2029A,"[1440, 2405, 1552, 2520]","[1440, 2300, 1552, 2431]",,98cb251dcb33,gold/stt2_page_0142_p0132_c01_019.png,GOLD,s1_inter_s2_direct
stt2,page_0142_p0132,2,7,7,người,㝵,𠊚,U+2029A,"[1300, 1108, 1410, 1218]","[1300, 1013, 1410, 1122]","[1302, 1196, 1408, 1305]",00d45fca0ba3,gold/stt2_page_0142_p0132_c02_027.png,GOLD,s1_inter_s2_direct
stt2,page_0142_p0132,2,22,22,người,㝵,𠊚,U+2029A,"[1293, 2421, 1399, 2529]","[1293, 2329, 1399, 2444]",,224bf47f99ea,gold/stt2_page_0142_p0132_c02_042.png,GOLD,s1_inter_s2_direct
stt2,page_0142_p0132,3,16,16,người,㝵,𠊚,U+2029A,"[1144, 2017, 1247, 2136]","[1143, 1930, 1247, 2047]","[1144, 2124, 1247, 2240]",655a0b8f53f3,gold/stt2_page_0142_p0132_c03_059.png,GOLD,s1_inter_s2_direct
stt2,page_0142_p0132,4,19,19,người,㝵,𠊚,U+2029A,"[996, 2339, 1097, 2452]","[996, 2242, 1096, 2358]","[996, 2430, 1097, 2533]",dc80b790f75b,gold/stt2_page_0142_p0132_c04_083.png,GOLD,s1_inter_s2_direct
stt2,page_0142_p0132,6,12,12,người,㝵,𠊚,U+2029A,"[680, 1641, 791, 1762]","[678, 1542, 794, 1665]","[682, 1748, 790, 1866]",2b0cbab0107e,gold/stt2_page_0142_p0132_c06_121.png,GOLD,s1_inter_s2_direct
stt2,page_0142_p0132,8,1,1,người,㝵,𠊚,U+2029A,"[393, 586, 495, 708]","[392, 494, 498, 609]","[392, 692, 495, 817]",f1a143ea9730,gold/stt2_page_0142_p0132_c08_153.png,GOLD,s1_inter_s2_direct
stt2,page_0142_p0132,9,11,12,người,㝵,𠊚,U+2029A,"[241, 1585, 345, 1707]","[231, 1488, 339, 1611]","[243, 1692, 345, 1814]",90b06a5c3e15,gold/stt2_page_0142_p0132_c09_183.png,GOLD,s1_inter_s2_direct
stt2,page_0142_p0132,9,17,18,người,景,𠊚,U+2029A,"[231, 2208, 336, 2330]","[231, 2099, 337, 2225]","[230, 2305, 336, 2427]",076f411d7e67,silver/stt2_page_0142_p0132_c09_189.png,SILVER,s2_inter_s3_corrected
stt2,page_0146,2,13,13,người,㝵,𠊚,U+2029A,"[1307, 1824, 1413, 1951]","[1306, 1718, 1413, 1843]","[1309, 1932, 1411, 2057]",d36b48fd5e16,gold/stt2_page_0146_c02_035.png,GOLD,s1_inter_s2_direct
stt2,page_0146,3,3,3,người,㝵,𠊚,U+2029A,"[1154, 812, 1259, 938]","[1152, 704, 1261, 830]","[1155, 911, 1261, 1036]",bba7e5137dc8,gold/stt2_page_0146_c03_045.png,GOLD,s1_inter_s2_direct
stt2,page_0146,3,10,10,người,㝵,𠊚,U+2029A,"[1149, 1545, 1251, 1667]","[1149, 1436, 1253, 1565]","[1149, 1648, 1249, 1758]",f6795a79979c,gold/stt2_page_0146_c03_052.png,GOLD,s1_inter_s2_direct
stt2,page_0146,7,16,16,người,㝵,𠊚,U+2029A,"[544, 2064, 649, 2182]","[542, 1966, 651, 2087]","[544, 2152, 648, 2270]",94f3142cf43d,gold/stt2_page_0146_c07_113.png,GOLD,s1_inter_s2_direct
stt2,page_0148,1,17,15,người,㝵,𠊚,U+2029A,"[1419, 2034, 1543, 2145]","[1419, 1942, 1543, 2053]","[1419, 2219, 1543, 2330]",75395981c0b6,gold/stt2_page_0148_c01_015.png,GOLD,s1_inter_s2_direct
stt2,page_0148,5,0,0,người,㝵,𠊚,U+2029A,"[818, 473, 929, 581]",,"[820, 559, 929, 678]",652d3f9fb562,gold/stt2_page_0148_c05_082.png,GOLD,s1_inter_s2_direct
stt2,page_0148,5,11,11,người,㝵,𠊚,U+2029A,"[832, 1516, 936, 1631]","[831, 1419, 937, 1536]","[832, 1610, 937, 1729]",c67bf295cfd0,gold/stt2_page_0148_c05_093.png,GOLD,s1_inter_s2_direct
stt2,page_0148,7,7,7,người,㝵,𠊚,U+2029A,"[521, 1163, 632, 1283]","[519, 1056, 632, 1179]","[524, 1250, 631, 1368]",a7e6d9e9ab9b,gold/stt2_page_0148_c07_132.png,GOLD,s1_inter_s2_direct
stt2,page_0148,7,17,18,người,㝵,𠊚,U+2029A,"[525, 2214, 631, 2330]","[525, 2118, 633, 2236]","[525, 2308, 631, 2426]",16d811a3e571,gold/stt2_page_0148_c07_142.png,GOLD,s1_inter_s2_direct
stt2,page_0148,8,5,5,người,㝵,𠊚,U+2029A,"[360, 968, 476, 1099]","[361, 864, 476, 992]","[362, 1074, 474, 1204]",6adc7b1b1f92,gold/stt2_page_0148_c08_150.png,GOLD,s1_inter_s2_direct
stt2,page_0148,8,15,15,người,㝵,𠊚,U+2029A,"[374, 1999, 483, 2123]","[374, 1903, 484, 2027]","[374, 2096, 482, 2219]",0cf3023ef2f0,gold/stt2_page_0148_c08_160.png,GOLD,s1_inter_s2_direct
stt2,page_0148,9,4,4,người,㝵,𠊚,U+2029A,"[204, 873, 314, 1001]","[204, 768, 316, 897]","[206, 970, 314, 1096]",9f3dd2db3deb,gold/stt2_page_0148_c09_169.png,GOLD,s1_inter_s2_direct
stt2,page_0150,2,19,19,người,㝵,𠊚,U+2029A,"[1308, 2331, 1415, 2449]","[1308, 2235, 1416, 2354]","[1308, 2423, 1415, 2531]",75ea6033c690,gold/stt2_page_0150_c02_040.png,GOLD,s1_inter_s2_direct
stt2,page_0150,3,12,12,người,㝵,𠊚,U+2029A,"[1150, 1645, 1256, 1763]","[1151, 1550, 1256, 1667]","[1150, 1741, 1256, 1862]",a8fdfa62074b,gold/stt2_page_0150_c03_054.png,GOLD,s1_inter_s2_direct
stt2,page_0150,3,19,19,người,㝵,𠊚,U+2029A,"[1150, 2315, 1257, 2440]","[1150, 2220, 1256, 2342]","[1153, 2419, 1253, 2528]",864e638deff2,gold/stt2_page_0150_c03_061.png,GOLD,s1_inter_s2_direct
