sample_id,book,page,column,tier,rule,K,syllable,label,R_size,P,P_y,P_all,G,G_op,P6c,P5c,PVL,Gf,K_inR
M1_0412,stt11,page_0116,4,GOLD,s1_inter_s2_direct,奴,nó,奴,6,奴,奴,奴,,del,仅,奴,奴,一,True
M1_0413,stt11,page_0256,1,GOLD,s1_inter_s2_direct,把,bà,把,36,把,把,把,,del,地,地,地,境,True
M1_0414,stt11,page_0192,2,GOLD,s1_inter_s2_direct,別,biết,別,30,則,生,生,別,eq,,分,引,例,True
M1_0415,stt11,page_0104,6,GOLD,s1_inter_s2_direct,之,gì,之,16,之,之,之,之,eq,之,之,之,,True
M1_0416,stt11,page_0014,4,GOLD,s1_inter_s2_direct,德,đức,德,21,旦,旦,旦,德,eq,旦,旦,旦,遠,True
M1_0417,stt11,page_0030,2,GOLD,s1_inter_s2_direct,官,quan,官,80,官,官,官,信,sub,信,信,信,,True
M1_0418,stt11,page_0010,2,GOLD,s1_inter_s2_direct,重,trọng,重,15,重,重,重,重,eq,重,重,重,,True
M1_0419,stt11,page_0224,3,GOLD,s1_inter_s2_direct,塊,khỏi,塊,3,塊,塊,塊,,del,地,地,想,,True
M1_0420,stt11,page_0272,6,GOLD,s1_inter_s2_direct,吶,nói,吶,14,除,除,除,咱,sub,泽,孕,漆,降,True
M1_0421,stt11,page_0072,1,GOLD,s1_inter_s2_direct,共,cùng,共,44,共,共,共,,del,犀,牛,伴,,True
M1_0422,stt11,page_0094,6,GOLD,s1_inter_s2_direct,垩,thánh,垩,33,垂,垂,垂,歪,sub,口,芒,坐,位,True
M1_0423,stt11,page_0172,7,GOLD,s1_inter_s2_direct,麻,mà,麻,21,來,來,來,麻,eq,麻,麻,森,,True
M1_0424,stt11,page_0266,1,GOLD,s1_inter_s2_direct,道,đạo,道,40,道,道,道,道,eq,道,道,通,,True
M1_0425,stt11,page_0162,9,GOLD,s1_inter_s2_direct,代,đời,代,7,代,代,代,代,eq,代,代,代,代,True
M1_0426,stt11,page_0056,4,GOLD,s1_inter_s2_direct,姊,chị,姊,8,佈,佈,佈,,del,婦,饰,饰,,True
M1_0427,stt11,page_0026,7,GOLD,s1_inter_s2_direct,礼,lễ,礼,22,礼,礼,礼,礼,eq,礼,礼,礼,,True
M1_0428,stt11,page_0208,7,GOLD,s1_inter_s2_direct,伴,bạn,伴,27,伴,伴,伴,伴,eq,伴,件,伴,叶,True
M1_0429,stt11,page_0222,8,GOLD,s1_inter_s2_direct,庫,khó,庫,13,庫,庫,庫,庫,eq,庫,用,毕,伴,True
M1_0430,stt11,page_0268,6,GOLD,s1_inter_s2_direct,沫,mắt,沫,11,沫,送,送,沫,eq,处,必,必,沫,True
M1_0431,stt11,page_0138,4,GOLD,s1_inter_s2_direct,牢,sao,牢,105,,,,牢,eq,年,今,年,年,True
M1_0432,stt11,page_0180,7,GOLD,s1_inter_s2_direct,裊,nếu,裊,14,,,,袋,sub,食,食,爻,,True
M1_0433,stt11,page_0098,3,GOLD,s1_inter_s2_direct,女,nữ,女,15,女,女,女,女,eq,子,专,,,True
M1_0434,stt11,page_0226,7,GOLD,s1_inter_s2_direct,年,nên,年,21,年,年,年,年,eq,年,年,年,年,True
M1_0435,stt11,page_0128,7,GOLD,s1_inter_s2_direct,包,vào,包,28,包,包,包,包,eq,包,包,包,,True
M1_0436,stt11,page_0234,7,GOLD,s1_inter_s2_direct,保,bảo,保,64,保,保,保,保,eq,保,保,保,,True
M1_0437,stt11,page_0166,7,GOLD,s1_inter_s2_direct,些,ta,些,55,尋,尋,尋些,些,eq,母,号,等,,True
M1_0438,stt11,page_0076,6,GOLD,s1_inter_s2_direct,為,vi,為,64,為,為,為,為,eq,為,学,业,,True
M1_0439,stt11,page_0220,5,GOLD,s1_inter_s2_direct,宜,nghe,宜,24,直,直,直,宣,sub,宣,直,,山,True
M1_0440,stt11,page_0298,2,GOLD,s1_inter_s2_direct,昆,con,昆,15,留,留,留,,del,内,因,内,峨,True
M1_0441,stt11,page_0032,6,GOLD,s1_inter_s2_direct,㪯,cửa,㪯,31,奉,奉,奉,奉,sub,奉,举,奉,峨,True
M1_0442,stt11,page_0188,7,GOLD,s1_inter_s2_direct,丕,vậy,丕,8,丕,丕,丕向,正,sub,不,心,不,,True
M1_0443,stt11,page_0242,6,GOLD,s1_inter_s2_direct,生,sinh,生,23,生,生,生,生,eq,生,生,生,生,True
M1_0444,stt11,page_0218,1,GOLD,s1_inter_s2_direct,特,được,特,21,掩,掩,掩,特,eq,,,伈,峙,True
M1_0445,stt11,page_0118,4,GOLD,s1_inter_s2_direct,浪,rằng,浪,12,浪,浪,浪,浪,eq,暖,浪,渡,,True
M1_0446,stt11,page_0148,1,GOLD,s1_inter_s2_direct,矯,kẻo,矯,12,矯,矯,矯,鶭,sub,矯,矯,愆,,True
M1_0447,stt11,page_0168,1,GOLD,s1_inter_s2_direct,連,trên,連,9,連,連,連,連,eq,連,運,漣,,True
M1_0448,stt11,page_0106,7,GOLD,s1_inter_s2_direct,碎,tôi,碎,17,碎,碎,碎,碎,eq,碎,碎,死,,True
M1_0449,stt11,page_0202,9,GOLD,s1_inter_s2_direct,烏,ô,烏,53,欺,欺,欺,島,sub,烏,烏,烏,汉,True
M1_0450,stt11,page_0078,5,GOLD,s1_inter_s2_direct,奴,nó,奴,6,奴,奴,奴,奴,eq,奴,发,奴,,True
M1_0451,stt11,page_0270,5,GOLD,s1_inter_s2_direct,譬,thí,譬,41,,,,警,sub,些,些,注,,True
M1_0452,stt11,page_0206,8,GOLD,s1_inter_s2_direct,中,trong,中,52,中,中,中,中,eq,中,中,中,,True
M1_0453,stt11,page_0232,1,GOLD,s1_inter_s2_direct,中,trong,中,52,中,中,中,中,eq,中,中,中,中,True
M1_0454,stt11,page_0046,8,GOLD,s1_inter_s2_direct,秋,su,秋,11,當,當,當,狄,sub,連,连,扒,遠,True
M1_0455,stt11,page_0292,4,GOLD,s1_inter_s2_direct,明,mừng,明,16,明,明,明,明,eq,明,明,明,明,True
M1_0456,stt11,page_0134,9,GOLD,s1_inter_s2_direct,時,thì,時,56,時,時,時,時,eq,特,特,特,,True
M1_0457,stt11,page_0194,7,GOLD,s1_inter_s2_direct,役,việc,役,12,役,役,役,,del,没,没,设,,True
M1_0458,stt11,page_0010_p0028,9,GOLD,s1_inter_s2_direct,城,thành,城,13,,,,,nocol,域,城,试,域,True
M1_0459,stt11,page_0080,5,GOLD,s1_inter_s2_direct,時,thì,時,56,時,時,時無,時,eq,無,典,共,,True
M1_0460,stt11,page_0016,6,GOLD,s1_inter_s2_direct,麻,mà,麻,21,各,各,各,麻,eq,逆,边,业,庥,True
M1_0461,stt11,page_0262,3,GOLD,s1_inter_s2_direct,支,giê,支,9,支,支,支,支,eq,支,支,支,一,True
M1_0462,stt11,page_0130,1,GOLD,s1_inter_s2_direct,秋,su,秋,11,秋,秋,秋避,秋,eq,秋,补,私,瀚,True
M1_0463,stt11,page_0258,6,GOLD,s1_inter_s2_direct,庒,chăng,庒,26,共,共,共,走,sub,女,共,共,,True
M1_0464,stt11,page_0160,9,GOLD,s1_inter_s2_direct,庒,chăng,庒,26,庄,庄,庄,庄,sub,,庄,庄,,True
M1_0465,stt11,page_0114,1,GOLD,s1_inter_s2_direct,之,giây,之,7,之,之,之,之,eq,人,人,之,答,True
M1_0466,stt11,page_0068,6,GOLD,s1_inter_s2_direct,安,ăn,安,6,安,安,安,安,eq,安,安,安,,True
M1_0467,stt11,page_0154,4,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,旱,旱,旱,,del,寻,早,旱,,True
M1_0468,stt11,page_0182,5,GOLD,s1_inter_s2_direct,煩,phiền,煩,29,煩,煩,煩,煩,eq,想,煤,入,峨,True
M1_0469,stt11,page_0178,1,GOLD,s1_inter_s2_direct,嗔,xin,嗔,8,與,與,與,真,sub,真,奠,宴,,True
M1_0470,stt11,page_0212,3,GOLD,s1_inter_s2_direct,各,các,各,21,各,各,各,各,eq,答,谷,答,答,True
M1_0471,stt11,page_0050,7,GOLD,s1_inter_s2_direct,事,sự,事,16,事,事,事,事,eq,事,事,事,,True
M1_0472,stt11,page_0022,8,GOLD,s1_inter_s2_direct,尼,nơi,尼,13,翁,翁,翁,尼,eq,尼,,心,,True
M1_0473,stt11,page_0274,7,GOLD,s1_inter_s2_direct,古,của,古,8,別,別,別,古,eq,,,乾,六,True
M1_0474,stt11,page_0264,6,GOLD,s1_inter_s2_direct,袄,áo,袄,43,執,點,點,黠,sub,胡,热,感,社,True
M1_0475,stt11,page_0064,4,GOLD,s1_inter_s2_direct,約,ước,約,14,約,約,約,約,eq,約,約,約,的,True
M1_0476,stt11,page_0216,1,GOLD,s1_inter_s2_direct,葩,pha,葩,29,苑,苑,苑,,del,苑,苑,苑,,True
M1_0477,stt11,page_0028,2,GOLD,s1_inter_s2_direct,灵,linh,灵,129,灵,灵,灵,,del,是,灵,灵,,True
M1_0478,stt11,page_0236,6,GOLD,s1_inter_s2_direct,昆,con,昆,15,昆,昆,昆,是,sub,昆,昆,昆,,True
M1_0479,stt11,page_0126,1,GOLD,s1_inter_s2_direct,城,thành,城,13,城,城,城,城,eq,城,城,坛,心,True
M1_0480,stt11,page_0146,7,GOLD,s1_inter_s2_direct,㐌,đã,㐌,16,色,色,色,匝,sub,,白,匀,,True
M1_0481,stt11,page_0110,4,GOLD,s1_inter_s2_direct,庒,chăng,庒,26,發,發,發,庄,sub,发,悠,敬,一,True
M1_0482,stt11,page_0240,8,GOLD,s1_inter_s2_direct,該,cai,該,25,該,該,該,该,sub,鼓,战,該,,True
M1_0483,stt11,page_0012,6,GOLD,s1_inter_s2_direct,先,tên,先,29,先,先,先,先,eq,先,先,先,,True
M1_0484,stt11,page_0100,2,GOLD,s1_inter_s2_direct,垩,thánh,垩,33,各,,,垩,eq,今,全,合,,True
M1_0485,stt11,page_0276,8,GOLD,s1_inter_s2_direct,体,thấy,体,15,体,体,体,,del,体,体,体,体,True
M1_0486,stt11,page_0024,1,GOLD,s1_inter_s2_direct,庒,chăng,庒,26,在,在,在,庄,sub,庄,应,庄,庄,True
M1_0487,stt11,page_0170,9,GOLD,s1_inter_s2_direct,逐,giục,逐,12,豚,豚,豚,逐,eq,八,派,一,派,True
M1_0488,stt11,page_0020,2,GOLD,s1_inter_s2_direct,朱,cho,朱,12,朱,朱,朱,朱,eq,朱,朱,朱,一,True
M1_0489,stt11,page_0018,4,GOLD,s1_inter_s2_direct,𠇮,mình,𠇮,12,命,命,命,份,sub,金,命,竹,,True
M1_0490,stt11,page_0088,7,GOLD,s1_inter_s2_direct,麻,mà,麻,21,化,化,化,麻,eq,麻,麻,欣,,True
M1_0491,stt11,page_0214,3,GOLD,s1_inter_s2_direct,体,thấy,体,15,体,体,体,体,eq,体,日,体,体,True
M1_0492,stt11,page_0132,6,GOLD,s1_inter_s2_direct,畏,úi,畏,7,畏,,,喂,sub,,,澤,一,True
M1_0493,stt11,page_0210,1,GOLD,s1_inter_s2_direct,丕,vậy,丕,8,丕,丕,丕,則,sub,,,,,True
M1_0494,stt11,page_0278,4,GOLD,s1_inter_s2_direct,極,cực,極,12,事,事,事,拯,sub,要,争,第,峨,True
M1_0495,stt11,page_0246,1,GOLD,s1_inter_s2_direct,浪,rằng,浪,12,浪,浪,浪,浪,eq,浪,浪,寝,,True
M1_0496,stt11,page_0294,3,GOLD,s1_inter_s2_direct,時,thì,時,56,時,時,時,,del,時,時,特,,True
M1_0497,stt11,page_0074,4,GOLD,s1_inter_s2_direct,本,bốn,本,12,本,本,本,本,eq,本,茶,李,峨,True
M1_0498,stt11,page_0112,5,GOLD,s1_inter_s2_direct,庒,chăng,庒,26,庄,儿,儿,庄,sub,庄,庄,座,峪,True
M1_0499,stt11,page_0204,5,GOLD,s1_inter_s2_direct,外,ngoài,外,4,外,皮,皮,外,eq,友,发,故,外,True
M1_0500,stt11,page_0200,9,GOLD,s1_inter_s2_direct,麻,mà,麻,21,,,,麻,eq,板,成,应,底,True
M1_0501,stt11,page_0244,4,GOLD,s1_inter_s2_direct,神,thần,神,44,神,神,神,神,eq,神,神,神,,True
M1_0502,stt11,page_0062,4,GOLD,s1_inter_s2_direct,尼,này,尼,16,尼,尼,尼,尼,eq,土,老,志,,True
M1_0503,stt11,page_0174,1,GOLD,s1_inter_s2_direct,黙,mặc,黙,25,點,,,點,sub,鼓,腰,男,點,True
M1_0504,stt11,page_0252,9,GOLD,s1_inter_s2_direct,蜍,thờ,蜍,25,按,,,蟐,sub,,城,大,,True
M1_0505,stt11,page_0198,9,GOLD,s1_inter_s2_direct,体,thấy,体,15,,,,休,sub,体,体,体,体,True
M1_0506,stt11,page_0260,8,GOLD,s1_inter_s2_direct,麻,mà,麻,21,虧,虧,虧,麻,eq,麻,麻,一,一,True
M1_0507,stt11,page_0042,9,GOLD,s1_inter_s2_direct,想,tưởng,想,18,特,特,特,想,eq,特,特,牛,犄,True
M1_0508,stt11,page_0158,6,GOLD,s1_inter_s2_direct,年,nên,年,21,年,年,年,年,eq,十,年,十,年,True
M1_0509,stt11,page_0190,8,GOLD,s1_inter_s2_direct,種,giống,種,24,骨,骨,骨,種,eq,硬,種,百,種,True
M1_0510,stt11,page_0248,5,GOLD,s1_inter_s2_direct,時,thì,時,56,時,時,時,,del,特,特,特,境,True
M1_0511,stt11,page_0280,2,GOLD,s1_inter_s2_direct,坦,đất,坦,7,坦,坦,坦,坦,eq,食,坦,旭,,True
M1_0512,stt11,page_0122,1,GOLD,s1_inter_s2_direct,呐,nói,呐,14,明,明,明,响,sub,呐,啊,内,峪,True
M1_0513,stt11,page_0052,8,GOLD,s1_inter_s2_direct,恪,khác,恪,11,恪,恪,恪,恪,eq,重,主,黄,,True
M1_0514,stt11,page_0250,5,GOLD,s1_inter_s2_direct,天,thiên,天,94,庫,庫,庫,天,eq,添,罪,罪,一,True
M1_0515,stt11,page_0142,7,GOLD,s1_inter_s2_direct,烏,ô,烏,53,烏,烏,烏,,del,反,故,戌,,True
M1_0516,stt11,page_0054,2,GOLD,s1_inter_s2_direct,油,dù,油,16,油,油,油,油,eq,油,油,油,,True
M1_0517,stt11,page_0296,7,GOLD,s1_inter_s2_direct,保,bảo,保,64,辰,辰,辰保,保,eq,恐,瓜,坐,保,True
M1_0518,stt11,page_0090,9,GOLD,s1_inter_s2_direct,黄,vàng,黄,26,黃,黃,黃,黄,eq,楚,黄,葱,,True
M1_0519,stt11,page_0150,9,GOLD,s1_inter_s2_direct,仍,những,仍,8,仍,仍,仍,仍,eq,仍,,,,True
M1_0520,stt11,page_0048,6,GOLD,s1_inter_s2_direct,時,thì,時,56,時,時,時,時,eq,時,時,時,一,True
M1_0521,stt11,page_0120,3,GOLD,s1_inter_s2_direct,离,le,离,15,俸,俸,俸,,del,离,离,葛,离,True
M1_0522,stt11,page_0284,4,GOLD,s1_inter_s2_direct,巴,ba,巴,55,勝,勝,勝,巴,eq,四,巴,世,,True
M1_0523,stt11,page_0144,2,GOLD,s1_inter_s2_direct,安,an,安,89,安,安,安,安,eq,安,安,安,安,True
M1_0524,stt11,page_0152,3,GOLD,s1_inter_s2_direct,別,biết,別,30,別,別,別,別,eq,别,别,别,别,True
M1_0525,stt11,page_0096,9,GOLD,s1_inter_s2_direct,召,chịu,召,8,召,,,,del,口,地,,,True
M1_0526,stt11,page_0238,2,GOLD,s1_inter_s2_direct,天,thiên,天,94,天,天,天,天,eq,天,天,天,,True
M1_0527,stt11,page_0156,6,GOLD,s1_inter_s2_direct,所,sửa,所,19,由,由,由,当,sub,西,的,,,True
M1_0528,stt11,page_0040,7,GOLD,s1_inter_s2_direct,意,ý,意,43,意,意,意,意,eq,总,意,意,,True
M1_0529,stt11,page_0092,3,GOLD,s1_inter_s2_direct,塊,khỏi,塊,3,塊,塊,塊,塊,eq,地,增,塊,,True
M1_0530,stt11,page_0036,2,GOLD,s1_inter_s2_direct,仍,nhưng,仍,12,仍,仍,仍,仍,eq,仍,仍,仍,,True
M1_0531,stt11,page_0058,7,GOLD,s1_inter_s2_direct,亘,cứng,亘,28,互,互,互,互,sub,豆,直,,,True
M1_0532,stt11,page_0124,4,GOLD,s1_inter_s2_direct,葩,pha,葩,29,垂,垂,垂,苑,sub,王,品,芝,,True
M1_0533,stt11,page_0102,3,GOLD,s1_inter_s2_direct,离,le,离,15,留,留,留,离,eq,离,西,离,工,True
M1_0534,stt11,page_0108,5,GOLD,s1_inter_s2_direct,固,có,固,15,固,固,固,固,eq,同,因,固,,True
M1_0535,stt11,page_0034,2,GOLD,s1_inter_s2_direct,些,ta,些,55,,,,些,eq,事,此,于,此,True
M1_0536,stt11,page_0282,7,GOLD,s1_inter_s2_direct,時,thì,時,56,丕,時,時,時,eq,上,上,特,時,True
M1_0537,stt11,page_0184,2,GOLD,s1_inter_s2_direct,之,gì,之,16,之,,,之,eq,之,之,之,,True
M1_0538,stt11,page_0060,3,GOLD,s1_inter_s2_direct,朱,cho,朱,12,朱,朱,朱,朱,eq,宋,宋,筞,,True
M1_0539,stt11,page_0066,2,GOLD,s1_inter_s2_direct,茹,nhà,茹,19,茹,茹,茹,苑,sub,,,,,True
M1_0540,stt11,page_0196,6,GOLD,s1_inter_s2_direct,補,bỏ,補,18,補,補,補,補,eq,補,希,神,七,True
M1_0541,stt11,page_0290,9,GOLD,s1_inter_s2_direct,燒,nhau,燒,25,燒,燒,燒奸,淹,sub,港,烧,凭,,True
M1_0542,stt11,page_0136,4,GOLD,s1_inter_s2_direct,時,thì,時,56,時,時,時,時,eq,特,特,特,峙,True
M1_0543,stt11,page_0176,3,GOLD,s1_inter_s2_direct,役,việc,役,12,役,役,役,役,eq,伐,夜,役,一,True
M1_0544,stt11,page_0086,1,GOLD,s1_inter_s2_direct,朱,cho,朱,12,朱,朱,朱,朱,eq,八,朱,朱,朱,True
M1_0545,stt11,page_0288,2,GOLD,s1_inter_s2_direct,詐,trá,詐,35,詐,詐,詐,対,sub,詐,琵,詠,,True
M1_0546,stt11,page_0228,1,GOLD,s1_inter_s2_direct,時,thì,時,56,時,時,時宜,時,eq,時,写,自,時,True
M1_0547,stt11,page_0186,4,GOLD,s1_inter_s2_direct,時,thì,時,56,時,時,時,,del,聘,时,時,一,True
M1_0548,stt11,page_0044,1,GOLD,s1_inter_s2_direct,除,giờ,除,14,除,除,除,隊,sub,除,除,梁,,True
M1_0549,stt11,page_0010_p0220,7,GOLD,s1_inter_s2_direct,碎,tôi,碎,17,碎,碎,碎,辞,sub,碎,碎,碎,峰,True
M1_0550,stt11,page_0164,5,GOLD,s1_inter_s2_direct,爲,vì,爲,7,為,,,為,sub,泊,周,馬,遠,True
M1_0551,stt11,page_0254,9,GOLD,s1_inter_s2_direct,断,đoạn,断,35,斷,斷,斷,斷,sub,断,新,断,,True
M1_0552,stt11,page_0070,1,GOLD,s1_inter_s2_direct,生,sinh,生,23,生,生,生,生,eq,生,生,生,生,True
M1_0553,stt11,page_0140,8,GOLD,s1_inter_s2_direct,沛,phải,沛,30,矯,矯,矯,沛,eq,燃,燃,犄,瀚,True
M1_0554,stt11,page_0286,8,GOLD,s1_inter_s2_direct,坦,đất,坦,7,四,四,四,,del,以,坦,以,,True
M1_0555,stt11,page_0116,1,GOLD,s1_inter_s2_direct,共,cùng,共,44,共,共,共,共,eq,共,共,共,二,True
M1_0556,stt11,page_0256,8,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,時,時,時,寻,sub,旱,旱,旱,見,True
M1_0557,stt11,page_0192,8,GOLD,s1_inter_s2_direct,主,chúa,主,2,方,方,方主,主,eq,行,全,竹,主,True
M1_0558,stt11,page_0104,7,GOLD,s1_inter_s2_direct,共,cùng,共,44,共,共,共,妓,sub,女,艾,共,山,True
M1_0559,stt11,page_0014,4,GOLD,s1_inter_s2_direct,主,chúa,主,2,德,德,德,主,eq,德,您,偬,,True
M1_0560,stt11,page_0030,2,GOLD,s1_inter_s2_direct,些,ta,些,55,些,些,些,些,eq,此,些,此,,True
M1_0561,stt11,page_0010,6,GOLD,s1_inter_s2_direct,主,chúa,主,2,主,主,主蜍,主,eq,心,主,,,True
M1_0562,stt11,page_0224,7,GOLD,s1_inter_s2_direct,冷,lành,冷,23,冷,冷,冷,冷,eq,冷,冷,冷,,True
M1_0563,stt11,page_0272,8,GOLD,s1_inter_s2_direct,庒,chăng,庒,26,庄,庄,庄,庄,sub,,本,庄,,True
M1_0564,stt11,page_0072,9,GOLD,s1_inter_s2_direct,傳,truyện,傳,5,傳,傳,傳,傅,sub,傅,傅,傳,傅,True
M1_0565,stt11,page_0094,1,GOLD,s1_inter_s2_direct,事,sự,事,16,,,,事,eq,四,书,書,答,True
M1_0566,stt11,page_0172,9,GOLD,s1_inter_s2_direct,於,ở,於,20,於,於,於,烈,sub,热,风,热,答,True
M1_0567,stt11,page_0266,8,GOLD,s1_inter_s2_direct,批,phê,批,16,批,批,批,批,eq,批,批,批,峨,True
M1_0568,stt11,page_0162,5,GOLD,s1_inter_s2_direct,古,của,古,8,古,,,责,sub,,退,追,女,True
M1_0569,stt11,page_0056,5,GOLD,s1_inter_s2_direct,贖,chuộc,贖,12,隨,隨,隨,瞆,sub,瞻,,鹽,,True
M1_0570,stt11,page_0026,4,GOLD,s1_inter_s2_direct,吏,lại,吏,55,帝,,,吏,eq,中,中,仲,,True
M1_0571,stt11,page_0208,8,GOLD,s1_inter_s2_direct,各,các,各,21,共,共,共各,各,eq,之,各,各,各,True
M1_0572,stt11,page_0222,7,GOLD,s1_inter_s2_direct,如,như,如,16,行,行,行,如,eq,行,停,行,心,True
M1_0573,stt11,page_0268,8,GOLD,s1_inter_s2_direct,畧,trước,畧,29,畧,畧,畧,畧,eq,夏,理,罗,,True
M1_0574,stt11,page_0138,7,GOLD,s1_inter_s2_direct,浪,rằng,浪,12,諸,諸,諸,溛,sub,浪,浪,浪,一,True
M1_0575,stt11,page_0180,3,GOLD,s1_inter_s2_direct,魂,hồn,魂,28,天,天,天,旭,sub,灵,天,灵,,True
M1_0576,stt11,page_0098,4,GOLD,s1_inter_s2_direct,秋,su,秋,11,秋,秋,秋,秋,eq,秋,秋,秋,,True
M1_0577,stt11,page_0226,9,GOLD,s1_inter_s2_direct,奏,tâu,奏,8,連,連,連,養,sub,辰,年,竹,國,True
M1_0578,stt11,page_0128,1,GOLD,s1_inter_s2_direct,福,phúc,福,26,,,,拯,sub,,人,,,True
M1_0579,stt11,page_0234,1,GOLD,s1_inter_s2_direct,法,phép,法,11,法,法,法,法,eq,法,法,法,,True
M1_0580,stt11,page_0166,4,GOLD,s1_inter_s2_direct,事,sự,事,16,補,事,事,事,eq,事,事,事,,True
M1_0581,stt11,page_0076,6,GOLD,s1_inter_s2_direct,爲,vì,爲,7,,,,爲,eq,為,,為,為,True
M1_0582,stt11,page_0220,8,GOLD,s1_inter_s2_direct,特,được,特,21,特,特,特,特,eq,特,特,特,,True
M1_0583,stt11,page_0298,6,GOLD,s1_inter_s2_direct,浪,răng,浪,16,,,,,del,浪,浪,浪,,True
M1_0584,stt11,page_0032,3,GOLD,s1_inter_s2_direct,眉,mi,眉,69,眉,禮,禮,眉,eq,倡,化,化,,True
M1_0585,stt11,page_0188,7,GOLD,s1_inter_s2_direct,固,có,固,15,固,固,固,,del,固,固,因,峨,True
M1_0586,stt11,page_0242,8,GOLD,s1_inter_s2_direct,遣,khiến,遣,4,遣,遣,遣,,del,暹,遣,遣,,True
M1_0587,stt11,page_0218,9,GOLD,s1_inter_s2_direct,庫,khó,庫,13,庫,庫,庫,庫,eq,庫,庫,南,,True
M1_0588,stt11,page_0118,1,GOLD,s1_inter_s2_direct,几,kẻ,几,19,几,几,几,几,eq,元,元,孔,,True
M1_0589,stt11,page_0148,9,GOLD,s1_inter_s2_direct,楼,lâu,楼,82,楼,楼,楼,楼,eq,楼,楼,樁,一,True
M1_0590,stt11,page_0168,9,GOLD,s1_inter_s2_direct,事,sự,事,16,事,事,事,事,eq,事,事,事,,True
M1_0591,stt11,page_0106,2,GOLD,s1_inter_s2_direct,庄,chăng,庄,26,庄,庄,庄,庄,eq,庄,庄,庄,,True
M1_0592,stt11,page_0202,8,GOLD,s1_inter_s2_direct,朱,cho,朱,12,脈,脈,脈,,del,生,朱,生,答,True
M1_0593,stt11,page_0078,8,GOLD,s1_inter_s2_direct,衣,ý,衣,43,久,久,久願,公,sub,认,公,认,答,True
M1_0594,stt11,page_0270,2,GOLD,s1_inter_s2_direct,罰,phạt,罰,17,,,,罰,eq,十,,十,,True
M1_0595,stt11,page_0206,8,GOLD,s1_inter_s2_direct,蜍,thờ,蜍,25,臻,臻,臻,,del,餘,餘,祭,,True
M1_0596,stt11,page_0232,6,GOLD,s1_inter_s2_direct,吏,lại,吏,55,樂,樂,樂,吏,eq,支,吏,吏,吏,True
M1_0597,stt11,page_0046,7,GOLD,s1_inter_s2_direct,事,sự,事,16,,,,事,eq,事,事,事,,True
M1_0598,stt11,page_0292,6,GOLD,s1_inter_s2_direct,召,chịu,召,8,召,召,召,召,eq,口,,,,True
M1_0599,stt11,page_0134,9,GOLD,s1_inter_s2_direct,旦,đến,旦,21,旦,旦,旦,旦,eq,益,,旦,,True
