image,book,page,column,nom_idx,syl_idx,ocr_char,syllable,tier,tier_v3,rule,tier_goc,rule_goc,bbox,p_syl_v3,argmax,max_prob,p_left,p_right,fold,gate_09,gate_08,rule_de_xuat
,stt2,page_0164,2,1,1,侯,nước,REVIEW,REVIEW,no_context,,,"[1304, 576, 1412, 706]",0.828018,nước,0.828018,0.000150028,0.000559604,4,0,1,visual_syl_gate
,stt2,page_0164,2,2,2,晋,rô,REVIEW,REVIEW,no_context,,,"[1304, 675, 1413, 805]",0.936322,rô,0.936322,6.01451e-05,0.00238379,4,1,1,visual_syl_gate
,stt2,page_0164,5,15,15,淘,ao,REVIEW,REVIEW,no_context,,,"[841, 2075, 955, 2211]",0.888116,ao,0.888116,0.00603986,0.000336776,4,0,1,visual_syl_gate
,stt2,page_0164,8,3,3,首,nghe,REVIEW,REVIEW,no_context,,,"[384, 785, 495, 925]",0.974483,nghe,0.974483,4.70104e-07,2.35532e-05,4,1,1,visual_syl_gate
,stt2,page_0166,4,13,15,月,vua,REVIEW,REVIEW,no_context,,,"[987, 1935, 1099, 2076]",0.967135,vua,0.967135,5.77195e-06,5.58262e-07,2,1,1,visual_syl_gate
,stt2,page_0166,9,2,2,𢡖,khác,REVIEW,REVIEW,no_context,,,"[227, 677, 342, 810]",0.996923,khác,0.996923,8.46401e-06,1.37096e-06,2,1,1,visual_syl_gate
,stt2,page_0168,3,4,4,口,làm,REVIEW,REVIEW,no_context,,,"[1126, 893, 1239, 1028]",0.989632,làm,0.989632,9.2959e-06,0.000654243,0,1,1,visual_syl_gate
,stt2,page_0168,5,7,7,暈,tối,REVIEW,REVIEW,no_context,,,"[813, 1224, 920, 1356]",0.912402,tối,0.912402,0.000330262,0.000127327,0,1,1,visual_syl_gate
,stt2,page_0168,6,5,5,𩔊,nguyện,REVIEW,REVIEW,no_context,,,"[664, 1011, 772, 1144]",0.963394,nguyện,0.963394,0.000646621,0.00028029,0,1,1,visual_syl_gate
,stt2,page_0168,6,6,6,良,rằng,REVIEW,REVIEW,no_context,,,"[662, 1117, 773, 1252]",0.843422,rằng,0.843422,6.55425e-05,6.2541e-05,0,0,1,visual_syl_gate
,stt2,page_0168,9,10,10,曝,ngày,REVIEW,REVIEW,no_context,,,"[203, 1542, 317, 1676]",0.848482,ngày,0.848482,0.00107446,0.000122449,0,0,1,visual_syl_gate
,stt2,page_0170,3,7,7,我,bắt,REVIEW,REVIEW,no_context,,,"[1138, 1225, 1250, 1359]",0.979059,bắt,0.979059,9.15178e-06,0.000540272,3,1,1,visual_syl_gate
,stt2,page_0170,6,14,14,板,trăm,REVIEW,REVIEW,no_context,,,"[677, 1892, 790, 2020]",0.907404,trăm,0.907404,8.54835e-05,0.0120117,3,1,1,visual_syl_gate
,stt2,page_0170,6,18,18,献,năm,REVIEW,REVIEW,no_context,,,"[678, 2289, 790, 2419]",0.880775,năm,0.880775,,0.000779974,3,0,1,visual_syl_gate
,stt2,page_0170,9,0,0,臨,hai,REVIEW,REVIEW,no_context,,,"[222, 488, 341, 614]",0.963571,hai,0.963571,,0.00113043,3,1,1,visual_syl_gate
,stt2,page_0170,9,4,5,妻,anh,REVIEW,REVIEW,no_context,,,"[217, 972, 328, 1096]",0.854615,anh,0.854615,,0.00264895,3,0,1,visual_syl_gate
,stt2,page_0170,9,7,8,英,nhà,REVIEW,REVIEW,no_context,,,"[215, 1272, 328, 1397]",0.849415,nhà,0.849415,0.0365676,0.000223466,3,0,1,visual_syl_gate
,stt2,page_0170,9,13,14,滅,thành,REVIEW,REVIEW,no_context,,,"[206, 1881, 319, 2009]",0.986963,thành,0.986963,0.000392196,2.54136e-06,3,1,1,visual_syl_gate
,stt2,page_0172,3,1,1,盈,một,REVIEW,REVIEW,no_context,,,"[1126, 592, 1241, 725]",0.839826,một,0.839826,3.37384e-05,0.00132161,2,0,1,visual_syl_gate
,stt2,page_0172,5,18,18,尼,vua,REVIEW,REVIEW,no_context,,,"[826, 2295, 935, 2417]",0.851283,vua,0.851283,,0.000167369,2,0,1,visual_syl_gate
,stt2,page_0172,6,14,14,吮,hai,REVIEW,REVIEW,no_context,,,"[679, 1961, 783, 2091]",0.963394,hai,0.963394,0.000595695,1.83432e-05,2,1,1,visual_syl_gate
,stt2,page_0172,7,14,14,𠏉,thờ,REVIEW,REVIEW,no_context,,,"[522, 1995, 622, 2118]",0.925244,thờ,0.925244,0.00154512,2.44914e-05,2,1,1,visual_syl_gate
,stt2,page_0172,9,5,5,封,thì,REVIEW,REVIEW,no_context,,,"[217, 1016, 325, 1153]",0.86258,thì,0.86258,0.00149174,5.81722e-06,2,0,1,visual_syl_gate
,stt2,page_0172,9,12,12,吮,hai,REVIEW,REVIEW,no_context,,,"[207, 1807, 317, 1945]",0.983806,hai,0.983806,0.000271666,4.78512e-06,2,1,1,visual_syl_gate
,stt2,page_0174,1,15,15,巍,sau,REVIEW,REVIEW,no_context,,,"[1443, 1925, 1550, 2045]",0.953421,sau,0.953421,0.000178163,5.09373e-06,0,1,1,visual_syl_gate
,stt2,page_0174,2,12,12,臻,thờ,REVIEW,REVIEW,no_context,,,"[1291, 1629, 1398, 1747]",0.996451,thờ,0.996451,4.96528e-07,5.43366e-05,0,1,1,visual_syl_gate
,stt2,page_0176,2,8,8,仅,ấy,REVIEW,REVIEW,no_context,,,"[1284, 1325, 1391, 1455]",0.956043,ấy,0.956043,1.06162e-05,0.0115515,0,1,1,visual_syl_gate
,stt2,page_0176,4,5,5,祈,xem,REVIEW,REVIEW,no_context,,,"[970, 995, 1084, 1124]",0.923382,xem,0.923382,0.000685641,3.16943e-05,0,1,1,visual_syl_gate
,stt2,page_0176,6,13,13,刾,phán,REVIEW,REVIEW,no_context,,,"[661, 1867, 776, 2000]",0.947706,phán,0.947706,0.000267454,1.35254e-05,0,1,1,visual_syl_gate
,stt2,page_0176,7,5,5,咿,ra,REVIEW,REVIEW,no_context,,,"[513, 995, 623, 1125]",0.965455,ra,0.965455,8.26794e-06,7.8444e-05,0,1,1,visual_syl_gate
,stt2,page_0176,7,9,9,斕,thịt,REVIEW,REVIEW,no_context,,,"[516, 1400, 620, 1527]",0.917036,thịt,0.917036,8.41582e-05,4.32299e-06,0,1,1,visual_syl_gate
,stt2,page_0176,9,2,2,𥘎,lấy,REVIEW,REVIEW,no_context,,,"[199, 702, 318, 841]",0.95578,lấy,0.95578,7.9512e-06,2.68986e-05,0,1,1,visual_syl_gate
,stt2,page_0178,1,7,7,玄,hai,REVIEW,REVIEW,no_context,,,"[1430, 1201, 1531, 1329]",0.838494,hai,0.838494,2.43887e-07,0.000261259,4,0,1,visual_syl_gate
,stt2,page_0178,2,4,4,季,bụt,REVIEW,REVIEW,no_context,,,"[1288, 931, 1390, 1067]",0.813888,bụt,0.813888,1.0868e-05,4.8707e-05,4,0,1,visual_syl_gate
,stt2,page_0180,2,14,14,述,vua,REVIEW,REVIEW,no_context,,,"[1276, 1964, 1379, 2097]",0.95958,vua,0.95958,1.48548e-05,2.94803e-06,1,1,1,visual_syl_gate
,stt2,page_0180,5,3,3,庶,vì,REVIEW,REVIEW,no_context,,,"[810, 795, 925, 923]",0.992547,vì,0.992547,7.6466e-06,0.000330262,1,1,1,visual_syl_gate
,stt2,page_0180,5,16,16,数,đi,REVIEW,REVIEW,no_context,,,"[814, 2198, 925, 2330]",0.845793,đi,0.845793,,0.000117758,1,0,1,visual_syl_gate
,stt2,page_0182,2,15,15,合,lành,REVIEW,REVIEW,no_context,,,"[1283, 2161, 1389, 2296]",0.972403,lành,0.972403,6.7481e-06,3.56348e-05,3,1,1,visual_syl_gate
,stt2,page_0182,7,0,0,閃,mừng,REVIEW,REVIEW,no_context,,,"[537, 485, 642, 607]",0.84538,mừng,0.84538,,0.000278108,3,0,1,visual_syl_gate
,stt2,page_0182,7,11,11,曝,ngày,REVIEW,REVIEW,no_context,,,"[536, 1775, 645, 1917]",0.923326,ngày,0.923326,4.61149e-05,0.00107446,3,1,1,visual_syl_gate
,stt2,page_0182,8,2,4,㓕,thành,REVIEW,REVIEW,no_context,,,"[384, 692, 495, 826]",0.986504,thành,0.986504,5.55083e-06,6.15714e-05,3,1,1,visual_syl_gate
,stt2,page_0184,3,4,4,辞,sau,REVIEW,REVIEW,no_context,,,"[1169, 924, 1288, 1064]",0.951589,sau,0.951589,0.000403068,8.61539e-05,2,1,1,visual_syl_gate
,stt2,page_0184,6,9,9,吟,hai,REVIEW,REVIEW,no_context,,,"[716, 1368, 825, 1495]",0.982096,hai,0.982096,5.72704e-06,0.00440163,2,1,1,visual_syl_gate
,stt2,page_0184,7,0,0,迂,mươi,REVIEW,REVIEW,no_context,,,"[560, 590, 681, 721]",0.967313,mươi,0.967313,,2.80712e-07,2,1,1,visual_syl_gate
,stt2,page_0184,8,11,11,随,a,REVIEW,REVIEW,no_context,,,"[398, 1591, 505, 1716]",0.829434,a,0.829434,,1.39548e-05,2,0,1,visual_syl_gate
,stt2,page_0186,4,15,15,珏,đã,REVIEW,REVIEW,no_context,,,"[950, 2075, 1056, 2204]",0.992668,đã,0.992668,7.58709e-06,6.0964e-06,3,1,1,visual_syl_gate
,stt2,page_0186,8,13,13,混,con,REVIEW,REVIEW,no_context,,,"[328, 2046, 444, 2191]",0.845483,con,0.845483,7.66269e-05,,3,0,1,visual_syl_gate
,stt2,page_0186,9,5,5,神,lấy,REVIEW,REVIEW,no_context,,,"[175, 1065, 299, 1217]",0.833087,lấy,0.833087,0.00255744,5.69443e-05,3,0,1,visual_syl_gate
,stt2,page_0188,1,0,0,主,lại,REVIEW,REVIEW,no_context,,,"[1400, 484, 1510, 603]",0.907791,lại,0.907791,,1.79183e-05,0,1,1,visual_syl_gate
,stt2,page_0188,3,10,10,奴,lửa,REVIEW,REVIEW,no_context,,,"[1091, 1529, 1204, 1659]",0.94707,lửa,0.94707,3.12029e-05,0.000691019,0,1,1,visual_syl_gate
,stt2,page_0188,6,1,1,壽,toan,REVIEW,REVIEW,no_context,,,"[635, 572, 749, 709]",0.982725,toan,0.982725,5.21453e-06,2.77524e-05,0,1,1,visual_syl_gate
,stt2,page_0188,9,13,14,乖,một,REVIEW,REVIEW,no_context,,,"[165, 1977, 269, 2106]",0.951677,một,0.951677,2.39241e-05,8.3805e-07,0,1,1,visual_syl_gate
,stt2,page_0190,3,13,13,玲,cầm,REVIEW,REVIEW,no_context,,,"[1133, 1856, 1237, 1985]",0.87595,cầm,0.87595,6.92266e-05,,2,0,1,visual_syl_gate
,stt2,page_0190,9,13,13,百,a,REVIEW,REVIEW,no_context,,,"[192, 2008, 310, 2152]",0.965396,a,0.965396,,2.69958e-07,2,1,1,visual_syl_gate
,stt2,page_0192,1,8,8,死,đã,REVIEW,REVIEW,no_context,,,"[1408, 1342, 1512, 1474]",0.882874,đã,0.882874,5.56252e-05,5.39138e-05,3,0,1,visual_syl_gate
,stt2,page_0192,6,15,15,𭔱,một,REVIEW,REVIEW,no_context,,,"[641, 2088, 747, 2214]",0.963277,một,0.963277,0.0036777,2.35532e-05,3,1,1,visual_syl_gate
,stt2,page_0194,1,8,8,涯,nước,REVIEW,REVIEW,no_context,,,"[1392, 1287, 1498, 1413]",0.988267,nước,0.988267,,3.27003e-05,1,1,1,visual_syl_gate
,stt2,page_0194,2,4,4,星,làm,REVIEW,REVIEW,no_context,,,"[1251, 895, 1360, 1020]",0.95409,làm,0.95409,0.000312686,,1,1,1,visual_syl_gate
,stt2,page_0194,2,7,8,𭺛,đem,REVIEW,REVIEW,no_context,,,"[1253, 1298, 1357, 1423]",0.967047,đem,0.967047,6.0964e-06,9.38852e-05,1,1,1,visual_syl_gate
,stt2,page_0194,4,17,17,𡚱,bà,REVIEW,REVIEW,no_context,,,"[936, 2396, 1045, 2510]",0.942371,bà,0.942371,2.35532e-05,,1,1,1,visual_syl_gate
,stt2,page_0194,7,14,14,粛,thì,REVIEW,REVIEW,no_context,,,"[489, 2146, 601, 2291]",0.808738,thì,0.808738,0.000200314,9.99403e-05,1,0,1,visual_syl_gate
,stt2,page_0194,9,3,3,淨,phải,REVIEW,REVIEW,no_context,,,"[179, 801, 299, 946]",0.899903,phải,0.899903,0.000172681,,1,0,1,visual_syl_gate
,stt2,page_0196,3,4,4,陣,phô,REVIEW,REVIEW,no_context,,,"[1108, 1026, 1226, 1164]",0.988802,phô,0.988802,5.65862e-08,9.00989e-06,4,1,1,visual_syl_gate
,stt2,page_0196,6,3,3,将,là,REVIEW,REVIEW,no_context,,,"[651, 814, 760, 954]",0.992555,là,0.992555,,5.59437e-06,4,1,1,visual_syl_gate
,stt2,page_0196,7,2,2,飛,là,REVIEW,REVIEW,no_context,,,"[506, 700, 611, 831]",0.978118,là,0.978118,0.000226985,0.000368434,4,1,1,visual_syl_gate
,stt2,page_0196,7,10,10,際,thờ,REVIEW,REVIEW,no_context,,,"[504, 1560, 607, 1691]",0.886762,thờ,0.886762,0.000172681,0.000511519,4,0,1,visual_syl_gate
,stt2,page_0196,8,5,5,𠗆,đá,REVIEW,REVIEW,no_context,,,"[351, 1008, 461, 1140]",0.921187,đá,0.921187,6.7481e-06,,4,1,1,visual_syl_gate
,stt2,page_0198,1,12,11,君,này,REVIEW,REVIEW,low_posterior,,,"[1406, 1659, 1518, 1777]",0.939987,này,0.939987,0.000724181,0.000442683,0,1,1,visual_syl_gate
,stt2,page_0198,2,12,12,𭁡,một,REVIEW,REVIEW,no_context,,,"[1258, 1827, 1367, 1969]",0.99246,một,0.99246,7.35366e-06,3.93613e-06,0,1,1,visual_syl_gate
,stt2,page_0198,4,3,3,和,bắt,REVIEW,REVIEW,no_context,,,"[961, 787, 1066, 926]",0.841982,bắt,0.841982,0.00113486,0.000374236,0,0,1,visual_syl_gate
,stt2,page_0198,7,16,16,乗,sống,REVIEW,REVIEW,no_context,,,"[516, 2141, 621, 2276]",0.829535,sống,0.829535,6.40242e-05,2.07856e-05,0,0,1,visual_syl_gate
,stt2,page_0200,1,19,19,禎,áo,REVIEW,REVIEW,no_context,,,"[1430, 2404, 1543, 2516]",0.80716,áo,0.80716,3.14476e-05,,2,0,1,visual_syl_gate
,stt2,page_0200,2,16,16,箸,xuống,REVIEW,REVIEW,no_context,,,"[1264, 2079, 1372, 2205]",0.993407,xuống,0.993407,6.38897e-06,1.16597e-05,2,1,1,visual_syl_gate
,stt2,page_0200,3,13,13,本,sao,REVIEW,REVIEW,no_context,,,"[1104, 1782, 1214, 1911]",0.988629,sao,0.988629,3.48093e-05,7.33821e-07,2,1,1,visual_syl_gate
,stt2,page_0200,7,8,8,和,bắt,REVIEW,REVIEW,no_context,,,"[497, 1319, 590, 1442]",0.925696,bắt,0.925696,0.000352938,,2,1,1,visual_syl_gate
,stt2,page_0200,7,13,13,署,ra,REVIEW,REVIEW,no_context,,,"[484, 1857, 585, 1986]",0.877662,ra,0.877662,0.00018526,1.07834e-05,2,0,1,visual_syl_gate
,stt2,page_0200,9,14,14,尋,sau,REVIEW,REVIEW,no_context,,,"[206, 1973, 310, 2105]",0.898585,sau,0.898585,7.66269e-05,1.7367e-05,2,0,1,visual_syl_gate
,stt2,page_0202,7,8,8,塲,xuống,REVIEW,REVIEW,no_context,,,"[553, 1396, 665, 1532]",0.810913,xuống,0.810913,4.8328e-05,0.000191141,3,0,1,visual_syl_gate
,stt2,page_0202,9,9,12,番,tao,REVIEW,REVIEW,no_context,,,"[244, 1624, 383, 1776]",0.933127,tao,0.933127,0.000361307,5.2255e-05,3,1,1,visual_syl_gate
,stt2,page_0204,1,4,4,賁,thì,REVIEW,REVIEW,no_context,,,"[1437, 944, 1548, 1088]",0.904363,thì,0.904363,8.87021e-06,1.96794e-05,0,1,1,visual_syl_gate
,stt2,page_0204,3,6,6,首,mới,REVIEW,REVIEW,no_context,,,"[1128, 1138, 1241, 1275]",0.862475,mới,0.862475,0.000449654,0.000113247,0,0,1,visual_syl_gate
,stt2,page_0204,7,8,8,𣁽,lên,REVIEW,REVIEW,no_context,,,"[538, 1345, 642, 1475]",0.885735,lên,0.885735,0.00156945,8.78269e-07,0,0,1,visual_syl_gate
,stt2,page_0204,8,2,2,每,vô,REVIEW,REVIEW,no_context,,,"[388, 723, 500, 861]",0.883575,vô,0.883575,5.71501e-07,1.93743e-05,0,0,1,visual_syl_gate
,stt2,page_0204,9,3,3,瑟,thánh,REVIEW,REVIEW,no_context,,,"[234, 971, 349, 1104]",0.950023,thánh,0.950023,0.0205928,1.54465e-05,0,1,1,visual_syl_gate
,stt2,page_0206,1,0,0,兌,ông,REVIEW,REVIEW,no_context,,,"[1442, 487, 1550, 604]",0.981167,ông,0.981167,,0.000904786,2,1,1,visual_syl_gate
,stt2,page_0206,1,4,4,醉,ong,REVIEW,REVIEW,no_context,,,"[1434, 910, 1543, 1048]",0.848068,ong,0.848068,2.27806e-06,0.000131369,2,0,1,visual_syl_gate
,stt2,page_0206,2,1,1,师,cha,REVIEW,REVIEW,no_context,,,"[1286, 592, 1395, 727]",0.864372,cha,0.864372,7.8444e-05,0.00148013,2,0,1,visual_syl_gate
,stt2,page_0206,6,13,13,鼐,ong,REVIEW,REVIEW,no_context,,,"[682, 1877, 790, 2009]",0.803621,ong,0.803621,9.89543e-06,0.000101514,2,0,1,visual_syl_gate
,stt2,page_0208,4,0,0,加,kẻ,REVIEW,REVIEW,no_context,,,"[1000, 501, 1111, 617]",0.800097,kẻ,0.800097,,0.0130896,0,0,1,visual_syl_gate
,stt2,page_0208,4,19,19,哨,xin,REVIEW,REVIEW,no_context,,,"[991, 2402, 1100, 2515]",0.89886,xin,0.89886,4.64766e-05,,0,0,1,visual_syl_gate
,stt2,page_0208,7,1,1,紱,ghét,REVIEW,REVIEW,no_context,,,"[550, 601, 657, 728]",0.873601,ghét,0.873601,1.55677e-05,2.30076e-05,0,0,1,visual_syl_gate
,stt2,page_0210,5,9,9,瓦,thành,REVIEW,REVIEW,no_context,,,"[852, 1384, 958, 1507]",0.874348,thành,0.874348,0.000135539,5.10445e-05,1,0,1,visual_syl_gate
,stt2,page_0212,2,6,6,静,sau,REVIEW,REVIEW,no_context,,,"[1297, 1114, 1402, 1246]",0.801368,sau,0.801368,0.0056518,0.000378647,2,0,1,visual_syl_gate
,stt2,page_0212,3,0,0,耋,đàng,REVIEW,REVIEW,no_context,,,"[1135, 475, 1249, 598]",0.928695,đàng,0.928695,,3.58389e-06,2,1,1,visual_syl_gate
,stt2,page_0212,4,0,0,还,mươi,REVIEW,REVIEW,no_context,,,"[973, 674, 1091, 799]",0.944991,mươi,0.944991,,,2,1,1,visual_syl_gate
,stt2,page_0212,8,6,6,臻,thờ,REVIEW,REVIEW,no_context,,,"[384, 1077, 491, 1199]",0.921524,thờ,0.921524,1.60281e-06,0.000257208,2,1,1,visual_syl_gate
,stt2,page_0212,9,6,6,兹,đi,REVIEW,REVIEW,no_context,,,"[227, 1077, 332, 1198]",0.859742,đi,0.859742,1.2706e-05,0.000156005,2,0,1,visual_syl_gate
,stt2,page_0214,1,8,8,缶,đức,REVIEW,REVIEW,no_context,,,"[1458, 1229, 1563, 1345]",0.902102,đức,0.902102,0.000170004,0.00835282,1,1,1,visual_syl_gate
,stt2,page_0214,1,18,18,唐,vì,REVIEW,REVIEW,no_context,,,"[1445, 2168, 1552, 2287]",0.994351,vì,0.994351,1.70978e-05,0.000546641,1,1,1,visual_syl_gate
,stt2,page_0214,3,12,12,睡,sống,REVIEW,REVIEW,no_context,,,"[1157, 1681, 1264, 1802]",0.853051,sống,0.853051,7.96794e-05,0.000454955,1,0,1,visual_syl_gate
,stt2,page_0214,4,10,10,𫝇,mình,REVIEW,REVIEW,no_context,,,"[1009, 1419, 1117, 1534]",0.811111,mình,0.811111,0.000118682,0.000138753,1,0,1,visual_syl_gate
,stt2,page_0214,4,19,19,悸,sợ,REVIEW,REVIEW,no_context,,,"[1013, 2244, 1114, 2362]",0.857646,sợ,0.857646,2.75365e-05,6.28992e-06,1,0,1,visual_syl_gate
,stt2,page_0214,7,5,9,屐,nước,REVIEW,REVIEW,no_context,,,"[557, 972, 659, 1092]",0.929546,nước,0.929546,0.000265373,0.00230144,1,1,1,visual_syl_gate
,stt2,page_0214,7,15,19,稌,thờ,REVIEW,REVIEW,no_context,,,"[554, 1956, 661, 2075]",0.997779,thờ,0.997779,5.38005e-06,3.72665e-06,1,1,1,visual_syl_gate
,stt2,page_0214,8,11,11,刄,vua,REVIEW,REVIEW,no_context,,,"[394, 1523, 503, 1642]",0.871683,vua,0.871683,0.000704648,1.2509e-05,1,0,1,visual_syl_gate
,stt2,page_0214,8,12,12,𢧐,dạy,REVIEW,REVIEW,no_context,,,"[394, 1618, 503, 1736]",0.818671,dạy,0.818671,0.00377965,4.9089e-05,1,0,1,visual_syl_gate
,stt2,page_0214,9,4,4,昂,con,REVIEW,REVIEW,no_context,,,"[247, 875, 351, 997]",0.967283,con,0.967283,0.000197208,0.000880381,1,1,1,visual_syl_gate
,stt2,page_0216,2,12,12,祖,lấy,REVIEW,REVIEW,no_context,,,"[1310, 1755, 1415, 1886]",0.891756,lấy,0.891756,2.66892e-05,,1,0,1,visual_syl_gate
,stt2,page_0216,4,2,2,惡,một,REVIEW,REVIEW,no_context,,,"[1021, 691, 1127, 822]",0.861002,một,0.861002,1.93743e-05,1.54465e-05,1,0,1,visual_syl_gate
,stt2,page_0216,4,7,7,姻,vua,REVIEW,REVIEW,no_context,,,"[1022, 1213, 1127, 1344]",0.947243,vua,0.947243,0.000167369,5.21453e-06,1,1,1,visual_syl_gate
,stt2,page_0216,5,7,7,升,chết,REVIEW,REVIEW,no_context,,,"[862, 1223, 972, 1356]",0.910177,chết,0.910177,0.000106386,0.000919034,1,1,1,visual_syl_gate
,stt2,page_0216,9,12,12,奔,một,REVIEW,REVIEW,no_context,,,"[250, 1673, 354, 1797]",0.991008,một,0.991008,1.72319e-05,6.94768e-07,1,1,1,visual_syl_gate
,stt2,page_0218,1,6,6,宴,xin,REVIEW,REVIEW,no_context,,,"[1455, 1106, 1564, 1234]",0.812697,xin,0.812697,0.000346111,0.000241625,4,0,1,visual_syl_gate
,stt2,page_0218,3,1,1,峯,và,REVIEW,REVIEW,no_context,,,"[1155, 595, 1263, 718]",0.982441,và,0.982441,6.64348e-06,1.01301e-05,4,1,1,visual_syl_gate
,stt2,page_0218,3,3,3,医,nước,REVIEW,REVIEW,no_context,,,"[1146, 801, 1261, 937]",0.909178,nước,0.909178,0.000289187,0.00054878,4,1,1,visual_syl_gate
,stt2,page_0218,4,4,4,㕣,phần,REVIEW,REVIEW,no_context,,,"[994, 900, 1104, 1029]",0.915023,phần,0.915023,6.97696e-05,0.00440163,4,1,1,visual_syl_gate
,stt2,page_0218,8,0,0,吮,hai,REVIEW,REVIEW,no_context,,,"[387, 624, 503, 752]",0.849829,hai,0.849829,,,4,0,1,visual_syl_gate
,stt2,page_0218,9,13,14,孙,sa,REVIEW,REVIEW,no_context,,,"[230, 1898, 336, 2020]",0.834308,sa,0.834308,,0.000150028,4,0,1,visual_syl_gate
,stt2,page_0220,3,2,2,夏,xin,REVIEW,REVIEW,no_context,,,"[1116, 680, 1225, 809]",0.957591,xin,0.957591,0.000236027,1.35254e-05,3,1,1,visual_syl_gate
,stt2,page_0220,5,7,7,葬,sau,REVIEW,REVIEW,no_context,,,"[813, 1192, 915, 1317]",0.954964,sau,0.954964,0.000430743,0.000101514,3,1,1,visual_syl_gate
,stt2,page_0220,5,10,10,難,trước,REVIEW,REVIEW,no_context,,,"[810, 1489, 916, 1615]",0.819871,trước,0.819871,2.40611e-06,4.53999e-05,3,0,1,visual_syl_gate
,stt2,page_0220,7,4,4,停,giữ,REVIEW,REVIEW,no_context,,,"[517, 876, 615, 998]",0.895793,giữ,0.895793,0.000798471,0.00155723,3,0,1,visual_syl_gate
,stt2,page_0220,7,12,13,耳,nên,REVIEW,REVIEW,no_context,,,"[505, 1679, 606, 1803]",0.962337,nên,0.962337,,2.42498e-06,3,1,1,visual_syl_gate
,stt2,page_0220,7,14,15,帝,le,REVIEW,REVIEW,no_context,,,"[505, 1879, 606, 2004]",0.890613,le,0.890613,0.0155443,7.08683e-05,3,0,1,visual_syl_gate
,stt2,page_0220,8,12,12,郎,sa,REVIEW,REVIEW,no_context,,,"[356, 1777, 458, 1897]",0.859637,sa,0.859637,0.00018526,0.00155723,3,0,1,visual_syl_gate
,stt2,page_0222,7,4,4,望,thầy,REVIEW,REVIEW,no_context,,,"[504, 896, 606, 1026]",0.804111,thầy,0.804111,5.92127e-05,0.00252764,2,0,1,visual_syl_gate
,stt2,page_0222,7,18,18,佯,còn,REVIEW,REVIEW,no_context,,,"[506, 2409, 608, 2528]",0.927336,còn,0.927336,2.11129e-05,,2,1,1,visual_syl_gate
,stt2,page_0224,2,11,11,尋,sau,REVIEW,REVIEW,no_context,,,"[1307, 1604, 1413, 1730]",0.856495,sau,0.856495,0.000332852,0.00050556,4,0,1,visual_syl_gate
,stt2,page_0224,6,7,9,庤,vì,REVIEW,REVIEW,no_context,,,"[699, 1347, 805, 1475]",0.981991,vì,0.981991,6.20543e-05,0.00153909,4,1,1,visual_syl_gate
,stt2,page_0224,8,19,19,楚,sau,REVIEW,REVIEW,no_context,,,"[401, 2394, 506, 2504]",0.990932,sau,0.990932,0.000164774,,4,1,1,visual_syl_gate
,stt2,page_0224,9,6,6,雄,càng,REVIEW,REVIEW,no_context,,,"[248, 1105, 355, 1230]",0.868497,càng,0.868497,0.00276525,3.76379e-05,4,0,1,visual_syl_gate
,stt2,page_0226,5,6,6,浄,phải,REVIEW,REVIEW,no_context,,,"[864, 1036, 964, 1152]",0.910788,phải,0.910788,0.000255207,1.88461e-07,3,1,1,visual_syl_gate
,stt2,page_0226,7,19,20,㽞,là,REVIEW,REVIEW,no_context,,,"[564, 2320, 667, 2437]",0.923551,là,0.923551,0.0212051,1.02095e-05,3,1,1,visual_syl_gate
,stt2,page_0226,8,15,17,偈,mình,REVIEW,REVIEW,no_context,,,"[421, 1904, 527, 2018]",0.969145,mình,0.969145,5.16308e-07,7.35366e-06,3,1,1,visual_syl_gate
,stt2,page_0226,9,8,8,逢,lên,REVIEW,REVIEW,no_context,,,"[271, 1227, 379, 1349]",0.921637,lên,0.921637,0.000109763,0.000110624,3,1,1,visual_syl_gate
,stt2,page_0228,5,6,5,𨳩,dòng,REVIEW,REVIEW,no_context,,,"[838, 1086, 956, 1207]",0.831461,dòng,0.831461,2.66332e-06,8.80118e-06,1,0,1,visual_syl_gate
,stt2,page_0228,7,1,1,云,nước,REVIEW,REVIEW,no_context,,,"[543, 572, 651, 692]",0.960664,nước,0.960664,4.61149e-05,6.15714e-05,1,1,1,visual_syl_gate
,stt2,page_0230,6,12,12,軻,vua,REVIEW,REVIEW,no_context,,,"[706, 1558, 809, 1675]",0.813888,vua,0.813888,0.000993713,4.53999e-05,4,0,1,visual_syl_gate
,stt2,page_0230,7,19,19,取,ấy,REVIEW,REVIEW,no_context,,,"[557, 2261, 661, 2372]",0.890559,ấy,0.890559,0.00711669,9.22356e-06,4,0,1,visual_syl_gate
,stt2,page_0230,8,11,11,萹,giảng,REVIEW,REVIEW,no_context,,,"[418, 1495, 525, 1611]",0.932956,giảng,0.932956,3.59143e-05,8.53039e-06,4,1,1,visual_syl_gate
,stt2,page_0230,8,20,20,疽,nghe,REVIEW,REVIEW,no_context,,,"[419, 2343, 522, 2456]",0.937752,nghe,0.937752,1.17511e-05,6.7481e-06,4,1,1,visual_syl_gate
,stt2,page_0232,2,8,8,衝,về,REVIEW,REVIEW,no_context,,,"[1321, 1258, 1426, 1384]",0.938439,về,0.938439,4.9089e-05,0.000166066,0,1,1,visual_syl_gate
