ヌ	U+30CC
𡨧	U+21A27
𡨸	U+21A38
𡨹	U+21A39
𡨺	U+21A3A
𡪀	U+21A80
𡪏	U+21A8F
𡪲	U+21AB2
𡬈	U+21B08
𡭼	U+21B7C
𡮁	U+21B81
𡮠	U+21BA0
𡮷	U+21BB7
𡮺	U+21BBA
𡰱	U+21C31
𡰻	U+21C3B
𡱟	U+21C5F
𡱯	U+21C6F
𡱶	U+21C76
𡲌	U+21C8C
𡳎	U+21CCE
𡳿	U+21CFF
𡴡	U+21D21
𡴩	U+21D29
𡴬	U+21D2C
𡵭	U+21D6D
𡶀	U+21D80
𡸏	U+21E0F
𡸝	U+21E1D
𡽒	U+21F52
𡽬	U+21F6C
𡾍	U+21F8D
𡾷	U+21FB7
𡿵	U+21FF5
𢀛	U+2201B
𢀯	U+2202F
𢀰	U+22030
𢁨	U+22068
𢂜	U+2209C
𢃄	U+220C4
𢃊	U+220CA
𢄘	U+22118
𢄝	U+2211D
𢆥	U+221A5
𢇢	U+221E2
𢇼	U+221FC
𢈈	U+22208
𢈱	U+22231
𢈺	U+2223A
𢊣	U+222A3
𢊬	U+222AC
𢊸	U+222B8
𢋏	U+222CF
𢋕	U+222D5
𢋨	U+222E8
𢋴	U+222F4
𢌅	U+22305
𢌬	U+2232C
𢌮	U+2232E
𢌱	U+22331
𢍺	U+2237A
𢑳	U+22473
𢑽	U+2247D
𢒏	U+2248F
𢒕	U+22495
𢓑	U+224D1
𢔙	U+22519
𢔨	U+22528
𢔶	U+22536
𢗆	U+225C6
𢗼	U+225FC
𢘩	U+22629
𢘽	U+2263D
𢙇	U+22647
𢙱	U+22671
𢚴	U+226B4
𢚸	U+226B8
𢛀	U+226C0
𢛐	U+226D0
𢛩	U+226E9
𢛳	U+226F3
𢜏	U+2270F
𢜖	U+22716
𢜝	U+2271D
𢜠	U+22720
𢜨	U+22728
𢝙	U+22759
𢝾	U+2277E
𢞂	U+22782
𢟚	U+227DA
𢟬	U+227EC
𢠀	U+22800
𢠢	U+22822
𢠩	U+22829
𢠿	U+2283F
𢡃	U+22843
𢢈	U+22888
𢢊	U+2288A
𢢙	U+22899
𢢲	U+228B2
𢣕	U+228D5
𢤊	U+2290A
𢤞	U+2291E
𢥈	U+22948
𢥷	U+22977
𢦩	U+229A9
𢧚	U+229DA
𢧩	U+229E9
𢧾	U+229FE
𢨙	U+22A19
𢩮	U+22A6E
𢩵	U+22A75
𢪀	U+22A80
𢪄	U+22A84
𢪏	U+22A8F
𢪗	U+22A97
𢪙	U+22A99
𢪚	U+22A9A
𢪛	U+22A9B
𢪨	U+22AA8
𢪯	U+22AAF
𢪷	U+22AB7
𢫖	U+22AD6
𢫙	U+22AD9
𢫝	U+22ADD
𢫟	U+22ADF
𢫠	U+22AE0
𢫡	U+22AE1
𢫶	U+22AF6
𢬗	U+22B17
𢬣	U+22B23
𢬦	U+22B26
𢬪	U+22B2A
𢭊	U+22B4A
𢭌	U+22B4C
𢭠	U+22B60
𢭮	U+22B6E
𢭽	U+22B7D
𢮠	U+22BA0
𢮪	U+22BAA
𢯓	U+22BD3
𢯜	U+22BDC
𢯝	U+22BDD
𢯠	U+22BE0
𢰓	U+22C13
𢰛	U+22C1B
𢰺	U+22C3A
𢱪	U+22C6A
𢱭	U+22C6D
𢲠	U+22CA0
𢲫	U+22CAB
𢳀	U+22CC0
𢳎	U+22CCE
𢳘	U+22CD8
𢴘	U+22D18
𢴠	U+22D20
𢴩	U+22D29
𢴽	U+22D3D
𢴾	U+22D3E
𢵉	U+22D49
𢵼	U+22D7C
𢶢	U+22DA2
𢷏	U+22DCF
𢷼	U+22DFC
𢸞	U+22E1E
𢸮	U+22E2E
𢹊	U+22E4A
𢺌	U+22E8C
𢺶	U+22EB6
𢻅	U+22EC5
𢻬	U+22EEC
𢻰	U+22EF0
𢻲	U+22EF2
𢻼	U+22EFC
𢼈	U+22F08
𢼹	U+22F39
𢽼	U+22F7C
𣀟	U+2301F
𣂊	U+2308A
𣂢	U+230A2
𣄒	U+23112
𣅂	U+23142
𣅗	U+23157
𣅘	U+23158
𣅢	U+23162
𣆠	U+231A0
𣇱	U+231F1
𣇶	U+231F6
𣈔	U+23214
𣈗	U+23217
𣈘	U+23218
𣈙	U+23219
𣈜	U+2321C
𣊋	U+2328B
𣋐	U+232D0
𣋥	U+232E5
𣌆	U+23306
𣍁	U+23341
𣍊	U+2334A
𣍕	U+23355
𣍪	U+2336A
𣎀	U+23380
𣎏	U+2338F
𣏃	U+233C3
𣒵	U+234B5
𣓌	U+234CC
𣕗	U+23557
𣖎	U+2358E
𣖚	U+2359A
𣖡	U+235A1
𣗓	U+235D3
𣛗	U+236D7
𣜦	U+23726
𣜵	U+23735
𣜾	U+2373E
𣝁	U+23741
𣞚	U+2379A
𣟎	U+237CE
𣠕	U+23815
𣡝	U+2385D
𣣔	U+238D4
𣥧	U+23967
𣦁	U+23981
𣦂	U+23982
𣦍	U+2398D
𣦜	U+2399C
𣧳	U+239F3
𣨛	U+23A1B
𣩂	U+23A42
𣪉	U+23A89
𣭒	U+23B52
𣭙	U+23B59
𣮮	U+23BAE
𣱏	U+23C4F
𣲔	U+23C94
𣳮	U+23CEE
𣴙	U+23D19
𣴡	U+23D21
𣵌	U+23D4C
𣵽	U+23D7D
𣷠	U+23DE0
𣸜	U+23E1C
𣹓	U+23E53
𣹞	U+23E5E
𣹤	U+23E64
𣺱	U+23EB1
𣻉	U+23EC9
𣻕	U+23ED5
𣼺	U+23F3A
𣽊	U+23F4A
𣽦	U+23F66
𤀞	U+2401E
𤇧	U+241E7
𤈪	U+2422A
𤈫	U+2422B
𤉖	U+24256
𤉜	U+2425C
𤊠	U+242A0
𤊧	U+242A7
𤋬	U+242EC
𤎑	U+24391
𤎔	U+24394
𤎷	U+243B7
𤏣	U+243E3
𤏤	U+243E4
𤏨	U+243E8
𤐦	U+24426
𤓮	U+244EE
𤔇	U+24507
𤔑	U+24511
𤔯	U+2452F
𤔽	U+2453D
𤕉	U+24549
𤕘	U+24558
𤕝	U+2455D
𤖹	U+245B9
𤗽	U+245FD
𤘁	U+24601
𤘴	U+24634
𤙫	U+2466B
𤙭	U+2466D
𤙰	U+24670
𤛀	U+246C0
𤝊	U+2474A
𤝰	U+24770
𤞖	U+24796
𤞨	U+247A8
𤟂	U+247C2
𤡁	U+24841
𤡌	U+2484C
𤢗	U+24897
𤢿	U+248BF
𤤰	U+24930
𤥭	U+2496D
𤦨	U+249A8
𤪈	U+24A88
𤬟	U+24B1F
𤬡	U+24B21
𤬢	U+24B22
𤭚	U+24B5A
𤭢	U+24B62
𤯑	U+24BD1
𤰞	U+24C1E
𤱲	U+24C72
𤲂	U+24C82
𤲼	U+24CBC
𤶢	U+24DA2
𤹙	U+24E59
𤻒	U+24ED2
𤽗	U+24F57
𤾆	U+24F86
𤾇	U+24F87
𤾐	U+24F90
𥁞	U+2505E
𥃝	U+250DD
𥃞	U+250DE
𥅉	U+25149
𥅕	U+25155
𥅦	U+25166
𥅮	U+2516E
𥅶	U+25176
𥆺	U+251BA
𥇮	U+251EE
𥊴	U+252B4
𥊽	U+252BD
𥋸	U+252F8
𥏛	U+253DB
𥏹	U+253F9
𥐍	U+2540D
𥐏	U+2540F
𥑂	U+25442
𥑠	U+25460
𥑴	U+25474
𥒥	U+254A5
𥓓	U+254D3
𥗉	U+255C9
𥗬	U+255EC
𥘆	U+25606
𥘉	U+25609
𥘋	U+2560B
𥘨	U+25628
𥙩	U+25669
𥙷	U+25677
𥛉	U+256C9
𥛗	U+256D7
𥜨	U+25728
𥜪	U+2572A
𥝏	U+2574F
𥞞	U+2579E
𥞵	U+257B5
𥟖	U+257D6
𥟵	U+257F5
𥠻	U+2583B
𥡓	U+25853
𥡗	U+25857
𥡚	U+2585A
𥡞	U+2585E
𥡳	U+25873
𥡴	U+25874
𥢀	U+25880
𥦽	U+259BD
𥩍	U+25A4D
𥩰	U+25A70
𥩳	U+25A73
𥪞	U+25A9E
𥪺	U+25ABA
𥫃	U+25AC3
𥫟	U+25ADF
𥫭	U+25AED
𥮏	U+25B8F
𥮧	U+25BA7
𥯨	U+25BE8
𥱱	U+25C71
𥶝	U+25D9D
𥷃	U+25DC3
𥸨	U+25E28
𥸷	U+25E37
𥹙	U+25E59
𥹠	U+25E60
𥺊	U+25E8A
𥺔	U+25E94
𥻡	U+25EE1
𥽌	U+25F4C
𥾾	U+25FBE
𥿗	U+25FD7
𥿮	U+25FEE
𦀂	U+26002
𦀗	U+26017
𦀾	U+2603E
𦁋	U+2604B
𦁓	U+26053
𦁹	U+26079
𦂿	U+260BF
𦃎	U+260CE
𦃯	U+260EF
𦄃	U+26103
𦄎	U+2610E
𦄓	U+26113
𦄾	U+2613E
𦇒	U+261D2
𦇔	U+261D4
𦉼	U+2627C
𦊚	U+2629A
𦊛	U+2629B
𦋛	U+262DB
𦋝	U+262DD
𦋦	U+262E6
𦋻	U+262FB
𦌋	U+2630B
𦌴	U+26334
𦍌	U+2634C
𦒒	U+26492
𦓡	U+264E1
𦚭	U+266AD
𦚽	U+266BD
𦛅	U+266C5
𦛌	U+266CC
𦛞	U+266DE
𦜽	U+2673D
𦝬	U+2676C
𦝹	U+26779
𦞴	U+267B4
𦟩	U+267E9
𦢄	U+26884
𦣗	U+268D7
𦤖	U+26916
𦤾	U+2693E
𦥃	U+26943
𦥙	U+26959
𦥮	U+2696E
𦧘	U+269D8
𦨜	U+26A1C
𦬹	U+26B39
𦯔	U+26BD4
𦯧	U+26BE7
𦯲	U+26BF2
𦰚	U+26C1A
𦰡	U+26C21
𦰦	U+26C26
𦱹	U+26C79
𦲬	U+26CAC
𦲿	U+26CBF
𦴙	U+26D19
𦶫	U+26DAB
𦹁	U+26E41
𦹺	U+26E7A
𦺙	U+26E99
𦼌	U+26F0C
𦾣	U+26FA3
𧀟	U+2701F
𧁷	U+27077
𧁹	U+27079
𧅫	U+2716B
𧅭	U+2716D
𧉚	U+2725A
𧉳	U+27273
𧊩	U+272A9
𧋴	U+272F4
𧍉	U+27349
𧒒	U+27492
𧒿	U+274BF
𧓶	U+274F6
𧔧	U+27527
𧗁	U+275C1
𧘇	U+27607
𧝎	U+2774E
𧟡	U+277E1
𧠔	U+27814
𧠭	U+2782D
𧠷	U+27837
𧡊	U+2784A
𧤥	U+27925
𧨣	U+27A23
𧨻	U+27A3B
𧪸	U+27AB8
𧪿	U+27ABF
𧭷	U+27B77
𧲟	U+27C9F
𧴫	U+27D2B
𧵑	U+27D51
𧵪	U+27D6A
𧵽	U+27D7D
𧶔	U+27D94
𧶮	U+27DAE
𧶱	U+27DB1
𧸒	U+27E12
𧹱	U+27E71
𧹹	U+27E79
𧻫	U+27EEB
𧻬	U+27EEC
𧼜	U+27F1C
𧾶	U+27FB6
𨀍	U+2800D
𨀑	U+28011
𨀕	U+28015
𨃐	U+280D0
𨃘	U+280D8
𨄞	U+2811E
𨅮	U+2816E
𨈔	U+28214
𨈠	U+28220
𨈦	U+28226
𨈨	U+28228
𨉓	U+28253
𨉚	U+2825A
𨉟	U+2825F
𨉥	U+28265
𨉦	U+28266
𨊍	U+2828D
𨊗	U+28297
𨍦	U+28366
𨎟	U+2839F
𨎠	U+283A0
𨏖	U+283D6
𨑑	U+28451
𨑜	U+2845C
𨑴	U+28474
𨑻	U+2847B
𨒣	U+284A3
𨒵	U+284B5
𨓺	U+284FA
𨔍	U+2850D
𨖼	U+285BC
𨗌	U+285CC
𨗤	U+285E4
𨙛	U+2865B
𨙻	U+2867B
𨛫	U+286EB
𨝟	U+2875F
𨠁	U+28801
𨢇	U+28887
𨤔	U+28914
𨤣	U+28923
𨨅	U+28A05
𨨦	U+28A26
𨮎	U+28B8E
𨱤	U+28C64
𨴽	U+28D3D
𨷯	U+28DEF
𨾍	U+28F8D
𨾫	U+28FAB
𩀌	U+2900C
𩂣	U+290A3
𩄑	U+29111
𩄒	U+29112
𩄓	U+29113
𩇿	U+291FF
𩈘	U+29218
𩑼	U+2947C
𩔚	U+2951A
𩛖	U+296D6
𩛘	U+296D8
𩠜	U+2981C
𩠥	U+29825
𩠦	U+29826
𩠨	U+29828
𩣑	U+298D1
𩪆	U+29A86
𩬌	U+29B0C
𩭋	U+29B4B
𩭵	U+29B75
𩯹	U+29BF9
𩲚	U+29C9A
𩵽	U+29D7D
𩵾	U+29D7E
𩺁	U+29E81
𩼁	U+29F01
𩽬	U+29F6C
𩽾	U+29F7E
𩾢	U+29FA2
𩿙	U+29FD9
𪂔	U+2A094
𪅆	U+2A146
𪅨	U+2A168
𪏭	U+2A3ED
𪘵	U+2A635
𪚾	U+2A6BE
𪜀	U+2A700
𪝬	U+2A76C
𪝮	U+2A76E
𪞅	U+2A785
𪞷	U+2A7B7
𪠞	U+2A81E
𪡔	U+2A854
𪡗	U+2A857
𪢣	U+2A8A3
𪣽	U+2A8FD
𪥘	U+2A958
𪦲	U+2A9B2
𪧍	U+2A9CD
𪧸	U+2A9F8
𪪀	U+2AA80
𪪳	U+2AAB3
𪫵	U+2AAF5
𪬡	U+2AB21
𪬫	U+2AB2B
𪭮	U+2AB6E
𪮏	U+2AB8F
𪮒	U+2AB92
𪰬	U+2AC2C
𪱜	U+2AC5C
𪵟	U+2AD5F
𪵯	U+2AD6F
𪺿	U+2AEBF
𪻆	U+2AEC6
𪻒	U+2AED2
𪻞	U+2AEDE
𪻟	U+2AEDF
𪼀	U+2AF00
𪽡	U+2AF61
𪾺	U+2AFBA
𫃀	U+2B0C0
𫃚	U+2B0DA
𫃷	U+2B0F7
𫅠	U+2B160
𫆃	U+2B183
𫆉	U+2B189
𫆧	U+2B1A7
𫆴	U+2B1B4
𫇈	U+2B1C8
𫇐	U+2B1D0
𫊹	U+2B2B9
𫋶	U+2B2F6
𫌠	U+2B320
𫎤	U+2B3A4
𫏍	U+2B3CD
𫏢	U+2B3E2
𫒨	U+2B4A8
𫔳	U+2B533
𫕾	U+2B57E
𫖀	U+2B580
𫗒	U+2B5D2
𫙔	U+2B654
𫜵	U+2B735
𫡛	U+2B85B
𫡵	U+2B875
𫢚	U+2B89A
𫢩	U+2B8A9
𫤡	U+2B921
𫥧	U+2B967
𫥨	U+2B968
𫧣	U+2B9E3
𫩉	U+2BA49
𫩝	U+2BA5D
𫪥	U+2BAA5
𫬮	U+2BB2E
𫭔	U+2BB54
𫯝	U+2BBDD
𫳭	U+2BCED
𫴋	U+2BD0B
𫴮	U+2BD2E
𫴾	U+2BD3E
𫵇	U+2BD47
𫵦	U+2BD66
𫶸	U+2BDB8
𫷜	U+2BDDC
𫸬	U+2BE2C
𫸽	U+2BE3D
𫹰	U+2BE70
𫺓	U+2BE93
𫺲	U+2BEB2
𫼚	U+2BF1A
𫽎	U+2BF4E
𫽗	U+2BF57
𫽯	U+2BF6F
𬀰	U+2C030
𬅳	U+2C173
𬈋	U+2C20B
𬎷	U+2C3B7
𬏓	U+2C3D3
𬏝	U+2C3DD
𬐩	U+2C429
𬑉	U+2C449
𬔫	U+2C52B
𬕹	U+2C579
𬖰	U+2C5B0
𬚸	U+2C6B8
𬚼	U+2C6BC
𬛃	U+2C6C3
𬠩	U+2C829
𬦿	U+2C9BF
𬧡	U+2C9E1
𬩓	U+2CA53
𬮤	U+2CBA4
𬰠	U+2CC20
𬰢	U+2CC22
𬺗	U+2CE97
𭋙	U+2D2D9
𭲖	U+2DC96
著	U+2F99F
𰈏	U+3020F
𰑚	U+3045A
𰙔	U+30654
𱍸	U+31378
𱍽	U+3137D
𱏫	U+313EB
𱏯	U+313EF
𱐨	U+31428
𱐩	U+31429
𱒢	U+314A2
𱓞	U+314DE
𱙎	U+3164E
𱜂	U+31702
𱝮	U+3176E
𱞋	U+3178B
𱠎	U+3180E
𱠳	U+31833
𱢑	U+31891
𱥺	U+3197A
𱪵	U+31AB5
𱺵	U+31EB5
𱻌	U+31ECC
𲍣	U+32363
󰀎	U+F000E
󰀘	U+F0018
󰁂	U+F0042
󰄜	U+F011C
󰅟	U+F015F
󰆄	U+F0184
󰆙	U+F0199
󰇕	U+F01D5
󰈶	U+F0236
󰉨	U+F0268
󰉩	U+F0269
󰋇	U+F02C7
󰌎	U+F030E
󰌑	U+F0311
󰌕	U+F0315
󰍔	U+F0354
󰎰	U+F03B0
󰎾	U+F03BE
󰏲	U+F03F2
󰐗	U+F0417
󰕛	U+F055B
󰖢	U+F05A2
󰘚	U+F061A
󰛢	U+F06E2
󰛩	U+F06E9
󰜡	U+F0721
󰞘	U+F0798
󰟔	U+F07D4
󰟵	U+F07F5
󰠃	U+F0803
󰡈	U+F0848
󰡎	U+F084E
󰡏	U+F084F
󰡽	U+F087D
󰢔	U+F0894
󰢽	U+F08BD
󰢿	U+F08BF
󰥎	U+F094E
󰩄	U+F0A44
󰬃	U+F0B03
󰬍	U+F0B0D
󰭂	U+F0B42
󰭃	U+F0B43
󰮙	U+F0B99
󰯯	U+F0BEF
󰳁	U+F0CC1
󰵅	U+F0D45
󱂵	U+F10B5
󱅫	U+F116B
󱉎	U+F124E
󱉟	U+F125F
󱉿	U+F127F
󱊨	U+F12A8
󱓽	U+F14FD
󱙀	U+F1640
󱙌	U+F164C
󱙤	U+F1664
󱙦	U+F1666
󱚏	U+F168F
󱛙	U+F16D9
󱛝	U+F16DD
󱛵	U+F16F5
󱝂	U+F1742
󱝝	U+F175D
󱝬	U+F176C
󱝮	U+F176E
󱝱	U+F1771
󱞿	U+F17BF
󱟣	U+F17E3
󱟤	U+F17E4
󱟫	U+F17EB
󱟳	U+F17F3
󱟼	U+F17FC
󱠽	U+F183D
󱡃	U+F1843
󱡙	U+F1859
󱣎	U+F18CE
󱤇	U+F1907
󱤍	U+F190D
󱤘	U+F1918
󱤤	U+F1924
󱤮	U+F192E
󱤯	U+F192F
󱧥	U+F19E5
󱨄	U+F1A04
󱩗	U+F1A57
󱩘	U+F1A58
󱩥	U+F1A65
󱩰	U+F1A70
󱪏	U+F1A8F
󱪞	U+F1A9E
󱫱	U+F1AF1
󱭦	U+F1B66
󱭯	U+F1B6F
󱯆	U+F1BC6
󱯝	U+F1BDD
󱯥	U+F1BE5
󱰷	U+F1C37
󱰹	U+F1C39
󱳄	U+F1CC4
󱳍	U+F1CCD
󱳏	U+F1CCF
󱳮	U+F1CEE
󱸗	U+F1E17
󱹀	U+F1E40
󱹛	U+F1E5B
󱺄	U+F1E84
󱼓	U+F1F13
󱼖	U+F1F16
