ヌ	U+30CC
稲	U+7A32
稳	U+7A33
稺	U+7A3A
稻	U+7A3B
稽	U+7A3D
穀	U+7A40
穉	U+7A49
穊	U+7A4A
穌	U+7A4C
穪	U+7A6A
穬	U+7A6C
穴	U+7A74
究	U+7A76
穷	U+7A77
穹	U+7A79
空	U+7A7A
穼	U+7A7C
突	U+7A81
窂	U+7A82
窅	U+7A85
窌	U+7A8C
窐	U+7A90
窑	U+7A91
窒	U+7A92
窓	U+7A93
窖	U+7A96
窗	U+7A97
窜	U+7A9C
窝	U+7A9D
窣	U+7AA3
窨	U+7AA8
窮	U+7AAE
窵	U+7AB5
窺	U+7ABA
窻	U+7ABB
竃	U+7AC3
竅	U+7AC5
竆	U+7AC6
竇	U+7AC7
竈	U+7AC8
竊	U+7ACA
立	U+7ACB
竒	U+7AD2
竗	U+7AD7
竚	U+7ADA
竜	U+7ADC
竞	U+7ADE
竟	U+7ADF
竢	U+7AE2
竬	U+7AEC
竭	U+7AED
竳	U+7AF3
競	U+7AF6
竹	U+7AF9
竻	U+7AFB
竼	U+7AFC
竿	U+7AFF
笆	U+7B06
笇	U+7B07
笌	U+7B0C
笏	U+7B0F
笒	U+7B12
笙	U+7B19
笠	U+7B20
笧	U+7B27
笨	U+7B28
笯	U+7B2F
笱	U+7B31
笴	U+7B34
笹	U+7B39
筅	U+7B45
答	U+7B54
策	U+7B56
筛	U+7B5B
筞	U+7B5E
筠	U+7B60
筣	U+7B63
筩	U+7B69
筭	U+7B6D
筸	U+7B78
筻	U+7B7B
箁	U+7B81
箇	U+7B87
箈	U+7B88
箕	U+7B95
算	U+7B97
箟	U+7B9F
箩	U+7BA9
箭	U+7BAD
箲	U+7BB2
箸	U+7BB8
箹	U+7BB9
箺	U+7BBA
箾	U+7BBE
篃	U+7BC3
篖	U+7BD6
篙	U+7BD9
篩	U+7BE9
篭	U+7BED
篷	U+7BF7
篹	U+7BF9
篼	U+7BFC
簁	U+7C01
簛	U+7C1B
簱	U+7C31
簲	U+7C32
簸	U+7C38
籀	U+7C40
籑	U+7C51
籒	U+7C52
籠	U+7C60
籪	U+7C6A
籭	U+7C6D
籮	U+7C6E
米	U+7C73
籵	U+7C75
籸	U+7C78
籺	U+7C7A
类	U+7C7B
籽	U+7C7D
籾	U+7C7E
粉	U+7C89
粎	U+7C8E
粑	U+7C91
粒	U+7C92
粔	U+7C94
粗	U+7C97
粛	U+7C9B
粜	U+7C9C
粧	U+7CA7
粨	U+7CA8
粫	U+7CAB
粰	U+7CB0
粴	U+7CB4
粹	U+7CB9
糁	U+7CC1
糂	U+7CC2
糊	U+7CCA
糌	U+7CCC
糙	U+7CD9
糜	U+7CDC
糝	U+7CDD
糟	U+7CDF
糣	U+7CE3
糶	U+7CF6
糼	U+7CFC
約	U+7D04
紅	U+7D05
紆	U+7D06
紇	U+7D07
紗	U+7D17
紡	U+7D21
索	U+7D22
紫	U+7D2B
累	U+7D2F
細	U+7D30
紹	U+7D39
紿	U+7D3F
終	U+7D42
絃	U+7D43
結	U+7D50
絛	U+7D5B
絬	U+7D6C
絯	U+7D6F
絿	U+7D7F
綀	U+7D80
經	U+7D93
綕	U+7D95
綮	U+7DAE
綰	U+7DB0
綽	U+7DBD
緘	U+7DD8
緝	U+7DDD
緞	U+7DDE
緟	U+7DDF
緬	U+7DEC
緯	U+7DEF
緰	U+7DF0
緷	U+7DF7
緸	U+7DF8
縐	U+7E10
縛	U+7E1B
縭	U+7E2D
縻	U+7E3B
繄	U+7E44
繅	U+7E45
繇	U+7E47
繓	U+7E53
織	U+7E54
繖	U+7E56
繞	U+7E5E
繰	U+7E70
繳	U+7E73
纀	U+7E80
纏	U+7E8F
纙	U+7E99
纛	U+7E9B
纡	U+7EA1
纤	U+7EA4
约	U+7EA6
纱	U+7EB1
纷	U+7EB7
织	U+7EC7
结	U+7ED3
绪	U+7EEA
缎	U+7F0E
缠	U+7F20
缫	U+7F2B
缲	U+7F32
缽	U+7F3D
罀	U+7F40
罒	U+7F52
罗	U+7F57
罙	U+7F59
罛	U+7F5B
罜	U+7F5C
罝	U+7F5D
罢	U+7F62
罤	U+7F64
罩	U+7F69
罪	U+7F6A
署	U+7F72
罳	U+7F73
罴	U+7F74
罵	U+7F75
罷	U+7F77
罸	U+7F78
罻	U+7F7B
羁	U+7F81
羅	U+7F85
羆	U+7F86
羇	U+7F87
羈	U+7F88
羊	U+7F8A
羌	U+7F8C
美	U+7F8E
羕	U+7F95
羘	U+7F98
羙	U+7F99
羛	U+7F9B
羝	U+7F9D
羞	U+7F9E
羣	U+7FA3
群	U+7FA4
義	U+7FA9
羴	U+7FB4
羶	U+7FB6
羿	U+7FBF
翁	U+7FC1
翅	U+7FC5
翍	U+7FCD
習	U+7FD2
翙	U+7FD9
翡	U+7FE1
翥	U+7FE5
翦	U+7FE6
翹	U+7FF9
翿	U+7FFF
老	U+8001
考	U+8003
者	U+8005
而	U+800C
耍	U+800D
耐	U+8010
耒	U+8012
耝	U+801D
耡	U+8021
耨	U+8028
耩	U+8029
耪	U+802A
耰	U+8030
耲	U+8032
耳	U+8033
耶	U+8036
耷	U+8037
耼	U+803C
耽	U+803D
聀	U+8040
聃	U+8043
职	U+804C
聍	U+804D
联	U+8054
聖	U+8056
聣	U+8063
聨	U+8068
聪	U+806A
聫	U+806B
聮	U+806E
聯	U+806F
聶	U+8076
職	U+8077
聽	U+807D
聿	U+807F
肀	U+8080
肓	U+8093
肘	U+8098
肜	U+809C
肝	U+809D
股	U+80A1
肢	U+80A2
肨	U+80A8
肩	U+80A9
肫	U+80AB
肻	U+80BB
胋	U+80CB
胎	U+80CE
胒	U+80D2
胙	U+80D9
胛	U+80DB
胜	U+80DC
胞	U+80DE
胣	U+80E3
胥	U+80E5
胨	U+80E8
胭	U+80ED
胳	U+80F3
胹	U+80F9
胺	U+80FA
能	U+80FD
胾	U+80FE
脀	U+8100
脁	U+8101
脙	U+8119
脚	U+811A
脞	U+811E
脩	U+8129
脬	U+812C
脽	U+813D
腇	U+8147
腈	U+8148
腊	U+814A
腌	U+814C
腠	U+8160
腤	U+8164
腥	U+8165
腦	U+8166
腬	U+816C
腮	U+816E
腶	U+8176
腹	U+8179
腿	U+817F
膔	U+8194
膙	U+8199
膣	U+81A3
膮	U+81AE
膱	U+81B1
膻	U+81BB
臊	U+81CA
臤	U+81E4
自	U+81EA
臯	U+81EF
致	U+81F4
臷	U+81F7
臺	U+81FA
臿	U+81FF
舀	U+8200
舂	U+8202
舄	U+8204
舅	U+8205
與	U+8207
興	U+8208
舉	U+8209
舌	U+820C
舍	U+820D
舐	U+8210
舖	U+8216
舗	U+8217
舝	U+821D
航	U+822A
般	U+822C
舲	U+8232
舵	U+8235
艑	U+8251
艘	U+8258
艞	U+825E
艤	U+8264
艮	U+826E
艰	U+8270
艱	U+8271
艻	U+827B
艼	U+827C
艾	U+827E
艿	U+827F
芀	U+8280
芁	U+8281
芃	U+8283
芇	U+8287
芋	U+828B
芎	U+828E
芐	U+8290
芑	U+8291
芓	U+8293
芖	U+8296
芙	U+8299
芟	U+829F
芣	U+82A3
芩	U+82A9
芬	U+82AC
芭	U+82AD
芮	U+82AE
芴	U+82B4
芶	U+82B6
芹	U+82B9
芺	U+82BA
芻	U+82BB
芽	U+82BD
芾	U+82BE
芿	U+82BF
苇	U+82C7
苈	U+82C8
苉	U+82C9
苓	U+82D3
苔	U+82D4
苚	U+82DA
苜	U+82DC
苝	U+82DD
苣	U+82E3
苦	U+82E6
苩	U+82E9
苫	U+82EB
苯	U+82EF
英	U+82F1
苴	U+82F4
苵	U+82F5
苺	U+82FA
苻	U+82FB
苼	U+82FC
茂	U+8302
范	U+8303
茄	U+8304
茅	U+8305
茇	U+8307
茈	U+8308
茌	U+830C
茖	U+8316
茙	U+8319
茜	U+831C
茟	U+831F
茤	U+8324
茧	U+8327
茨	U+8328
茬	U+832C
茲	U+8332
茵	U+8335
茹	U+8339
茽	U+833D
荁	U+8341
荃	U+8343
荇	U+8347
荑	U+8351
荖	U+8356
荗	U+8357
荘	U+8358
荚	U+835A
荛	U+835B
荞	U+835E
荟	U+835F
荣	U+8363
荭	U+836D
荮	U+836E
药	U+836F
荳	U+8373
荶	U+8376
荷	U+8377
荸	U+8378
莀	U+8380
莊	U+838A
莌	U+838C
莒	U+8392
莓	U+8393
莗	U+8397
莙	U+8399
莛	U+839B
莜	U+839C
莟	U+839F
莬	U+83AC
莲	U+83B2
莳	U+83B3
莸	U+83B8
莽	U+83BD
莾	U+83BE
莿	U+83BF
菁	U+83C1
菅	U+83C5
菇	U+83C7
菐	U+83D0
菑	U+83D1
菓	U+83D3
菖	U+83D6
菞	U+83DE
菟	U+83DF
菫	U+83EB
菭	U+83ED
菳	U+83F3
菸	U+83F8
菻	U+83FB
萁	U+8401
萉	U+8409
萊	U+840A
萏	U+840F
萖	U+8416
萝	U+841D
营	U+8425
萧	U+8427
萭	U+842D
萮	U+842E
萳	U+8433
萹	U+8439
落	U+843D
葁	U+8441
葉	U+8449
葌	U+844C
葑	U+8451
葒	U+8452
著	U+8457
葘	U+8458
葝	U+845D
葠	U+8460
葢	U+8462
葨	U+8468
葩	U+8469
葯	U+846F
葱	U+8471
葵	U+8475
葷	U+8477
葽	U+847D
蒇	U+8487
蒋	U+848B
蒒	U+8492
蒔	U+8494
蒙	U+8499
蒚	U+849A
蒠	U+84A0
蒫	U+84AB
蒭	U+84AD
蒴	U+84B4
蒿	U+84BF
蓆	U+84C6
蓉	U+84C9
蓊	U+84CA
蓋	U+84CB
蓑	U+84D1
蓡	U+84E1
蓨	U+84E8
蓬	U+84EC
蓮	U+84EE
蓷	U+84F7
蓿	U+84FF
蔑	U+8511
蔘	U+8518
蔞	U+851E
蔣	U+8523
蔤	U+8524
蔥	U+8525
蔬	U+852C
蔴	U+8534
蔸	U+8538
蕇	U+8547
蕑	U+8551
蕓	U+8553
蕕	U+8555
蕘	U+8558
蕛	U+855B
蕠	U+8560
蕡	U+8561
蕪	U+856A
蕱	U+8571
蕳	U+8573
蕴	U+8574
薏	U+858F
薑	U+8591
薓	U+8593
薬	U+85AC
薱	U+85B1
薵	U+85B5
薶	U+85B6
薹	U+85B9
藈	U+85C8
藊	U+85CA
藍	U+85CD
藜	U+85DC
藞	U+85DE
藣	U+85E3
藥	U+85E5
藭	U+85ED
蘇	U+8607
蘓	U+8613
蘼	U+863C
蘿	U+863F
虛	U+865B
虬	U+866C
虯	U+866F
虷	U+8677
虽	U+867D
虿	U+867F
蚅	U+8685
蚌	U+868C
蚕	U+8695
蚛	U+869B
蚝	U+869D
蚣	U+86A3
蚤	U+86A4
蚩	U+86A9
蚪	U+86AA
蚰	U+86B0
蚴	U+86B4
蛁	U+86C1
蛄	U+86C4
蛋	U+86CB
蛣	U+86E3
蛦	U+86E6
蛩	U+86E9
蛫	U+86EB
蛬	U+86EC
蛰	U+86F0
蛲	U+86F2
蛳	U+86F3
蛼	U+86FC
蛽	U+86FD
蛾	U+86FE
蜂	U+8702
蜅	U+8705
蜆	U+8706
蜍	U+870D
蜔	U+8714
蜙	U+8719
蜜	U+871C
蜱	U+8731
蜾	U+873E
蝁	U+8741
蝎	U+874E
蝔	U+8754
蝙	U+8759
蝞	U+875E
蝟	U+875F
蝮	U+876E
螉	U+8789
融	U+878D
螚	U+879A
螦	U+87A6
螬	U+87AC
螭	U+87AD
蟒	U+87D2
蟓	U+87D3
蟙	U+87D9
蟨	U+87E8
蟯	U+87EF
蠈	U+8808
蠍	U+880D
蠛	U+881B
蠡	U+8821
蠩	U+8829
蠭	U+882D
衃	U+8843
行	U+884C
衕	U+8855
衛	U+885B
衜	U+885C
衝	U+885D
衞	U+885E
衟	U+885F
衣	U+8863
衤	U+8864
补	U+8865
表	U+8868
袀	U+8880
袄	U+8884
袈	U+8888
袏	U+888F
袖	U+8896
袙	U+8899
袝	U+889D
袡	U+88A1
袢	U+88A2
袤	U+88A4
袨	U+88A8
袩	U+88A9
袪	U+88AA
被	U+88AB
袳	U+88B3
袸	U+88B8
袼	U+88BC
袽	U+88BD
裕	U+88D5
補	U+88DC
裢	U+88E2
裨	U+88E8
裮	U+88EE
褊	U+890A
褐	U+8910
褔	U+8914
褚	U+891A
襆	U+8946
襇	U+8947
襐	U+8950
襓	U+8953
襕	U+8955
襧	U+8967
襬	U+896C
西	U+897F
覅	U+8985
覆	U+8986
覉	U+8989
覊	U+898A
覐	U+8990
覘	U+8998
覚	U+899A
覜	U+899C
覩	U+89A9
覰	U+89B0
覶	U+89B6
覷	U+89B7
覺	U+89BA
覻	U+89BB
覼	U+89BC
觑	U+89D1
觔	U+89D4
觕	U+89D5
觖	U+89D6
解	U+89E3
觤	U+89E4
觫	U+89EB
觭	U+89ED
觰	U+89F0
觳	U+89F3
觴	U+89F4
言	U+8A00
計	U+8A08
訐	U+8A10
訔	U+8A14
訢	U+8A22
訥	U+8A25
訫	U+8A2B
訲	U+8A32
訳	U+8A33
訴	U+8A34
訶	U+8A36
訾	U+8A3E
詊	U+8A4A
評	U+8A55
試	U+8A66
詩	U+8A69
詭	U+8A6D
詿	U+8A7F
誋	U+8A8B
誒	U+8A92
誠	U+8AA0
誨	U+8AA8
誼	U+8ABC
調	U+8ABF
諅	U+8AC5
諆	U+8AC6
諊	U+8ACA
請	U+8ACB
諎	U+8ACE
諕	U+8AD5
論	U+8AD6
諞	U+8ADE
諢	U+8AE2
諫	U+8AEB
諰	U+8AF0
諵	U+8AF5
諸	U+8AF8
謀	U+8B00
謏	U+8B0F
謓	U+8B13
謖	U+8B16
講	U+8B1B
謠	U+8B20
謹	U+8B39
譂	U+8B42
譇	U+8B47
譓	U+8B53
譔	U+8B54
譙	U+8B59
譤	U+8B64
譪	U+8B6A
譬	U+8B6C
議	U+8B70
讑	U+8B91
讓	U+8B93
讙	U+8B99
讛	U+8B9B
计	U+8BA1
讣	U+8BA3
认	U+8BA4
讦	U+8BA6
讧	U+8BA7
讪	U+8BAA
讬	U+8BAC
讱	U+8BB1
讲	U+8BB2
许	U+8BB8
访	U+8BBF
诀	U+8BC0
诂	U+8BC2
诈	U+8BC8
词	U+8BCD
诘	U+8BD8
诙	U+8BD9
诚	U+8BDA
话	U+8BDD
诟	U+8BDF
诡	U+8BE1
诣	U+8BE3
详	U+8BE6
诨	U+8BE8
诶	U+8BF6
诸	U+8BF8
诽	U+8BFD
谌	U+8C0C
谍	U+8C0D
谕	U+8C15
谝	U+8C1D
谼	U+8C3C
豆	U+8C46
豊	U+8C4A
豒	U+8C52
豚	U+8C5A
象	U+8C61
豬	U+8C6C
貂	U+8C82
貙	U+8C99
貝	U+8C9D
貞	U+8C9E
貢	U+8CA2
貪	U+8CAA
貫	U+8CAB
責	U+8CAC
貯	U+8CAF
貰	U+8CB0
貲	U+8CB2
貴	U+8CB4
買	U+8CB7
貼	U+8CBC
賀	U+8CC0
賁	U+8CC1
賃	U+8CC3
賈	U+8CC8
賊	U+8CCA
賒	U+8CD2
賖	U+8CD6
賢	U+8CE2
賥	U+8CE5
賬	U+8CEC
賭	U+8CED
賴	U+8CF4
贑	U+8D11
贒	U+8D12
败	U+8D25
贪	U+8D2A
贯	U+8D2F
贺	U+8D3A
贾	U+8D3E
赋	U+8D4B
赍	U+8D4D
赦	U+8D66
赬	U+8D6C
赹	U+8D79
赼	U+8D7C
赽	U+8D7D
趁	U+8D81
趂	U+8D82
趃	U+8D83
趄	U+8D84
趋	U+8D8B
趍	U+8D8D
趎	U+8D8E
趔	U+8D94
趗	U+8D97
趣	U+8DA3
趧	U+8DA7
趨	U+8DA8
趬	U+8DAC
趼	U+8DBC
跐	U+8DD0
跢	U+8DE2
跪	U+8DEA
路	U+8DEF
跱	U+8DF1
跷	U+8DF7
踈	U+8E08
踤	U+8E24
踦	U+8E26
踭	U+8E2D
踲	U+8E32
踷	U+8E37
蹁	U+8E41
蹈	U+8E48
蹉	U+8E49
蹞	U+8E5E
蹠	U+8E60
蹧	U+8E67
蹺	U+8E7A
蹻	U+8E7B
躀	U+8E80
躅	U+8E85
躚	U+8E9A
躨	U+8EA8
躭	U+8EAD
躰	U+8EB0
躲	U+8EB2
躶	U+8EB6
躺	U+8EBA
軄	U+8EC4
軆	U+8EC6
車	U+8ECA
軍	U+8ECD
軒	U+8ED2
軬	U+8EEC
軲	U+8EF2
軼	U+8EFC
軾	U+8EFE
輄	U+8F04
輘	U+8F18
輠	U+8F20
輪	U+8F2A
輹	U+8F39
輻	U+8F3B
轫	U+8F6B
轮	U+8F6E
轱	U+8F71
辅	U+8F85
辐	U+8F90
辞	U+8F9E
辠	U+8FA0
辧	U+8FA7
辭	U+8FAD
辰	U+8FB0
辸	U+8FB8
辺	U+8FBA
辻	U+8FBB
込	U+8FBC
过	U+8FC7
迈	U+8FC8
迊	U+8FCA
迍	U+8FCD
近	U+8FD1
迣	U+8FE3
迤	U+8FE4
迳	U+8FF3
迸	U+8FF8
迺	U+8FFA
迻	U+8FFB
逄	U+9004
逆	U+9006
逊	U+900A
逋	U+900B
逌	U+900C
透	U+900F
逐	U+9010
递	U+9012
逓	U+9013
逕	U+9015
逞	U+901E
速	U+901F
逡	U+9021
連	U+9023
逦	U+9026
逰	U+9030
進	U+9032
逵	U+9035
逻	U+903B
遁	U+9041
遅	U+9045
遉	U+9049
遊	U+904A
運	U+904B
過	U+904E
遏	U+904F
遒	U+9052
道	U+9053
達	U+9054
違	U+9055
遘	U+9058
遜	U+905C
遟	U+905F
遤	U+9064
遬	U+906C
遭	U+906D
遳	U+9073
遴	U+9074
遷	U+9077
遼	U+907C
避	U+907F
邁	U+9081
還	U+9084
邅	U+9085
邋	U+908B
邏	U+908F
邓	U+9093
邛	U+909B
那	U+90A3
邥	U+90A5
邨	U+90A8
邩	U+90A9
邰	U+90B0
邳	U+90B3
邵	U+90B5
邺	U+90BA
郈	U+90C8
郍	U+90CD
郎	U+90CE
郕	U+90D5
都	U+90FD
郿	U+90FF
鄇	U+9107
鄈	U+9108
鄘	U+9118
鄧	U+9127
鄴	U+9134
鄽	U+913D
酉	U+9149
酋	U+914B
酒	U+9152
酖	U+9156
酘	U+9158
酣	U+9163
酸	U+9178
酺	U+917A
醁	U+9181
醃	U+9183
醊	U+918A
醌	U+918C
醩	U+91A9
醯	U+91AF
醴	U+91B4
醻	U+91BB
醾	U+91BE
醿	U+91BF
釄	U+91C4
釆	U+91C6
釉	U+91C9
里	U+91CC
重	U+91CD
釜	U+91DC
釣	U+91E3
釪	U+91EA
釭	U+91ED
釿	U+91FF
鈂	U+9202
鈙	U+9219
鈣	U+9223
鈰	U+9230
鈹	U+9239
鈾	U+923E
鉎	U+924E
鉚	U+925A
鉻	U+927B
銃	U+9283
銊	U+928A
銏	U+928F
銕	U+9295
銣	U+92A3
銨	U+92A8
銩	U+92A9
銬	U+92AC
鋉	U+92C9
鋪	U+92EA
鋯	U+92EF
鋲	U+92F2
錌	U+930C
錩	U+9329
鍛	U+935B
鍳	U+9373
鎂	U+9382
鎅	U+9385
鎇	U+9387
鎔	U+9394
鎙	U+9399
鎤	U+93A4
鎬	U+93AC
鎯	U+93AF
鏕	U+93D5
鏖	U+93D6
鏞	U+93DE
鏡	U+93E1
鐖	U+9416
鐧	U+9427
鐭	U+942D
鐿	U+943F
鑐	U+9450
鑑	U+9451
鑒	U+9452
鑛	U+945B
鑬	U+946C
鑽	U+947D
钍	U+948D
钙	U+9499
钚	U+949A
铀	U+94C0
铥	U+94E5
铬	U+94EC
铰	U+94F0
铵	U+94F5
铷	U+94F7
铺	U+94FA
锄	U+9504
锆	U+9506
锖	U+9516
锝	U+951D
锠	U+9520
锴	U+9534
锷	U+9537
锻	U+953B
锼	U+953C
镅	U+9545
镕	U+9555
镖	U+9556
镝	U+955D
镥	U+9565
镱	U+9571
镸	U+9578
閂	U+9582
閇	U+9587
閈	U+9588
閉	U+9589
閌	U+958C
閍	U+958D
閎	U+958E
閑	U+9591
閒	U+9592
間	U+9593
閖	U+9596
閗	U+9597
閙	U+9599
閟	U+959F
閣	U+95A3
閤	U+95A4
閥	U+95A5
閦	U+95A6
閧	U+95A7
閩	U+95A9
閲	U+95B2
閶	U+95B6
閹	U+95B9
閽	U+95BD
闊	U+95CA
闌	U+95CC
闍	U+95CD
闒	U+95D2
闘	U+95D8
闢	U+95E2
闥	U+95E5
闭	U+95ED
问	U+95EE
闰	U+95F0
闲	U+95F2
间	U+95F4
闷	U+95F7
闹	U+95F9
阁	U+9601
阊	U+960A
阜	U+961C
阝	U+961D
阧	U+9627
阻	U+963B
陀	U+9640
陂	U+9642
限	U+9650
陞	U+965E
除	U+9664
陨	U+9668
陳	U+9673
陼	U+967C
陾	U+967E
隃	U+9683
隊	U+968A
隋	U+968B
階	U+968E
隖	U+9696
隗	U+9697
隧	U+96A7
隨	U+96A8
隿	U+96BF
雅	U+96C5
雉	U+96C9
雔	U+96D4
雙	U+96D9
雜	U+96DC
離	U+96E2
難	U+96E3
雪	U+96EA
雰	U+96F0
雲	U+96F2
雴	U+96F4
雷	U+96F7
電	U+96FB
需	U+9700
霂	U+9702
霄	U+9704
霈	U+9708
霜	U+971C
靠	U+9760
靡	U+9761
革	U+9769
靳	U+9773
鞌	U+978C
鞍	U+978D
韌	U+97CC
韙	U+97D9
韦	U+97E6
韪	U+97EA
韱	U+97F1
頂	U+9802
須	U+9808
頋	U+980B
頒	U+9812
頗	U+9817
頣	U+9823
頪	U+982A
頫	U+982B
頬	U+982C
頭	U+982D
頯	U+982F
頲	U+9832
頵	U+9835
頷	U+9837
頸	U+9838
頺	U+983A
頻	U+983B
顋	U+984B
額	U+984D
顎	U+984E
顏	U+984F
顐	U+9850
顑	U+9851
顓	U+9853
顕	U+9855
顖	U+9856
願	U+9858
顜	U+985C
類	U+985E
顢	U+9862
顨	U+9868
顫	U+986B
顬	U+986C
顳	U+9873
顶	U+9876
顷	U+9877
须	U+987B
顾	U+987E
颂	U+9882
颇	U+9887
颓	U+9893
题	U+9898
颜	U+989C
颤	U+98A4
颩	U+98A9
颱	U+98B1
飞	U+98DE
餅	U+9905
餒	U+9912
餔	U+9914
餕	U+9915
餘	U+9918
餛	U+991B
餟	U+991F
餣	U+9923
餧	U+9927
餫	U+992B
饈	U+9948
饐	U+9950
饒	U+9952
饕	U+9955
饘	U+9958
饮	U+996E
饰	U+9970
饶	U+9976
饸	U+9978
馄	U+9984
馆	U+9986
馐	U+9990
首	U+9996
馗	U+9997
馮	U+99AE
駆	U+99C6
駑	U+99D1
駘	U+99D8
駡	U+99E1
騏	U+9A0F
騗	U+9A17
騙	U+9A19
騤	U+9A24
騩	U+9A29
驂	U+9A42
驵	U+9A75
驷	U+9A77
驽	U+9A7D
骊	U+9A8A
验	U+9A8C
骎	U+9A8E
骖	U+9A96
骙	U+9A99
骢	U+9AA2
骨	U+9AA8
骯	U+9AAF
骰	U+9AB0
骵	U+9AB5
骺	U+9ABA
骾	U+9ABE
體	U+9AD4
高	U+9AD8
髠	U+9AE0
髡	U+9AE1
髨	U+9AE8
髮	U+9AEE
鬏	U+9B0F
鬜	U+9B1C
鬥	U+9B25
鬦	U+9B26
鬧	U+9B27
鬪	U+9B2A
鬬	U+9B2C
鬭	U+9B2D
鬼	U+9B3C
魂	U+9B42
魄	U+9B44
魑	U+9B51
魔	U+9B54
魝	U+9B5D
魪	U+9B6A
魲	U+9B72
鮉	U+9B89
鮋	U+9B8B
鮐	U+9B90
鮝	U+9B9D
鮟	U+9B9F
鮨	U+9BA8
鮮	U+9BAE
鯆	U+9BC6
鯈	U+9BC8
鯗	U+9BD7
鯟	U+9BDF
鯧	U+9BE7
鯨	U+9BE8
鯫	U+9BEB
鰓	U+9C13
鱟	U+9C5F
鱣	U+9C63
鱧	U+9C67
鱱	U+9C71
鱸	U+9C78
鱺	U+9C7A
鲐	U+9C90
鲞	U+9C9E
鲳	U+9CB3
鲵	U+9CB5
鳢	U+9CE2
鳣	U+9CE3
鳦	U+9CE6
鴄	U+9D04
鴆	U+9D06
鴷	U+9D37
鴺	U+9D3A
鴽	U+9D3D
鵜	U+9D5C
鶲	U+9DB2
鷖	U+9DD6
鷧	U+9DE7
鷾	U+9DFE
鸇	U+9E07
鸹	U+9E39
鸻	U+9E3B
鹂	U+9E42
鹥	U+9E65
鹯	U+9E6F
鹿	U+9E7F
麀	U+9E80
麆	U+9E86
麦	U+9EA6
麰	U+9EB0
麻	U+9EBB
麾	U+9EBE
黍	U+9ECD
黎	U+9ECE
黑	U+9ED1
黒	U+9ED2
黓	U+9ED3
默	U+9ED8
黝	U+9EDD
點	U+9EDE
黟	U+9EDF
黧	U+9EE7
黳	U+9EF3
鼚	U+9F1A
鼠	U+9F20
鼡	U+9F21
鼪	U+9F2A
鼲	U+9F32
齜	U+9F5C
龇	U+9F87
龍	U+9F8D
龔	U+9F94
呂	U+F980
秊	U+F995
練	U+F996
廓	U+FA0B
爫	U+FA49
𠀃	U+20003
𠀄	U+20004
𠀖	U+20016
𠀗	U+20017
𠀠	U+20020
𠀫	U+2002B
𠀮	U+2002E
𠀲	U+20032
𠀳	U+20033
𠀹	U+20039
𠁀	U+20040
𠁈	U+20048
𠁉	U+20049
𠁑	U+20051
𠁦	U+20066
𠁱	U+20071
𠂂	U+20082
𠂎	U+2008E
𠂫	U+200AB
𠃜	U+200DC
𠃞	U+200DE
𠃳	U+200F3
𠄜	U+2011C
𠄧	U+20127
𠄩	U+20129
𠄵	U+20135
𠄶	U+20136
𠄹	U+20139
𠄼	U+2013C
𠄽	U+2013D
𠅁	U+20141
𠅅	U+20145
𠅈	U+20148
𠅍	U+2014D
𠅎	U+2014E
𠅐	U+20150
𠅒	U+20152
𠅜	U+2015C
𠅼	U+2017C
𠆰	U+201B0
𠆴	U+201B4
𠇍	U+201CD
𠇕	U+201D5
𠇖	U+201D6
𠇮	U+201EE
𠇰	U+201F0
𠈏	U+2020F
𠈪	U+2022A
𠈫	U+2022B
𠈳	U+20233
𠈴	U+20234
𠉗	U+20257
𠉞	U+2025E
𠉭	U+2026D
𠊚	U+2029A
𠊛	U+2029B
𠊱	U+202B1
𠊶	U+202B6
𠋣	U+202E3
𠋥	U+202E5
𠋫	U+202EB
𠌾	U+2033E
𠍤	U+20364
𠍦	U+20366
𠏙	U+203D9
𠏠	U+203E0
𠐌	U+2040C
𠐜	U+2041C
𠐬	U+2042C
𠐵	U+20435
𠑬	U+2046C
𠑶	U+20476
𠒥	U+204A5
𠒫	U+204AB
𠒬	U+204AC
𠒷	U+204B7
𠓀	U+204C0
𠓇	U+204C7
𠓨	U+204E8
𠓹	U+204F9
𠓺	U+204FA
𠓻	U+204FB
𠔇	U+20507
𠔋	U+2050B
𠔏	U+2050F
𠔐	U+20510
𠔓	U+20513
𠔔	U+20514
𠔛	U+2051B
𠔝	U+2051D
𠔩	U+20529
𠔭	U+2052D
𠔰	U+20530
𠔾	U+2053E
𠕄	U+20544
𠕷	U+20577
𠖃	U+20583
𠖈	U+20588
𠖔	U+20594
𠖠	U+205A0
𠖧	U+205A7
𠖨	U+205A8
𠗚	U+205DA
𠘨	U+20628
𠘩	U+20629
𠘭	U+2062D
𠙧	U+20667
𠚙	U+20699
𠚢	U+206A2
𠛂	U+206C2
𠛌	U+206CC
𠛤	U+206E4
𠛲	U+206F2
𠜆	U+20706
𠜝	U+2071D
𠜫	U+2072B
𠜭	U+2072D
𠜷	U+20737
𠝀	U+20740
𠝅	U+20745
𠞊	U+2078A
𠞺	U+207BA
𠠚	U+2081A
𠠩	U+20829
𠡏	U+2084F
𠡦	U+20866
𠡱	U+20871
𠣒	U+208D2
𠣠	U+208E0
𠣨	U+208E8
𠣩	U+208E9
𠣱	U+208F1
𠤆	U+20906
𠤌	U+2090C
𠤕	U+20915
𠤩	U+20929
𠤪	U+2092A
