book,page,column,ocr_char,syllable,label,confirmed,rule,s3_cosine,s3_top,bbox
yen2,page_0026,5,僥,động,,0,diverged_column,,,"[788, 362, 887, 458]"
yen2,page_0026,5,法,ngà,,0,diverged_column,,,"[788, 458, 887, 555]"
yen2,page_0026,5,遥,hết,,0,diverged_column,,,"[788, 555, 887, 651]"
yen2,page_0026,5,爲,nhà,,0,diverged_column,,,"[788, 651, 887, 748]"
yen2,page_0026,5,功,chết,,0,diverged_column,,,"[788, 748, 887, 844]"
yen2,page_0026,5,昔,nhiều,,0,diverged_column,,,"[788, 844, 887, 941]"
yen2,page_0026,5,㝵,người,,1,diverged_column,,,"[788, 941, 887, 1037]"
yen2,page_0026,5,欺,vua,,0,diverged_column,,,"[788, 1037, 887, 1134]"
yen2,page_0026,5,𭔿,một,,0,diverged_column,,,"[788, 1134, 887, 1230]"
yen2,page_0026,5,垂,ít,,0,diverged_column,,,"[788, 1230, 887, 1327]"
yen2,page_0026,5,衣,nữa,,0,diverged_column,,,"[788, 1327, 887, 1423]"
yen2,page_0026,5,那,cũng,,0,diverged_column,,,"[788, 1423, 887, 1520]"
yen2,page_0026,5,樞,phải,,0,diverged_column,,,"[788, 1520, 887, 1616]"
yen2,page_0026,5,乕,song,,0,diverged_column,,,"[788, 1616, 887, 1713]"
yen2,page_0026,5,民,le,,0,diverged_column,,,"[788, 1713, 887, 1809]"
yen2,page_0026,5,扣,từ,,0,diverged_column,,,"[788, 1809, 887, 1906]"
yen2,page_0026,5,詩,ấy,,0,diverged_column,,,"[788, 1906, 887, 2002]"
yen2,page_0026,5,城,về,,0,diverged_column,,,"[788, 2002, 887, 2099]"
yen2,page_0026,6,折,vua,,0,diverged_column,,,"[639, 810, 743, 902]"
yen2,page_0026,6,僥,ấy,,0,diverged_column,,,"[639, 902, 743, 994]"
yen2,page_0026,6,爭,làm,,0,diverged_column,,,"[639, 994, 743, 1087]"
yen2,page_0026,6,周,lành,,0,diverged_column,,,"[639, 1087, 743, 1179]"
yen2,page_0026,6,禹,cùng,,0,diverged_column,,,"[639, 1179, 743, 1271]"
yen2,page_0026,6,乙,kẻ,,1,diverged_column,,,"[639, 1271, 743, 1363]"
yen2,page_0026,6,女,phung,,0,diverged_column,,,"[639, 1363, 743, 1455]"
yen2,page_0026,6,共,Đức,,0,diverged_column,,,"[639, 1455, 743, 1547]"
yen2,page_0026,6,乕,Chúa,,0,diverged_column,,,"[639, 1547, 743, 1640]"
yen2,page_0026,6,双,Trời,,0,diverged_column,,,"[639, 1640, 743, 1732]"
yen2,page_0026,6,离,chăng,,0,diverged_column,,,"[639, 1732, 743, 1824]"
yen2,page_0026,6,自,dám,,0,diverged_column,,,"[639, 1824, 743, 1916]"
yen2,page_0026,6,依,bắt,,0,diverged_column,,,"[639, 1916, 743, 2008]"
yen2,page_0026,6,術,nữa,,0,diverged_column,,,"[639, 2008, 743, 2101]"
yen2,page_0026,7,勢,Từ,,0,unconfirmed_no_s3,,,"[500, 71, 598, 164]"
yen2,page_0026,7,寺,Đức,,0,unconfirmed_no_s3,,,"[500, 164, 598, 258]"
yen2,page_0026,7,洞,Chúa,,0,unconfirmed_no_s3,,,"[500, 258, 598, 352]"
yen2,page_0026,7,衣,Giê,,0,unconfirmed_no_s3,,,"[500, 352, 598, 446]"
yen2,page_0026,7,而,su,,0,below_visual_threshold,0.851,毺,"[500, 446, 598, 539]"
yen2,page_0026,7,泠,ra,,0,below_visual_threshold,0.911,𪞷,"[500, 539, 598, 633]"
yen2,page_0026,7,共,đời,,0,below_visual_threshold,0.887,𠁀,"[500, 633, 598, 727]"
yen2,page_0026,7,几,cho,,0,below_visual_threshold,0.869,硃,"[500, 727, 598, 821]"
yen2,page_0026,7,餘,đến,,0,below_visual_threshold,0.913,𦤾,"[500, 821, 598, 914]"
yen2,page_0026,7,奉,ông,,0,below_visual_threshold,0.845,𪂔,"[500, 914, 598, 1008]"
yen2,page_0026,7,主,này,,0,below_visual_threshold,0.903,𠼱,"[500, 1102, 598, 1196]"
yen2,page_0026,7,吞,Nhà,,0,below_visual_threshold,0.894,茹,"[500, 1196, 598, 1289]"
yen2,page_0026,7,庄,được,,0,below_visual_threshold,0.918,特,"[500, 1289, 598, 1383]"
yen2,page_0026,7,扒,mươi,,0,below_visual_threshold,0.827,辻,"[500, 1477, 598, 1571]"
yen2,page_0026,7,女,nam,,0,below_visual_threshold,0.911,喃,"[500, 1571, 598, 1665]"
yen2,page_0026,8,自,Thánh,,1,diverged_column,,,"[335, 68, 429, 170]"
yen2,page_0026,8,知,Đức,,0,diverged_column,,,"[335, 170, 429, 273]"
yen2,page_0026,8,主,Bà,,0,diverged_column,,,"[335, 273, 429, 375]"
yen2,page_0026,8,支,đem,,0,diverged_column,,,"[335, 375, 429, 478]"
yen2,page_0026,8,秋,Đức,,0,diverged_column,,,"[335, 478, 429, 580]"
yen2,page_0026,8,喁,Chứa,,0,diverged_column,,,"[335, 580, 429, 683]"
yen2,page_0026,8,代,su,,0,diverged_column,,,"[335, 683, 429, 786]"
yen2,page_0026,8,朱,vào,,0,diverged_column,,,"[335, 786, 429, 888]"
yen2,page_0026,8,旦,đến,,1,diverged_column,,,"[335, 888, 429, 991]"
yen2,page_0026,8,𭔿,Ong,,0,diverged_column,,,"[335, 991, 429, 1093]"
yen2,page_0026,8,霖,nê,,0,diverged_column,,,"[335, 1504, 429, 1606]"
yen2,page_0026,8,邁,li,,0,diverged_column,,,"[335, 1606, 429, 1709]"
yen2,page_0026,8,南,ô,,0,diverged_column,,,"[335, 1709, 429, 1812]"
yen2,page_0026,9,主,viết,,0,diverged_column,,,"[181, 995, 293, 1088]"
yen2,page_0026,9,立,vô,,1,diverged_column,,,"[181, 1088, 293, 1181]"
yen2,page_0026,9,秋,truvện,,0,diverged_column,,,"[181, 1181, 293, 1274]"
yen4,page_0012,1,要,mông,,0,diverged_column,,,"[809, 377, 873, 449]"
yen4,page_0012,1,𦤳,Thánh,,0,diverged_column,,,"[798, 681, 875, 746]"
yen4,page_0012,1,香,U,,0,diverged_column,,,"[798, 746, 875, 811]"
yen4,page_0012,2,皇,Thánh,,0,unconfirmed_no_s3,,,"[709, 82, 791, 152]"
yen4,page_0012,2,咤,ra,,0,below_visual_threshold,0.835,出,"[709, 292, 791, 361]"
yen4,page_0012,2,磊,nước,,0,below_visual_threshold,0.724,𣥧,"[709, 431, 791, 501]"
yen4,page_0012,2,居,sa,,0,below_visual_threshold,0.731,𦀟,"[709, 640, 791, 710]"
yen4,page_0012,2,鄧,sang,,0,below_visual_threshold,0.781,蹌,"[709, 780, 791, 850]"
yen4,page_0012,2,敦,khi,,0,below_visual_threshold,0.866,浪,"[709, 919, 791, 989]"
yen4,page_0012,2,身,người,,0,below_visual_threshold,0.79,命,"[709, 989, 791, 1059]"
yen4,page_0012,2,脫,thai,,0,below_visual_threshold,0.79,𠘭,"[709, 1268, 791, 1338]"
yen4,page_0012,3,護,mẹ,,0,unconfirmed_no_s3,,,"[610, 14, 688, 80]"
yen4,page_0012,3,望,Thánh,,0,below_visual_threshold,0.734,𩫽,"[610, 545, 688, 612]"
yen4,page_0012,3,䆒,đem,,0,below_visual_threshold,0.769,𨑻,"[610, 745, 688, 811]"
yen4,page_0012,3,崑,con,,0,below_visual_threshold,0.794,㒭,"[610, 811, 688, 878]"
yen4,page_0012,3,痍,mẹ,,0,below_visual_threshold,0.746,母,"[610, 1077, 688, 1144]"
yen4,page_0012,3,𧹒,mới,,0,below_visual_threshold,0.799,𠇍,"[610, 1144, 688, 1210]"
yen4,page_0012,3,得,ngày,,0,below_visual_threshold,0.858,𣈜,"[610, 1343, 688, 1410]"
yen4,page_0012,4,肆,sau,,0,diverged_column,,,"[511, 11, 594, 71]"
yen4,page_0012,4,各,coi,,0,diverged_column,,,"[511, 254, 594, 315]"
yen4,page_0012,4,本,bổn,,1,diverged_column,,,"[511, 315, 594, 376]"
yen4,page_0012,4,遍,đạo,,0,diverged_column,,,"[511, 376, 594, 437]"
yen4,page_0012,4,例,Trời,,0,diverged_column,,,"[511, 741, 594, 802]"
yen4,page_0012,4,江,Vậy,,0,diverged_column,,,"[511, 802, 594, 863]"
yen4,page_0012,4,侯,mẹ,,0,diverged_column,,,"[511, 863, 594, 924]"
yen4,page_0012,4,餒,nuôi,,1,diverged_column,,,"[511, 924, 594, 984]"
yen4,page_0012,4,𩲸,con,,0,diverged_column,,,"[511, 984, 594, 1045]"
yen4,page_0012,4,加,như,,1,diverged_column,,,"[511, 1045, 594, 1106]"
yen4,page_0012,4,方,của,,0,diverged_column,,,"[511, 1106, 594, 1167]"
yen4,page_0012,4,街,về,,1,diverged_column,,,"[511, 1167, 594, 1228]"
yen4,page_0012,4,爾,trời,,0,diverged_column,,,"[511, 1228, 594, 1289]"
yen4,page_0012,4,生,chẳng,,0,diverged_column,,,"[511, 1289, 594, 1350]"
yen4,page_0012,4,布,phải,,1,diverged_column,,,"[511, 1350, 594, 1411]"
yen4,page_0012,5,崑,con,,0,diverged_column,,,"[415, 300, 490, 358]"
yen4,page_0012,5,好,giữ,,0,diverged_column,,,"[415, 358, 490, 416]"
yen4,page_0012,5,呌,ngày,,0,diverged_column,,,"[415, 649, 490, 708]"
yen4,page_0012,5,隷,sau,,0,diverged_column,,,"[415, 708, 490, 766]"
yen4,page_0012,5,特,được,,1,diverged_column,,,"[415, 766, 490, 824]"
yen4,page_0012,5,而,làm,,0,diverged_column,,,"[415, 824, 490, 882]"
yen4,page_0012,5,曰,viết,,1,diverged_column,,,"[415, 882, 490, 941]"
yen4,page_0012,5,無,vồ,,0,diverged_column,,,"[415, 941, 490, 999]"
yen4,page_0012,5,城,thành,,1,diverged_column,,,"[415, 999, 490, 1057]"
yen4,page_0012,5,将,Ga,,0,diverged_column,,,"[415, 1057, 490, 1115]"
yen4,page_0012,5,䍐,ra,,0,diverged_column,,,"[415, 1115, 490, 1174]"
yen4,page_0012,5,叔,nô,,0,diverged_column,,,"[415, 1174, 490, 1232]"
yen4,page_0012,5,悲,bi,,1,diverged_column,,,"[415, 1232, 490, 1290]"
yen4,page_0012,5,歌,Grenoble,,0,diverged_column,,,"[415, 1290, 490, 1348]"
yen4,page_0012,5,畧,trước,,1,diverged_column,,,"[415, 1348, 490, 1407]"
yen4,page_0012,6,石,chịu,,0,unconfirmed_no_s3,,,"[319, 127, 393, 188]"
yen4,page_0012,6,皇,thánh,,0,below_visual_threshold,0.755,喒,"[319, 431, 393, 492]"
yen4,page_0012,6,𭮀,Pha,,0,below_visual_threshold,0.784,波,"[319, 492, 393, 553]"
yen4,page_0012,6,之,pha,,0,below_visual_threshold,0.864,𦺂,"[319, 553, 393, 613]"
yen4,page_0012,6,𮃛,Ghê,,0,below_visual_threshold,0.733,卟,"[319, 674, 393, 735]"
yen4,page_0012,6,移,rê,,0,below_visual_threshold,0.694,移,"[319, 735, 393, 796]"
yen4,page_0012,6,姑,gô,,0,below_visual_threshold,0.75,𦁿,"[319, 796, 393, 856]"
yen4,page_0012,6,移,ri,,0,below_visual_threshold,0.748,𠶋,"[319, 856, 393, 917]"
yen4,page_0012,6,刍,ô,,0,below_visual_threshold,0.744,𣱾,"[319, 917, 393, 978]"
yen4,page_0012,6,淂,người,,0,below_visual_threshold,0.793,匕,"[319, 1160, 393, 1221]"
yen4,page_0012,6,名,chịu,,0,below_visual_threshold,0.838,名,"[319, 1221, 393, 1282]"
yen4,page_0012,7,𫞃,hai,,0,unconfirmed_no_s3,,,"[227, 9, 294, 69]"
yen4,page_0012,7,昇,người,,0,unconfirmed_no_s3,,,"[227, 129, 294, 190]"
yen4,page_0012,7,弄,toan,,0,unconfirmed_no_s3,,,"[227, 190, 294, 250]"
yen4,page_0012,7,產,lần,,0,below_visual_threshold,0.812,路,"[227, 492, 294, 553]"
yen4,page_0012,7,取,Song,,0,below_visual_threshold,0.7,䆫,"[227, 553, 294, 613]"
yen4,page_0012,7,肃,le,,0,below_visual_threshold,0.761,𠲥,"[227, 613, 294, 674]"
yen4,page_0012,7,配,Pha,,0,below_visual_threshold,0.715,皅,"[227, 734, 294, 795]"
yen4,page_0012,7,之,pha,,0,below_visual_threshold,0.782,波,"[227, 795, 294, 855]"
yen4,page_0012,7,壹,và,,0,below_visual_threshold,0.746,為,"[227, 1279, 294, 1339]"
yen4,page_0012,7,挫,gánh,,0,below_visual_threshold,0.658,亙,"[227, 1339, 294, 1400]"
yen4,page_0012,8,義,nặng,,0,unconfirmed_no_s3,,,"[127, 70, 191, 133]"
yen4,page_0012,8,䍐,là,,0,unconfirmed_no_s3,,,"[127, 195, 191, 258]"
yen4,page_0012,8,祐,xem,,0,unconfirmed_no_s3,,,"[127, 258, 191, 320]"
yen4,page_0012,8,初,sóc,,0,unconfirmed_no_s3,,,"[127, 320, 191, 383]"
yen4,page_0012,8,𠷔,hồn,,0,unconfirmed_no_s3,,,"[127, 508, 191, 570]"
yen4,page_0012,8,主,Chứa,,0,unconfirmed_no_s3,,,"[127, 695, 191, 758]"
yen4,page_0012,8,𭃡,xưa,,0,below_visual_threshold,0.768,㧅,"[127, 883, 191, 945]"
yen4,page_0012,8,本,mà,,0,unconfirmed_no_s3,,,"[127, 1133, 191, 1195]"
yen4,page_0012,8,左,Vậy,,0,unconfirmed_no_s3,,,"[127, 1258, 191, 1320]"
yen4,page_0012,9,乕,phải,,0,diverged_column,,,"[29, 1, 98, 64]"
yen4,page_0012,9,石,chịu,,0,diverged_column,,,"[29, 64, 98, 127]"
yen4,page_0012,9,㸦,và,,0,diverged_column,,,"[29, 1138, 98, 1201]"
yen4,page_0012,9,本,cho,,1,diverged_column,,,"[29, 1201, 98, 1264]"
yen4,page_0012,9,適,đạo,,0,diverged_column,,,"[29, 1264, 98, 1327]"
yen4,page_0012,9,畧,Trước,,1,diverged_column,,,"[29, 1327, 98, 1391]"
yen4,page_0014,1,例,Trời,,0,unconfirmed_no_s3,,,"[779, 196, 852, 258]"
yen4,page_0014,1,字,người,,0,below_visual_threshold,0.864,㝵,"[779, 321, 852, 383]"
yen4,page_0014,1,透,mười,,0,below_visual_threshold,0.894,厰,"[779, 445, 852, 508]"
yen4,page_0014,1,慰,ma,,0,below_visual_threshold,0.932,𧀋,"[779, 820, 852, 882]"
yen4,page_0014,1,思,quỷ,,0,below_visual_threshold,0.899,𤱲,"[779, 882, 852, 945]"
yen4,page_0014,1,牡,dô,,0,below_visual_threshold,0.91,𣓐,"[779, 1007, 852, 1069]"
yen4,page_0014,1,僊,Đức,,0,below_visual_threshold,0.811,䙷,"[779, 1194, 852, 1257]"
yen4,page_0014,1,爾,Trời,,0,below_visual_threshold,0.902,沈,"[779, 1319, 852, 1382]"
yen4,page_0014,2,眾,tội,,0,diverged_column,,,"[688, 289, 750, 343]"
yen4,page_0014,2,而,làm,,0,diverged_column,,,"[688, 452, 750, 507]"
yen4,page_0014,2,陶,vua,,0,diverged_column,,,"[688, 507, 750, 561]"
yen4,page_0014,2,主,chúa,,1,diverged_column,,,"[688, 561, 750, 616]"
yen4,page_0014,2,应,trị,,0,diverged_column,,,"[688, 616, 750, 670]"
yen4,page_0014,2,以,làm,,0,diverged_column,,,"[688, 834, 750, 888]"
yen4,page_0014,2,俯,giữ,,0,diverged_column,,,"[688, 1270, 750, 1324]"
yen4,page_0014,2,道,đạo,,1,diverged_column,,,"[688, 1324, 750, 1379]"
yen4,page_0014,3,存,mà,,0,unconfirmed_no_s3,,,"[592, 72, 658, 135]"
yen4,page_0014,3,皇,Thánh,,0,below_visual_threshold,0.804,𩫽,"[592, 512, 658, 575]"
yen4,page_0014,3,開,bấy,,0,below_visual_threshold,0.832,𤰞,"[592, 701, 658, 764]"
yen4,page_0014,3,因,có,,0,below_visual_threshold,0.894,世,"[592, 1141, 658, 1204]"
yen4,page_0014,3,道,nghe,,0,below_visual_threshold,0.826,𡧧,"[592, 1204, 658, 1267]"
yen4,page_0014,3,思,quỷ,,0,below_visual_threshold,0.851,𢝾,"[592, 1267, 658, 1330]"
yen4,page_0014,3,迹,giục,,0,below_visual_threshold,0.771,慾,"[592, 1330, 658, 1393]"
yen4,page_0014,4,厕,Trời,,0,unconfirmed_no_s3,,,"[491, 229, 565, 284]"
yen4,page_0014,4,楚,lại,,0,below_visual_threshold,0.73,叹,"[491, 505, 565, 560]"
yen4,page_0014,4,逢,liên,,0,below_visual_threshold,0.808,噒,"[491, 726, 565, 781]"
yen4,page_0014,4,奔,mà,,0,below_visual_threshold,0.873,高,"[491, 781, 565, 837]"
yen4,page_0014,4,對,cả,,0,below_visual_threshold,0.82,𠵲,"[491, 947, 565, 1003]"
yen4,page_0014,5,女,an,,0,below_visual_threshold,0.729,𣑴,"[395, 186, 460, 247]"
yen4,page_0014,5,例,Trời,,0,below_visual_threshold,0.861,俼,"[395, 428, 460, 489]"
yen4,page_0014,5,𭔿,người,,0,below_visual_threshold,0.924,㝵,"[395, 610, 460, 670]"
yen4,page_0014,5,少,làm,,0,below_visual_threshold,0.881,少,"[395, 670, 460, 731]"
yen4,page_0014,5,隆,khác,,0,below_visual_threshold,0.919,㤩,"[395, 1033, 460, 1094]"
yen4,page_0014,5,左,Vậy,,0,below_visual_threshold,0.866,仳,"[395, 1275, 460, 1336]"
yen4,page_0014,5,被,xem,,0,below_visual_threshold,0.732,佔,"[395, 1336, 460, 1397]"
yen4,page_0014,6,朗,sóc,,0,unconfirmed_no_s3,,,"[294, 9, 376, 74]"
yen4,page_0014,6,本,bồn,,0,unconfirmed_no_s3,,,"[294, 139, 376, 205]"
yen4,page_0014,6,欲,hết,,0,below_visual_threshold,0.922,𥃞,"[294, 270, 376, 336]"
yen4,page_0014,6,欲,hết,,0,below_visual_threshold,0.862,欱,"[294, 401, 376, 467]"
yen4,page_0014,6,歌,Khi,,0,below_visual_threshold,0.844,踦,"[294, 532, 376, 597]"
yen4,page_0014,6,𭔿,người,,0,below_visual_threshold,0.843,圤,"[294, 597, 376, 663]"
yen4,page_0014,6,存,xưng,,0,below_visual_threshold,0.892,稱,"[294, 728, 376, 794]"
yen4,page_0014,6,缓,nước,,0,below_visual_threshold,0.847,著,"[294, 990, 376, 1055]"
yen4,page_0014,6,䍐,ra,,0,below_visual_threshold,0.858,蔞,"[294, 1186, 376, 1252]"
yen4,page_0014,7,思,quỷ,,0,unconfirmed_no_s3,,,"[201, 77, 267, 137]"
yen4,page_0014,7,杜,dồ,,0,below_visual_threshold,0.759,杜,"[201, 197, 267, 257]"
yen4,page_0014,7,白,làm,,0,below_visual_threshold,0.841,白,"[201, 257, 267, 317]"
yen4,page_0014,7,宗,ra,,0,below_visual_threshold,0.84,𪞷,"[201, 677, 267, 737]"
yen4,page_0014,7,居,sa,,0,below_visual_threshold,0.925,𣲓,"[201, 737, 267, 797]"
yen4,page_0014,7,抑,Máu,,0,below_visual_threshold,0.73,𧖱,"[201, 917, 267, 977]"
yen4,page_0014,7,𦤳,Thánh,,0,below_visual_threshold,0.777,㗂,"[201, 977, 267, 1037]"
yen4,page_0014,7,身,người,,0,below_visual_threshold,0.792,匕,"[201, 1337, 267, 1398]"
yen4,page_0014,8,觧,giải,,1,diverged_column,,,"[103, 12, 173, 72]"
yen4,page_0014,8,深,tội,,0,diverged_column,,,"[103, 72, 173, 132]"
yen4,page_0014,8,朱,cho,,1,diverged_column,,,"[103, 132, 173, 192]"
yen4,page_0014,8,犀,bà,,0,diverged_column,,,"[103, 192, 173, 253]"
yen4,page_0014,8,記,thì,,0,diverged_column,,,"[103, 253, 173, 313]"
yen4,page_0014,8,祐,xem,,0,diverged_column,,,"[103, 434, 173, 494]"
yen4,page_0014,8,遷,mươi,,0,diverged_column,,,"[103, 856, 173, 916]"
yen4,page_0014,8,南,năm,,1,diverged_column,,,"[103, 916, 173, 976]"
yen4,page_0014,8,𭔿,người,,0,diverged_column,,,"[103, 976, 173, 1037]"
yen4,page_0014,8,生,chẳng,,0,diverged_column,,,"[103, 1037, 173, 1097]"
yen4,page_0014,8,别,biết,,1,diverged_column,,,"[103, 1097, 173, 1157]"
yen4,page_0014,8,犀,đàn,,0,diverged_column,,,"[103, 1157, 173, 1218]"
yen4,page_0014,8,砲,bà,,0,diverged_column,,,"[103, 1218, 173, 1278]"
yen4,page_0014,8,希,nào,,0,diverged_column,,,"[103, 1278, 173, 1338]"
yen4,page_0014,8,吏,lại,,1,diverged_column,,,"[103, 1338, 173, 1399]"
yen4,page_0014,9,辰,rằng,,0,unconfirmed_no_s3,,,"[0, 79, 79, 148]"
yen4,page_0014,9,晁,con,,0,unconfirmed_no_s3,,,"[0, 355, 79, 424]"
yen4,page_0014,9,辟,khỏi,,0,unconfirmed_no_s3,,,"[0, 700, 79, 769]"
yen4,page_0014,9,魄,khỏi,,0,unconfirmed_no_s3,,,"[0, 907, 79, 976]"
yen4,page_0014,9,而,làm,,0,unconfirmed_no_s3,,,"[0, 1321, 79, 1390]"
yen4,page_0016,1,無,vồ,,0,unconfirmed_no_s3,,,"[859, 116, 928, 176]"
yen4,page_0016,1,愈,Trời,,0,below_visual_threshold,0.72,天,"[859, 296, 928, 356]"
yen4,page_0016,1,皇,Thánh,,0,below_visual_threshold,0.739,𩫽,"[859, 537, 928, 597]"
yen4,page_0016,1,故,nô,,0,below_visual_threshold,0.738,呶,"[859, 717, 928, 777]"
yen4,page_0016,1,李,thầy,,0,below_visual_threshold,0.772,賴,"[859, 897, 928, 957]"
yen4,page_0016,1,厚,lắm,,0,below_visual_threshold,0.92,稟,"[859, 1318, 928, 1378]"
yen4,page_0016,2,尋,người,,0,unconfirmed_no_s3,,,"[766, 43, 827, 105]"
yen4,page_0016,2,云,sĩ,,0,unconfirmed_no_s3,,,"[766, 231, 827, 294]"
yen4,page_0016,2,𰥍,kia,,0,below_visual_threshold,0.799,𠴩,"[766, 294, 827, 357]"
yen4,page_0016,2,𭃡,xưa,,0,below_visual_threshold,0.762,㧅,"[766, 357, 827, 420]"
yen4,page_0016,2,享,tốt,,0,below_visual_threshold,0.741,挨,"[766, 546, 827, 609]"
yen4,page_0016,2,航,sống,,0,below_visual_threshold,0.868,銃,"[766, 797, 827, 860]"
yen4,page_0016,2,䍐,ra,,0,below_visual_threshold,0.928,囖,"[766, 1175, 827, 1238]"
yen4,page_0016,3,薊,phạt,,0,unconfirmed_no_s3,,,"[656, 28, 732, 91]"
yen4,page_0016,3,施,địa,,0,unconfirmed_no_s3,,,"[656, 154, 732, 217]"
yen4,page_0016,3,皇,Thánh,,0,below_visual_threshold,0.747,皇,"[656, 469, 732, 532]"
yen4,page_0016,3,丑,cùng,,0,below_visual_threshold,0.795,𧏒,"[656, 595, 732, 658]"
yen4,page_0016,3,𧺫,sáu,,0,below_visual_threshold,0.791,𦒹,"[656, 658, 732, 722]"
yen4,page_0016,3,弄,toan,,0,below_visual_threshold,0.881,算,"[656, 848, 732, 911]"
yen4,page_0016,3,閻,gian,,0,below_visual_threshold,0.874,𡅤,"[656, 1163, 732, 1226]"
yen4,page_0016,4,嬌,rồi,,0,unconfirmed_no_s3,,,"[563, 213, 635, 277]"
yen4,page_0016,4,望,hồn,,0,below_visual_threshold,0.784,塊,"[563, 340, 635, 403]"
yen4,page_0016,4,脊,U,,0,below_visual_threshold,0.883,凼,"[563, 657, 635, 720]"
yen4,page_0016,4,眩,cô,,0,below_visual_threshold,0.815,鴣,"[563, 720, 635, 783]"
yen4,page_0016,4,雲,bảy,,0,below_visual_threshold,0.759,摆,"[563, 910, 635, 973]"
yen4,page_0016,5,胃,ngày,,0,unconfirmed_no_s3,,,"[467, 150, 533, 213]"
yen4,page_0016,5,兒,quỳ,,0,below_visual_threshold,0.766,𨘫,"[467, 467, 533, 530]"
yen4,page_0016,5,竈,xuống,,0,below_visual_threshold,0.782,𠖈,"[467, 530, 533, 593]"
yen4,page_0016,5,𮅕,xin,,0,below_visual_threshold,0.786,真,"[467, 593, 533, 657]"
yen4,page_0016,5,逢,trên,,0,below_visual_threshold,0.766,𨑗,"[467, 847, 533, 910]"
yen4,page_0016,5,岩,núi,,0,below_visual_threshold,0.767,𤂬,"[467, 910, 533, 973]"
yen4,page_0016,5,噐,là,,0,below_visual_threshold,0.776,囉,"[467, 1100, 533, 1163]"
yen4,page_0016,5,順,tu,,0,below_visual_threshold,0.825,鬚,"[467, 1227, 533, 1290]"
yen4,page_0016,6,置,mới,,0,unconfirmed_no_s3,,,"[377, 21, 439, 81]"
yen4,page_0016,6,因,mừng,,0,below_visual_threshold,0.755,𠘨,"[377, 503, 439, 563]"
yen4,page_0016,6,𫝹,Ông,,0,below_visual_threshold,0.792,𫝹,"[377, 624, 439, 684]"
yen4,page_0016,6,無,vồ,,0,below_visual_threshold,0.878,𢻲,"[377, 744, 439, 804]"
yen4,page_0016,6,孟,đi,,0,below_visual_threshold,0.869,𠫾,"[377, 865, 439, 925]"
yen4,page_0016,7,参,các,,0,unconfirmed_no_s3,,,"[283, 190, 348, 250]"
yen4,page_0016,7,樂,thầy,,0,unconfirmed_no_s3,,,"[283, 250, 348, 310]"
yen4,page_0016,7,䍐,là,,0,below_visual_threshold,0.761,囉,"[283, 492, 348, 552]"
yen4,page_0016,7,移,n,,0,below_visual_threshold,0.759,移,"[283, 612, 348, 673]"
yen4,page_0016,7,童,long,,0,below_visual_threshold,0.746,𥪢,"[283, 673, 348, 733]"
yen4,page_0016,7,翅,dòng,,0,below_visual_threshold,0.786,翅,"[283, 854, 348, 914]"
yen4,page_0016,7,益,dày,,0,below_visual_threshold,0.807,䈚,"[283, 1337, 348, 1398]"
yen4,page_0016,8,晁,Con,,0,diverged_column,,,"[181, 305, 242, 364]"
yen4,page_0016,8,多,đi,,1,diverged_column,,,"[181, 364, 242, 424]"
yen4,page_0016,8,未,cầu,,0,diverged_column,,,"[181, 424, 242, 483]"
yen4,page_0016,8,乞,cha,,0,diverged_column,,,"[181, 483, 242, 543]"
yen4,page_0016,8,名,chịu,,0,diverged_column,,,"[181, 662, 242, 722]"
yen4,page_0016,8,姑,Cô,,1,diverged_column,,,"[181, 722, 242, 781]"
yen4,page_0016,8,擾,mô,,0,diverged_column,,,"[181, 781, 242, 841]"
yen4,page_0016,8,戎,nhong,,1,diverged_column,,,"[181, 841, 242, 901]"
yen4,page_0016,8,丑,cùng,,0,diverged_column,,,"[181, 901, 242, 960]"
yen4,page_0016,8,漢,Mẹ,,0,diverged_column,,,"[181, 1079, 242, 1139]"
yen4,page_0016,8,身,người,,0,diverged_column,,,"[181, 1139, 242, 1199]"
yen4,page_0016,9,閹,gian,,0,unconfirmed_no_s3,,,"[78, 115, 139, 172]"
yen4,page_0016,9,在,mà,,0,unconfirmed_no_s3,,,"[78, 403, 139, 461]"
yen4,page_0016,9,晁,con,,0,unconfirmed_no_s3,,,"[78, 633, 139, 691]"
yen4,page_0016,9,以,làm,,0,unconfirmed_no_s3,,,"[78, 864, 139, 922]"
yen4,page_0016,9,傷,phúc,,0,unconfirmed_no_s3,,,"[78, 1094, 139, 1152]"
yen4,page_0018,1,翁,ông,,1,diverged_column,,,"[788, 74, 859, 132]"
yen4,page_0018,1,皇,Thánh,,0,diverged_column,,,"[788, 132, 859, 190]"
yen4,page_0018,1,禹,U,,0,diverged_column,,,"[788, 190, 859, 247]"
yen4,page_0018,1,稽,tám,,0,diverged_column,,,"[788, 363, 859, 420]"
yen4,page_0018,1,遍,mươi,,0,diverged_column,,,"[788, 420, 859, 478]"
yen4,page_0018,1,物,ao,,0,diverged_column,,,"[788, 651, 859, 709]"
yen4,page_0018,1,詐,tỏ,,0,diverged_column,,,"[788, 997, 859, 1055]"
yen4,page_0018,1,爾,Trời,,0,diverged_column,,,"[788, 1285, 859, 1343]"
yen4,page_0018,1,鐔,rước,,0,diverged_column,,,"[788, 1343, 859, 1401]"
