book,page,column,ocr_char,syllable,rescued_label,unicode,head_margin,bbox
yen4,page_0126,4,厕,Trời,𡗶,U+215F6,0.222,"[678, 923, 745, 994]"
yen4,page_0126,4,𮙿,tham,貪,U+8CAA,0.28,"[678, 1099, 745, 1169]"
yen4,page_0126,5,不,chịu,召,U+53EC,0.168,"[584, 333, 652, 404]"
yen4,page_0126,7,跟,tội,罪,U+7F6A,1.489,"[389, 398, 454, 476]"
yen4,page_0126,8,眾,tội,罪,U+7F6A,1.309,"[287, 561, 354, 632]"
yen4,page_0126,8,清,le,离,U+79BB,0.177,"[287, 740, 354, 812]"
yen4,page_0128,2,遁,đạo,道,U+9053,0.207,"[848, 782, 909, 855]"
yen4,page_0128,4,何,Trời,𡗶,U+215F6,0.151,"[646, 700, 719, 771]"
yen4,page_0128,4,尉,về,𧗱,U+275F1,0.193,"[646, 1173, 719, 1244]"
yen4,page_0128,4,砜,vua,君,U+541B,1.058,"[646, 1468, 719, 1539]"
yen4,page_0128,5,乎,thầy,柴,U+67F4,0.495,"[554, 348, 620, 420]"
yen4,page_0128,5,假,hai,咍,U+548D,0.386,"[554, 1240, 620, 1312]"
yen4,page_0128,6,臨,hai,咍,U+548D,0.205,"[463, 939, 529, 1016]"
yen4,page_0128,8,壽,li,离,U+79BB,0.158,"[270, 373, 339, 458]"
yen4,page_0128,8,槎,Si,瘥,U+7625,0.15,"[270, 1512, 339, 1597]"
yen4,page_0128,9,𦀇,phi,丕,U+4E15,0.167,"[171, 677, 239, 766]"
yen4,page_0128,9,寶,xuống,下,U+4E0B,1.203,"[171, 900, 239, 990]"
yen4,page_0130,1,绰,rước,綽,U+7DBD,0.159,"[989, 833, 1054, 909]"
yen4,page_0130,2,遁,đạo,道,U+9053,0.324,"[892, 1210, 957, 1287]"
yen4,page_0130,3,雷,le,离,U+79BB,0.292,"[794, 523, 866, 604]"
yen4,page_0130,4,爾,Trời,𡗶,U+215F6,0.165,"[708, 979, 777, 1060]"
yen4,page_0130,4,以,dạy,代,U+4EE3,0.337,"[708, 1314, 777, 1395]"
yen4,page_0130,5,品,nhà,茹,U+8339,0.3,"[609, 856, 681, 930]"
yen4,page_0130,5,因,Có,固,U+56FA,0.246,"[609, 1042, 681, 1116]"
yen4,page_0130,5,冬,lần,吝,U+541D,0.197,"[609, 1166, 681, 1241]"
yen4,page_0130,5,堯,xác,壳,U+58F3,0.235,"[609, 1539, 681, 1613]"
yen4,page_0130,6,禹,hòm,丸,U+4E38,0.145,"[507, 1070, 579, 1148]"
yen4,page_0130,7,靨,kéo,矯,U+77EF,0.112,"[421, 551, 489, 628]"
yen4,page_0130,7,奔,mà,麻,U+9EBB,0.229,"[421, 616, 489, 693]"
yen4,page_0130,7,比,chảy,沚,U+6C9A,0.929,"[421, 1392, 489, 1470]"
yen4,page_0130,8,何,vua,君,U+541B,1.102,"[320, 1128, 396, 1206]"
yen4,page_0130,9,㳟,Lê,黎,U+9ECE,0.277,"[222, 761, 294, 843]"
yen4,page_0130,9,隼,chốn,匕,U+5315,0.137,"[222, 1576, 294, 1651]"
yen4,page_0132,3,作,HAI,咍,U+548D,0.334,"[762, 446, 831, 554]"
yen4,page_0132,5,芝,gai,荄,U+8344,0.16,"[572, 976, 645, 1050]"
yen4,page_0132,6,刻,bui,倍,U+500D,0.287,"[479, 355, 551, 432]"
yen4,page_0132,8,室,đàng,堂,U+5802,0.192,"[284, 644, 353, 728]"
yen4,page_0132,8,望,hồn,塊,U+584A,0.26,"[284, 1271, 353, 1355]"
yen4,page_0132,9,在,mà,麻,U+9EBB,0.207,"[182, 632, 254, 712]"
yen4,page_0132,9,嶽,ăn,安,U+5B89,0.235,"[182, 970, 254, 1051]"
yen4,page_0134,4,爾,Trời,𡗶,U+215F6,0.335,"[640, 615, 717, 695]"
yen4,page_0134,5,冶,đốt,茁,U+8301,0.124,"[539, 482, 619, 563]"
yen4,page_0134,5,爾,trời,𡗶,U+215F6,0.276,"[539, 1563, 619, 1638]"
yen4,page_0134,6,炫,đốt,茁,U+8301,0.279,"[455, 890, 532, 971]"
yen4,page_0134,7,䓁,nghĩa,义,U+4E49,0.229,"[361, 1274, 434, 1359]"
yen4,page_0134,7,丢,nghề,芸,U+82B8,1.293,"[361, 1415, 434, 1500]"
yen4,page_0134,8,𭔿,người,𠊚,U+2029A,0.103,"[261, 418, 341, 502]"
yen4,page_0134,8,爾,Trời,𡗶,U+215F6,0.303,"[261, 1471, 341, 1555]"
yen4,page_0136,1,𭔿,người,㝵,U+3775,0.196,"[968, 1234, 1037, 1314]"
yen4,page_0136,2,𭣣,thâu,收,U+6536,0.166,"[879, 245, 945, 312]"
yen4,page_0136,3,迅,giục,逐,U+9010,1.412,"[779, 386, 848, 466]"
yen4,page_0136,4,𦒳,đi,多,U+591A,0.231,"[682, 842, 757, 922]"
yen4,page_0136,6,國,có,固,U+56FA,0.207,"[483, 774, 559, 854]"
yen4,page_0136,6,冐,người,㝵,U+3775,0.333,"[483, 1371, 559, 1451]"
yen4,page_0136,7,庇,mà,麻,U+9EBB,0.245,"[392, 1206, 461, 1279]"
yen4,page_0136,9,蜀,cả,架,U+67B6,0.273,"[191, 804, 257, 880]"
yen4,page_0136,9,牟,mà,麻,U+9EBB,0.121,"[191, 1057, 257, 1133]"
yen4,page_0138,1,頋,vua,君,U+541B,0.92,"[946, 613, 1018, 689]"
yen4,page_0138,1,杖,nó,奴,U+5974,1.046,"[946, 1247, 1018, 1324]"
yen4,page_0138,2,屠,nước,渃,U+6E03,0.193,"[854, 1065, 920, 1141]"
yen4,page_0138,3,虹,Song,双,U+53CC,0.267,"[746, 234, 826, 301]"
yen4,page_0138,3,爾,Trời,𡗶,U+215F6,0.315,"[746, 843, 826, 916]"
yen4,page_0138,3,賔,mới,買,U+8CB7,0.357,"[746, 1335, 826, 1408]"
yen4,page_0138,4,𦥷,xã,社,U+793E,1.053,"[652, 1148, 725, 1221]"
yen4,page_0138,4,仔,giữ,佇,U+4F47,0.235,"[652, 1391, 725, 1464]"
yen4,page_0138,4,假,việc,役,U+5F79,0.228,"[652, 1452, 725, 1525]"
yen4,page_0138,6,道,nghe,宜,U+5B9C,0.107,"[453, 355, 526, 431]"
yen4,page_0138,6,丑,cùng,共,U+5171,0.117,"[453, 1188, 526, 1264]"
yen4,page_0140,1,屠,hôn,昏,U+660F,0.196,"[942, 741, 1016, 819]"
yen4,page_0140,2,錢,dáy,洩,U+6D29,0.315,"[852, 482, 916, 559]"
yen4,page_0140,3,老,thầy,柴,U+67F4,0.433,"[759, 867, 823, 944]"
yen4,page_0140,3,与,làm,乄,U+4E44,0.171,"[759, 931, 823, 1008]"
yen4,page_0140,4,李,thầy,柴,U+67F4,0.125,"[662, 901, 732, 975]"
yen4,page_0140,4,𦀇,vì,位,U+4F4D,0.293,"[662, 1391, 732, 1465]"
yen4,page_0140,4,肃,nó,奴,U+5974,1.039,"[662, 1575, 732, 1643]"
yen4,page_0140,5,做,việc,役,U+5F79,0.208,"[565, 1341, 628, 1414]"
yen4,page_0140,5,𭔿,người,㝵,U+3775,0.314,"[565, 1588, 628, 1656]"
yen4,page_0140,6,半,thầy,柴,U+67F4,0.23,"[471, 1338, 543, 1411]"
yen4,page_0140,7,希,nào,市,U+5E02,0.375,"[383, 1312, 447, 1388]"
yen4,page_0140,7,冐,người,𠊚,U+2029A,0.166,"[383, 1504, 447, 1580]"
yen4,page_0140,9,放,nó,奴,U+5974,1.44,"[171, 418, 245, 495]"
yen4,page_0142,1,罘,Thầy,柴,U+67F4,0.219,"[1010, 931, 1079, 1003]"
yen4,page_0142,1,乇,đã,㐌,U+340C,0.126,"[1010, 991, 1079, 1063]"
yen4,page_0142,1,直,nghe,冝,U+519D,0.109,"[1010, 1230, 1079, 1301]"
yen4,page_0142,2,兹,nhà,茹,U+8339,0.235,"[901, 462, 977, 538]"
yen4,page_0142,2,以,làm,乄,U+4E44,0.108,"[901, 779, 977, 855]"
yen4,page_0142,2,劣,phần,分,U+5206,0.214,"[901, 906, 977, 982]"
yen4,page_0142,2,茍,thắng,𤯝,U+24BDD,1.221,"[901, 969, 977, 1045]"
yen4,page_0142,2,故,nó,奴,U+5974,0.187,"[901, 1286, 977, 1362]"
yen4,page_0142,2,竃,xuống,下,U+4E0B,1.07,"[901, 1476, 977, 1552]"
yen4,page_0142,3,訴,hộ,户,U+6237,0.13,"[798, 1461, 870, 1542]"
yen4,page_0142,4,抑,chết,折,U+6298,0.157,"[707, 1597, 779, 1667]"
yen4,page_0142,5,𫝕,răng,浪,U+6D6A,0.177,"[605, 1444, 684, 1528]"
yen4,page_0142,6,度,đứa,𥒥,U+254A5,0.151,"[506, 361, 583, 434]"
yen4,page_0142,6,伎,chê,支,U+652F,0.339,"[506, 1345, 583, 1418]"
yen4,page_0142,6,来,thầy,柴,U+67F4,0.193,"[506, 1406, 583, 1480]"
yen4,page_0142,6,申,sao,年,U+5E74,0.112,"[506, 1468, 583, 1541]"
yen4,page_0142,8,匈,câu,句,U+53E5,0.143,"[317, 241, 381, 310]"
yen4,page_0142,8,筭,và,喡,U+55A1,0.119,"[317, 550, 381, 626]"
yen4,page_0142,8,數,khi,欺,U+6B3A,0.285,"[317, 614, 381, 689]"
yen4,page_0142,9,益,lỗi,磊,U+78CA,0.131,"[227, 1063, 296, 1139]"
yen4,page_0144,1,厕,trời,𡗶,U+215F6,0.305,"[971, 433, 1044, 515]"
yen4,page_0144,1,深,rất,慄,U+6144,0.184,"[971, 569, 1044, 651]"
yen4,page_0144,1,𭮀,bà,把,U+628A,0.2,"[971, 773, 1044, 855]"
yen4,page_0144,1,赱,đưa,迻,U+8FFB,0.168,"[971, 1384, 1044, 1466]"
yen4,page_0144,4,爾,Trời,𡗶,U+215F6,0.226,"[671, 821, 747, 899]"
yen4,page_0144,5,被,vẻ,彼,U+5F7C,0.425,"[578, 312, 647, 388]"
yen4,page_0144,5,𡉄,chẳng,庄,U+5E84,0.167,"[578, 1337, 647, 1413]"
yen4,page_0144,6,𭔿,người,㝵,U+3775,0.314,"[483, 1087, 543, 1164]"
yen4,page_0144,6,紀,Đến,旦,U+65E6,0.239,"[483, 1216, 543, 1293]"
yen4,page_0144,7,肆,sau,娄,U+5A04,0.135,"[388, 1211, 457, 1288]"
yen4,page_0144,8,含,chín,正,U+6B63,0.192,"[288, 1065, 357, 1140]"
yen4,page_0144,9,通,đạo,道,U+9053,0.246,"[197, 1098, 258, 1180]"
yen4,page_0146,3,乇,Cha,吒,U+5412,0.14,"[775, 244, 851, 320]"
yen4,page_0146,4,韓,và,喡,U+55A1,0.388,"[672, 837, 743, 918]"
yen4,page_0146,4,爾,vua,君,U+541B,1.103,"[672, 1240, 743, 1321]"
yen4,page_0146,4,屛,mà,麻,U+9EBB,0.269,"[672, 1307, 743, 1388]"
yen4,page_0146,5,罨,trông,筭,U+7B6D,0.115,"[569, 437, 647, 523]"
yen4,page_0146,5,厕,trời,天,U+5929,0.171,"[569, 651, 647, 736]"
yen4,page_0146,5,後,Phục,復,U+5FA9,0.155,"[569, 1577, 647, 1656]"
yen4,page_0146,6,朱,thầy,柴,U+67F4,0.272,"[483, 426, 558, 508]"
yen4,page_0146,9,湯,nước,渃,U+6E03,0.101,"[192, 227, 263, 297]"
yen4,page_0146,9,歌,su,秋,U+79CB,0.266,"[192, 1377, 263, 1454]"
yen4,page_0148,3,右,hai,咍,U+548D,0.151,"[762, 428, 841, 509]"
yen4,page_0148,3,鬼,Con,晜,U+665C,0.128,"[762, 1100, 841, 1180]"
yen4,page_0148,4,𭃡,Xưa,𥘉,U+25609,0.162,"[671, 688, 737, 767]"
yen4,page_0148,5,厉,nước,渃,U+6E03,0.207,"[568, 1466, 643, 1554]"
yen4,page_0148,6,絕,pha,葩,U+8469,0.228,"[474, 283, 546, 366]"
yen4,page_0148,6,櫛,si,希,U+5E0C,0.121,"[474, 626, 546, 709]"
yen4,page_0148,8,槎,si,瘥,U+7625,0.337,"[264, 777, 336, 857]"
yen4,page_0150,1,𦀇,hai,咍,U+548D,0.319,"[954, 299, 1041, 375]"
yen4,page_0150,1,略,hai,咍,U+548D,0.279,"[954, 1325, 1041, 1402]"
yen4,page_0150,1,咲,hai,咍,U+548D,0.325,"[954, 1454, 1041, 1530]"
yen4,page_0150,2,宅,ngay,间,U+95F4,0.168,"[862, 1458, 935, 1534]"
yen4,page_0150,3,韋,Va,爲,U+7232,0.154,"[763, 727, 831, 800]"
yen4,page_0150,3,移,si,离,U+79BB,0.158,"[763, 850, 831, 923]"
yen4,page_0150,3,捿,xê,枝,U+679D,0.168,"[763, 1340, 831, 1413]"
yen4,page_0150,3,四,làm,乄,U+4E44,0.145,"[763, 1585, 831, 1653]"
yen4,page_0150,4,𫠉,dốc,篤,U+7BE4,0.235,"[663, 639, 737, 720]"
yen4,page_0150,6,服,tội,罪,U+7F6A,1.219,"[472, 1453, 543, 1524]"
yen4,page_0150,8,馵,tiếng,省,U+7701,0.166,"[282, 560, 350, 642]"
yen4,page_0150,8,忘,này,尼,U+5C3C,0.437,"[282, 1376, 350, 1458]"
yen4,page_0150,9,許,giết,摺,U+647A,0.19,"[181, 630, 266, 701]"
yen4,page_0152,1,歌,su,秋,U+79CB,0.179,"[953, 691, 1021, 772]"
yen4,page_0152,1,𭣣,hơn,欣,U+6B23,0.143,"[953, 893, 1021, 973]"
yen4,page_0152,2,榮,đẹp,葉,U+8449,0.213,"[856, 787, 925, 872]"
yen4,page_0152,2,厕,Trời,𡗶,U+215F6,0.235,"[856, 1069, 925, 1153]"
yen4,page_0152,3,𣜦,lăm,林,U+6797,0.139,"[760, 712, 829, 785]"
yen4,page_0152,3,我,dạy,代,U+4EE3,0.26,"[760, 1262, 829, 1335]"
yen4,page_0152,3,位,Việc,役,U+5F79,0.147,"[760, 1506, 829, 1579]"
yen4,page_0152,4,𧹒,là,囉,U+56C9,0.174,"[663, 834, 735, 907]"
yen4,page_0152,5,喧,hai,咍,U+548D,0.393,"[561, 695, 633, 775]"
yen4,page_0152,5,爾,lời,例,U+4F8B,0.108,"[561, 1028, 633, 1108]"
yen4,page_0152,6,丶,đời,匕,U+5315,0.125,"[477, 1327, 541, 1400]"
yen4,page_0152,7,等,thì,時,U+6642,0.211,"[369, 360, 445, 437]"
yen4,page_0152,7,府,mà,麻,U+9EBB,0.275,"[369, 487, 445, 564]"
yen4,page_0152,7,扆,rằng,浪,U+6D6A,0.113,"[369, 614, 445, 691]"
yen4,page_0152,7,𭣰,hết,欱,U+6B31,0.18,"[369, 869, 445, 945]"
yen4,page_0152,8,唯,hay,咍,U+548D,0.36,"[267, 595, 339, 682]"
yen4,page_0154,1,皇,thánh,堊,U+580A,0.126,"[954, 1236, 1038, 1316]"
yen4,page_0154,2,喝,ngày,𣈜,U+2321C,0.167,"[853, 1156, 933, 1236]"
yen4,page_0154,2,𦀇,hai,咍,U+548D,0.332,"[853, 1421, 933, 1501]"
yen4,page_0154,2,電,em,奄,U+5944,0.21,"[853, 1554, 933, 1627]"
yen4,page_0154,4,瑪,Ma,妈,U+5988,0.106,"[657, 835, 737, 916]"
yen4,page_0154,4,空,hai,咍,U+548D,0.231,"[657, 1376, 737, 1456]"
yen4,page_0154,5,忍,này,尼,U+5C3C,0.241,"[553, 239, 633, 310]"
yen4,page_0154,5,爾,trời,𡗶,U+215F6,0.297,"[553, 879, 633, 956]"
yen4,page_0154,5,我,dạy,代,U+4EE3,0.147,"[553, 1461, 633, 1538]"
yen4,page_0154,5,揵,dùi,槌,U+69CC,0.222,"[553, 1591, 633, 1662]"
yen4,page_0154,7,屆,nơi,尼,U+5C3C,0.167,"[366, 619, 442, 700]"
yen4,page_0154,7,冷,hai,咍,U+548D,0.193,"[366, 1157, 442, 1238]"
yen4,page_0154,7,𦤳,thánh,堊,U+580A,0.238,"[366, 1494, 442, 1575]"
yen4,page_0154,8,槎,si,瘥,U+7625,0.371,"[269, 222, 342, 304]"
yen4,page_0154,9,欲,hai,咍,U+548D,0.415,"[169, 1026, 245, 1100]"
yen4,page_0156,1,扇,Li,离,U+79BB,0.231,"[975, 489, 1047, 576]"
yen4,page_0156,2,㸔,Li,离,U+79BB,0.188,"[877, 465, 949, 549]"
yen4,page_0156,3,収,Song,双,U+53CC,0.142,"[773, 638, 836, 714]"
yen4,page_0156,4,発,là,号,U+53F7,0.112,"[685, 542, 757, 626]"
yen4,page_0156,4,爾,Trời,𡗶,U+215F6,0.172,"[685, 821, 757, 905]"
yen4,page_0156,4,捶,chọn,撰,U+64B0,0.38,"[685, 891, 757, 975]"
yen4,page_0156,5,埂,mẹ,美,U+7F8E,0.126,"[578, 1202, 656, 1283]"
yen4,page_0156,5,訶,gả,妸,U+59B8,0.142,"[578, 1336, 656, 1417]"
yen4,page_0156,6,匆,hỏi,每,U+6BCF,0.169,"[485, 398, 560, 478]"
yen4,page_0156,6,辰,rằng,浪,U+6D6A,0.437,"[485, 798, 560, 877]"
yen4,page_0156,6,𫠉,dốc,竺,U+7AFA,0.149,"[485, 1130, 560, 1210]"
yen4,page_0156,6,道,trinh,貞,U+8C9E,0.143,"[485, 1397, 560, 1476]"
yen4,page_0156,6,篇,lọn,論,U+8AD6,1.028,"[485, 1463, 560, 1543]"
yen4,page_0156,7,府,mà,麻,U+9EBB,0.323,"[382, 1495, 459, 1568]"
yen4,page_0156,9,的,nói,呐,U+5450,0.239,"[185, 282, 251, 349]"
yen4,page_0156,9,音,le,离,U+79BB,0.267,"[185, 580, 251, 653]"
yen4,page_0156,9,哥,người,㝵,U+3775,0.398,"[185, 1006, 251, 1079]"
yen4,page_0158,1,𫞓,tuổi,歲,U+6B72,0.278,"[962, 877, 1033, 947]"
yen4,page_0158,1,創,chơi,制,U+5236,0.432,"[962, 1401, 1033, 1471]"
yen4,page_0158,2,處,nước,渃,U+6E03,0.187,"[873, 969, 937, 1048]"
yen4,page_0158,3,罘,thầy,柴,U+67F4,0.187,"[761, 705, 833, 784]"
yen4,page_0158,3,荣,thuốc,束,U+675F,0.208,"[761, 771, 833, 850]"
yen4,page_0158,4,爾,Trời,𡗶,U+215F6,0.212,"[662, 1145, 745, 1228]"
yen4,page_0158,5,希,nào,市,U+5E02,0.304,"[564, 976, 659, 1057]"
yen4,page_0158,5,師,phải,伂,U+4F02,0.306,"[564, 1177, 659, 1258]"
yen4,page_0158,6,汪,uống,㕵,U+3575,0.346,"[476, 565, 550, 645]"
yen4,page_0158,7,身,nhọc,辱,U+8FB1,0.314,"[377, 1367, 455, 1448]"
yen4,page_0158,7,外,cả,竒,U+7AD2,0.158,"[377, 1434, 455, 1515]"
yen4,page_0160,1,防,đau,𤴬,U+24D2C,0.125,"[957, 918, 1024, 991]"
yen4,page_0160,1,𭤧,đau,𤴬,U+24D2C,0.26,"[957, 1224, 1024, 1297]"
yen4,page_0160,1,亚,miệng,皿,U+76BF,1.193,"[957, 1408, 1024, 1481]"
yen4,page_0160,2,仰,máu,泖,U+6CD6,0.146,"[853, 542, 928, 615]"
yen4,page_0160,2,窃,đau,𤴬,U+24D2C,0.275,"[853, 1211, 928, 1284]"
yen4,page_0160,3,𭁵,nơi,尼,U+5C3C,0.108,"[766, 488, 830, 560]"
yen4,page_0160,3,府,mà,𣻕,U+23ED5,0.112,"[766, 730, 830, 803]"
yen4,page_0160,6,慮,hư,生,U+751F,0.125,"[475, 1035, 546, 1108]"
yen4,page_0160,7,硏,chước,斫,U+65AB,0.308,"[382, 414, 457, 484]"
yen4,page_0160,8,果,Bốn,本,U+672C,0.307,"[284, 1392, 355, 1464]"
yen4,page_0162,1,肆,sau,楼,U+697C,0.126,"[965, 246, 1036, 310]"
yen4,page_0162,1,順,phiền,煩,U+7169,0.107,"[965, 1118, 1036, 1189]"
yen4,page_0162,2,𭔹,VUI,盃,U+76C3,1.329,"[876, 1478, 942, 1546]"
yen4,page_0162,3,䍐,là,囉,U+56C9,0.141,"[774, 668, 841, 740]"
yen4,page_0162,3,𦤳,thánh,堊,U+580A,0.121,"[774, 1520, 841, 1593]"
yen4,page_0162,3,床,mát,沫,U+6CAB,0.178,"[774, 1581, 841, 1648]"
yen4,page_0162,4,况,chịu,召,U+53EC,0.261,"[671, 355, 742, 420]"
yen4,page_0162,4,杓,Câu,拘,U+62D8,0.162,"[671, 464, 742, 529]"
yen4,page_0162,4,猝,Rút,椊,U+690A,0.252,"[671, 518, 742, 584]"
yen4,page_0162,4,眾,tội,罪,U+7F6A,1.137,"[671, 627, 742, 693]"
yen4,page_0162,4,冊,cả,架,U+67B6,0.131,"[671, 1009, 742, 1074]"
yen4,page_0162,5,乎,thầy,柴,U+67F4,0.327,"[589, 549, 650, 621]"
yen4,page_0162,5,究,đem,冘,U+5198,0.169,"[589, 669, 650, 742]"
yen4,page_0162,5,石,chịu,召,U+53EC,0.117,"[589, 1031, 650, 1103]"
yen4,page_0162,6,应,chịu,召,U+53EC,0.145,"[488, 776, 560, 846]"
yen4,page_0162,7,笑,khóc,哭,U+54ED,0.362,"[388, 1466, 451, 1539]"
yen4,page_0162,8,欽,hơn,欣,U+6B23,0.509,"[292, 731, 362, 804]"
yen4,page_0162,8,爾,Trời,𡗶,U+215F6,0.173,"[292, 1282, 362, 1355]"
yen4,page_0162,9,𫝕,rằng,浪,U+6D6A,0.244,"[185, 553, 264, 626]"
yen4,page_0162,9,宫,ví,爲,U+7232,0.179,"[185, 1418, 264, 1492]"
yen4,page_0164,1,辱,tôi,碎,U+788E,0.196,"[959, 683, 1027, 760]"
yen4,page_0164,1,名,chịu,召,U+53EC,0.113,"[959, 1005, 1027, 1082]"
yen4,page_0164,2,䆫,ngôi,嵬,U+5D6C,0.276,"[864, 1330, 933, 1406]"
yen4,page_0164,6,𩬊,mẹ,美,U+7F8E,0.315,"[468, 1198, 547, 1274]"
yen4,page_0164,7,勝,lưng,𦝄,U+26744,0.234,"[375, 1179, 443, 1249]"
yen4,page_0164,8,五,chịu,召,U+53EC,0.253,"[274, 566, 349, 642]"
yen4,page_0164,9,周,gian,間,U+9593,0.153,"[177, 1460, 239, 1536]"
yen4,page_0166,1,翰,ong,翁,U+7FC1,0.396,"[962, 885, 1034, 962]"
yen4,page_0166,2,𮃛,ghe,稽,U+7A3D,1.145,"[858, 368, 933, 450]"
yen4,page_0166,4,序,phải,伂,U+4F02,0.177,"[661, 778, 733, 851]"
yen4,page_0166,4,開,bấy,閉,U+9589,0.171,"[661, 1328, 733, 1401]"
yen4,page_0166,5,厠,Trời,𡗶,U+215F6,0.196,"[567, 293, 639, 366]"
yen4,page_0166,5,凶,làm,乄,U+4E44,0.114,"[567, 1583, 639, 1651]"
yen4,page_0166,6,逼,mươi,迈,U+8FC8,0.12,"[466, 1088, 538, 1161]"
yen4,page_0166,7,病,li,离,U+79BB,0.44,"[363, 1147, 439, 1220]"
yen4,page_0166,9,𭃡,Xem,袩,U+88A9,0.12,"[171, 235, 251, 309]"
yen4,page_0168,1,殚,túi,碎,U+788E,0.334,"[971, 332, 1046, 420]"
yen4,page_0168,1,奉,bốn,本,U+672C,0.351,"[971, 478, 1046, 567]"
yen4,page_0168,1,爾,Trời,𡗶,U+215F6,0.338,"[971, 1286, 1046, 1374]"
yen4,page_0168,2,为,bạc,泊,U+6CCA,0.367,"[881, 552, 950, 639]"
yen4,page_0168,2,愈,TRỜI,𡗶,U+215F6,0.349,"[881, 1566, 950, 1646]"
yen4,page_0168,3,顺,hay,咍,U+548D,0.339,"[786, 379, 853, 452]"
yen4,page_0168,3,之,chịu,召,U+53EC,0.172,"[786, 440, 853, 513]"
yen4,page_0168,3,也,ta,些,U+4E9B,0.192,"[786, 746, 853, 819]"
yen4,page_0168,3,文,nữa,女,U+5973,0.139,"[786, 1175, 853, 1248]"
yen4,page_0168,4,喜,lần,吝,U+541D,0.363,"[691, 860, 763, 941]"
yen4,page_0168,5,是,chịu,召,U+53EC,0.324,"[599, 662, 666, 733]"
yen4,page_0168,5,肥,bà,把,U+628A,0.144,"[599, 1191, 666, 1262]"
yen4,page_0168,5,𢙢,hay,咍,U+548D,0.108,"[599, 1250, 666, 1320]"
yen4,page_0168,6,呂,chịu,召,U+53EC,0.172,"[503, 449, 570, 528]"
yen4,page_0168,6,左,chịu,召,U+53EC,0.13,"[503, 1114, 570, 1194]"
yen4,page_0168,6,等,thì,寺,U+5BFA,0.307,"[503, 1248, 570, 1327]"
yen4,page_0168,6,眾,tội,罪,U+7F6A,1.019,"[503, 1447, 570, 1527]"
yen4,page_0168,7,昇,Người,㝵,U+3775,0.312,"[411, 1450, 478, 1525]"
yen4,page_0168,8,𬾗,ai,埃,U+57C3,0.116,"[300, 445, 373, 524]"
yen4,page_0168,9,裔,Trời,𡗶,U+215F6,0.226,"[205, 252, 272, 328]"
yen4,page_0168,9,而,chịu,召,U+53EC,0.34,"[205, 452, 272, 535]"
yen4,page_0168,9,翠,lụy,累,U+7D2F,1.346,"[205, 521, 272, 604]"
yen4,page_0168,9,忍,quỷ,鬼,U+9B3C,0.217,"[205, 1556, 272, 1632]"
yen4,page_0170,1,疚,đau,𤴬,U+24D2C,0.196,"[996, 1132, 1068, 1211]"
yen4,page_0170,1,到,vui,盃,U+76C3,0.958,"[996, 1459, 1068, 1538]"
yen4,page_0170,3,元,lóc,禄,U+7984,0.102,"[803, 754, 877, 827]"
yen4,page_0170,4,士,Thiếu,少,U+5C11,0.183,"[709, 1069, 789, 1150]"
yen4,page_0170,6,華,khó,庫,U+5EAB,1.388,"[515, 1385, 592, 1464]"
yen4,page_0170,7,展,rằng,浪,U+6D6A,0.219,"[416, 1402, 489, 1479]"
yen4,page_0170,8,石,chịu,召,U+53EC,0.248,"[320, 440, 392, 521]"
yen4,page_0170,9,举,bảo,保,U+4FDD,0.262,"[220, 481, 305, 554]"
yen4,page_0170,9,欲,su,秋,U+79CB,0.274,"[220, 1402, 305, 1475]"
yen4,page_0172,1,眾,tội,罪,U+7F6A,1.261,"[946, 1271, 1017, 1341]"
yen4,page_0172,2,𢙣,hồn,魂,U+9B42,0.17,"[863, 461, 923, 531]"
yen4,page_0172,2,半,thầy,柴,U+67F4,0.166,"[863, 1158, 923, 1228]"
yen4,page_0172,3,妻,sau,娄,U+5A04,0.137,"[763, 853, 830, 920]"
yen4,page_0172,3,險,gọi,噲,U+5672,0.316,"[763, 1474, 830, 1541]"
yen4,page_0172,4,左,chịu,召,U+53EC,0.156,"[666, 771, 737, 835]"
yen4,page_0172,4,問,muốn,悶,U+60B6,0.345,"[666, 1148, 737, 1213]"
yen4,page_0172,5,疚,đau,𤴬,U+24D2C,0.388,"[570, 1233, 634, 1296]"
yen4,page_0172,7,蟲,nhà,茹,U+8339,0.102,"[375, 1047, 446, 1117]"
yen4,page_0172,8,碩,chăn,𧜖,U+27716,0.22,"[286, 521, 342, 589]"
yen4,page_0172,9,運,trên,連,U+9023,0.146,"[174, 522, 242, 593]"
yen4,page_0172,9,柱,chó,㹥,U+3E65,1.242,"[174, 1052, 242, 1123]"
yen4,page_0172,9,乾,hạt,紇,U+7D07,0.139,"[174, 1288, 242, 1359]"
yen4,page_0174,1,作,sao,牢,U+7262,0.115,"[973, 300, 1040, 370]"
yen4,page_0174,1,爾,Trời,𡗶,U+215F6,0.119,"[973, 1231, 1040, 1301]"
yen4,page_0174,1,弱,vui,盃,U+76C3,1.041,"[973, 1406, 1040, 1476]"
yen4,page_0174,2,石,chịu,召,U+53EC,0.213,"[870, 590, 938, 660]"
yen4,page_0174,2,经,hay,特,U+7279,0.218,"[870, 1353, 938, 1424]"
yen4,page_0174,4,米,thầy,柴,U+67F4,0.45,"[685, 647, 756, 728]"
yen4,page_0174,4,爾,tiếng,省,U+7701,0.402,"[685, 1116, 756, 1197]"
yen4,page_0174,5,笱,tiếng,省,U+7701,0.58,"[589, 246, 660, 315]"
