book,page,column,nom_idx,fold,p_visual,argmax_syl,max_prob
stt2,page_0020,4,8,4,0.779,nhiêu,0.779
stt2,page_0020,4,9,4,0.798,người,0.798
stt2,page_0020,4,10,4,0.9636,xưa,0.9636
stt2,page_0020,4,11,4,0.0365,này,0.5618
stt2,page_0020,4,12,4,0.0,đêm,0.2221
stt2,page_0020,4,13,4,0.951,bằng,0.951
stt2,page_0020,4,14,4,0.9431,nó,0.9431
stt2,page_0020,4,15,4,0.2709,chẳng,0.3451
stt2,page_0020,4,16,4,0.0,dân,0.1367
stt2,page_0020,4,17,4,0.918,thì,0.918
stt2,page_0020,4,18,4,0.8125,tôi,0.8125
stt2,page_0020,4,19,4,0.8185,đi,0.8185
stt2,page_0020,4,20,4,0.0872,người,0.159
stt2,page_0020,5,0,4,0.9627,mà,0.9627
stt2,page_0020,5,1,4,0.0085,thôi,0.0592
stt2,page_0020,5,2,4,0.3287,nó,0.3287
stt2,page_0020,5,3,4,0.0,răng,0.1248
stt2,page_0020,5,4,4,0.3591,anh,0.3591
stt2,page_0020,5,5,4,0.003,nghe,0.636
stt2,page_0020,5,6,4,0.3079,nói,0.4079
stt2,page_0020,5,7,4,0.0,làm,0.9298
stt2,page_0020,5,8,4,0.054,mê,0.0967
stt2,page_0020,5,9,4,0.6322,chớ,0.6322
stt2,page_0020,5,10,4,0.8812,trách,0.8812
stt2,page_0020,5,11,4,0.7813,tôi,0.7813
stt2,page_0020,5,12,4,0.9524,làm,0.9524
stt2,page_0020,5,13,4,0.1679,gì,0.5724
stt2,page_0020,5,14,4,0.2103,biết,0.2587
stt2,page_0020,5,15,4,0.7942,biết,0.7942
stt2,page_0020,5,16,4,0.1234,ấy,0.3275
stt2,page_0020,5,17,4,0.655,điều,0.655
stt2,page_0020,5,18,4,0.9147,ấy,0.9147
stt2,page_0020,5,19,4,0.8663,tôi,0.8663
stt2,page_0020,6,0,4,0.571,mới,0.571
stt2,page_0020,6,1,4,0.7812,được,0.7812
stt2,page_0020,6,2,4,0.8883,làm,0.8883
stt2,page_0020,6,3,4,0.1693,đầy,0.1693
stt2,page_0020,6,4,4,0.7626,tớ,0.7626
stt2,page_0020,6,5,4,0.0328,chúa,0.6569
stt2,page_0020,6,6,4,0.2686,giê,0.6293
stt2,page_0020,6,7,4,0.0566,su,0.6299
stt2,page_0020,6,8,4,0.1081,su,0.1081
stt2,page_0020,6,9,4,0.0098,sự,0.9067
stt2,page_0020,6,10,4,0.0005,thế,0.9595
stt2,page_0020,6,11,4,0.1694,gian,0.6222
stt2,page_0020,6,12,4,0.0388,tôi,0.1995
stt2,page_0020,6,13,4,0.4216,tôi,0.4216
stt2,page_0020,6,14,4,0.0119,những,0.1673
stt2,page_0020,6,15,4,0.0257,dù,0.0765
stt2,page_0020,6,16,4,0.0008,chết,0.4336
stt2,page_0020,6,17,4,0.0,giữ,0.1244
stt2,page_0020,6,18,4,0.6341,một,0.6341
stt2,page_0020,6,19,4,0.2552,thiên,0.3641
stt2,page_0020,7,0,4,0.0354,tô,0.088
stt2,page_0020,7,1,4,0.0011,lên,0.117
stt2,page_0020,7,2,4,0.0359,lên,0.1987
stt2,page_0020,7,3,4,0.9383,đức,0.9383
stt2,page_0020,7,4,4,0.9305,chúa,0.9305
stt2,page_0020,7,5,4,0.8412,giê,0.8412
stt2,page_0020,7,6,4,0.527,su,0.527
stt2,page_0020,7,7,4,0.7842,mà,0.7842
stt2,page_0020,7,8,4,0.6463,chớ,0.6463
stt2,page_0020,7,9,4,0.968,dù,0.968
stt2,page_0020,7,10,4,0.5589,mà,0.5589
stt2,page_0020,7,11,4,0.9756,lửa,0.9756
stt2,page_0020,7,12,4,0.0,giảng,0.0624
stt2,page_0020,7,13,4,0.4834,cùng,0.4834
stt2,page_0020,7,14,4,0.5581,muông,0.5581
stt2,page_0020,7,15,4,0.0986,dữ,0.0986
stt2,page_0020,7,16,4,0.0,tượng,0.0923
stt2,page_0020,7,17,4,0.9202,mình,0.9202
stt2,page_0020,7,18,4,0.0,cấm,0.0988
stt2,page_0020,7,19,4,0.0,cao,0.2507
stt2,page_0020,7,20,4,0.5144,ra,0.5144
stt2,page_0020,8,0,4,0.8488,đánh,0.8488
stt2,page_0020,8,1,4,0.8048,chết,0.8048
stt2,page_0020,8,2,4,0.9071,cùng,0.9071
stt2,page_0020,8,3,4,0.7142,mọi,0.7142
stt2,page_0020,8,4,4,0.9166,sự,0.9166
stt2,page_0020,8,5,4,0.7725,dữ,0.7725
stt2,page_0020,8,6,4,0.1692,ma,0.1692
stt2,page_0020,8,7,4,0.1406,ma,0.418
stt2,page_0020,8,8,4,0.0144,ở,0.0348
stt2,page_0020,8,9,4,0.0153,sau,0.1754
stt2,page_0020,8,10,4,0.5648,tôi,0.5648
stt2,page_0020,8,11,4,0.0114,cùng,0.4119
stt2,page_0020,8,12,4,0.013,cùng,0.9179
stt2,page_0020,8,13,4,0.4257,dái,0.4257
stt2,page_0020,8,14,4,0.1334,để,0.2174
stt2,page_0020,8,15,4,0.866,xin,0.866
stt2,page_0020,8,16,4,0.7913,sự,0.7913
stt2,page_0020,8,17,4,0.0062,sự,0.6593
stt2,page_0020,8,18,4,0.0007,khó,0.7792
stt2,page_0020,8,19,4,0.0205,ấy,0.5916
stt2,page_0020,8,20,4,0.0229,đến,0.2514
stt2,page_0020,9,0,4,0.7509,tôi,0.7509
stt2,page_0020,9,1,4,0.9648,cho,0.9648
stt2,page_0020,9,2,4,0.9698,được,0.9698
stt2,page_0020,9,3,4,0.9571,làm,0.9571
stt2,page_0020,9,4,4,0.9746,một,0.9746
stt2,page_0020,9,5,4,0.9578,cùng,0.9578
stt2,page_0020,9,6,4,0.8892,đức,0.8892
stt2,page_0020,9,7,4,0.8873,chúa,0.8873
stt2,page_0020,9,8,4,0.7624,giê,0.7624
stt2,page_0020,9,9,4,0.3055,su,0.3055
stt2,page_0020,9,10,4,0.146,lòng,0.146
stt2,page_0020,9,11,4,0.7958,tôi,0.7958
stt2,page_0020,9,12,4,0.157,chắng,0.4614
stt2,page_0020,9,13,4,0.0039,sự,0.8927
stt2,page_0020,9,14,4,0.0225,gì,0.9218
stt2,page_0020,9,15,4,0.0749,sốt,0.341
stt2,page_0020,9,16,4,0.0,càng,0.122
stt2,page_0020,9,17,4,0.5787,một,0.5787
stt2,page_0020,9,18,4,0.0,trọng,0.1282
stt2,page_0020,9,19,4,0.2359,chịu,0.2359
stt2,page_0020,9,20,4,0.6816,chết,0.6816
stt2,page_0022,1,0,0,0.9356,vì,0.9356
stt2,page_0022,1,1,0,0.9414,chúa,0.9414
stt2,page_0022,1,2,0,0.9491,tôi,0.9491
stt2,page_0022,1,3,0,0.4142,hơn,0.4142
stt2,page_0022,1,4,0,0.916,kẻ,0.916
stt2,page_0022,1,5,0,0.7612,khác,0.7612
stt2,page_0022,1,6,0,0.6823,yêu,0.6823
stt2,page_0022,1,7,0,0.6996,làm,0.6996
stt2,page_0022,1,8,0,0.1856,vua,0.1856
stt2,page_0022,1,9,0,0.0208,lại,0.1339
stt2,page_0022,1,10,0,0.0041,anh,0.197
stt2,page_0022,1,11,0,0.0108,chị,0.2007
stt2,page_0022,1,12,0,0.0003,chớ,0.5108
stt2,page_0022,1,13,0,0.0385,vì,0.1046
stt2,page_0022,1,14,0,0.0021,nó,0.0614
stt2,page_0022,1,15,0,0.3407,lời,0.3407
stt2,page_0022,1,16,0,0.8184,tôi,0.8184
stt2,page_0022,1,17,0,0.9021,nói,0.9021
stt2,page_0022,1,18,0,0.4647,dù,0.4647
stt2,page_0022,1,19,0,0.8798,vậy,0.8798
stt2,page_0022,1,20,0,0.1569,chưa,0.7367
stt2,page_0022,1,21,0,0.0,dân,0.1802
stt2,page_0022,2,0,0,0.9507,mà,0.9507
stt2,page_0022,2,1,0,0.707,chăng,0.707
stt2,page_0022,2,2,0,0.9868,cho,0.9868
stt2,page_0022,2,3,0,0.7078,tôi,0.7078
stt2,page_0022,2,4,0,0.7798,đi,0.7798
stt2,page_0022,2,5,0,0.2772,đường,0.2772
stt2,page_0022,2,6,0,0.5847,sống,0.5847
stt2,page_0022,2,7,0,0.4218,này,0.4218
stt2,page_0022,2,8,0,0.9818,vì,0.9818
stt2,page_0022,2,9,0,0.4398,chưng,0.4398
stt2,page_0022,2,10,0,0.1626,đức,0.1626
stt2,page_0022,2,11,0,0.9705,chúa,0.9705
stt2,page_0022,2,12,0,0.957,giê,0.957
stt2,page_0022,2,13,0,0.8063,su,0.8063
stt2,page_0022,2,14,0,0.8288,là,0.8288
stt2,page_0022,2,15,0,0.8341,sống,0.8341
stt2,page_0022,2,16,0,0.1157,tiếng,0.1491
stt2,page_0022,2,17,0,0.8953,chớ,0.8953
stt2,page_0022,2,18,0,0.905,toan,0.905
stt2,page_0022,2,19,0,0.9484,cầu,0.9484
stt2,page_0022,2,20,0,0.9429,cho,0.9429
stt2,page_0022,3,0,0,0.4643,tôi,0.4643
stt2,page_0022,3,1,0,0.9596,khỏi,0.9596
stt2,page_0022,3,2,0,0.0015,giết,0.1879
stt2,page_0022,3,3,0,0.8802,vì,0.8802
stt2,page_0022,3,4,0,0.1661,vì,0.4768
stt2,page_0022,3,5,0,0.0241,chúa,0.0571
stt2,page_0022,3,6,0,0.0581,chăng,0.0581
stt2,page_0022,3,7,0,0.7795,được,0.7795
stt2,page_0022,3,8,0,0.1106,được,0.3066
stt2,page_0022,3,9,0,0.8833,cùng,0.8833
stt2,page_0022,3,10,0,0.5911,đức,0.5911
stt2,page_0022,3,11,0,0.8234,chúa,0.8234
stt2,page_0022,3,12,0,0.1057,chúa,0.4682
stt2,page_0022,3,13,0,0.9205,su,0.9205
stt2,page_0022,3,14,0,0.554,là,0.554
stt2,page_0022,3,15,0,0.8044,chết,0.8044
stt2,page_0022,3,16,0,0.481,thật,0.481
stt2,page_0022,3,17,0,0.993,ai,0.993
stt2,page_0022,3,18,0,0.6729,muốn,0.6729
stt2,page_0022,3,19,0,0.7806,đẹp,0.7806
stt2,page_0022,3,20,0,0.5501,lòng,0.5501
stt2,page_0022,4,0,0,0.9492,đức,0.9492
stt2,page_0022,4,1,0,0.9716,chúa,0.9716
stt2,page_0022,4,2,0,0.9756,trời,0.9756
stt2,page_0022,4,3,0,0.8507,chăng,0.8507
stt2,page_0022,4,4,0,0.8609,được,0.8609
stt2,page_0022,4,5,0,0.2912,đẹp,0.2912
stt2,page_0022,4,6,0,0.9895,lòng,0.9895
stt2,page_0022,4,7,0,0.972,người,0.972
stt2,page_0022,4,8,0,0.9041,ta,0.9041
stt2,page_0022,4,9,0,0.9961,thế,0.9961
stt2,page_0022,4,10,0,0.7929,gian,0.7929
stt2,page_0022,4,11,0,0.027,ở,0.1046
stt2,page_0022,4,12,0,0.1053,anh,0.1053
stt2,page_0022,4,13,0,0.0343,anh,0.4553
stt2,page_0022,4,14,0,0.0005,em,0.5897
stt2,page_0022,4,15,0,0.2311,cầu,0.2311
stt2,page_0022,4,16,0,0.2801,cho,0.2801
stt2,page_0022,4,17,0,0.0825,cho,0.4375
stt2,page_0022,4,18,0,0.0136,tôi,0.3775
stt2,page_0022,4,19,0,0.774,chước,0.774
stt2,page_0022,4,20,0,0.3304,sự,0.3304
stt2,page_0022,5,0,0,0.075,thương,0.075
stt2,page_0022,5,1,0,0.9451,khó,0.9451
stt2,page_0022,5,2,0,0.6091,chúa,0.6091
stt2,page_0022,5,3,0,0.9224,tôi,0.9224
stt2,page_0022,5,4,0,0.0,đêm,0.0758
stt2,page_0022,5,5,0,0.7186,bằng,0.7186
stt2,page_0022,5,6,0,0.967,tôi,0.967
stt2,page_0022,5,7,0,1e-04,khỏi,0.6353
stt2,page_0022,5,8,0,0.8097,thì,0.8097
stt2,page_0022,5,9,0,0.799,mới,0.799
stt2,page_0022,5,10,0,0.0774,bấy,0.0982
stt2,page_0022,5,11,0,0.9578,anh,0.9578
stt2,page_0022,5,12,0,0.3842,em,0.3842
stt2,page_0022,5,13,0,0.1183,tôi,0.2928
stt2,page_0022,5,14,0,0.4008,tôi,0.4008
stt2,page_0022,5,15,0,0.6494,ấy,0.6494
stt2,page_0022,5,16,0,0.0405,thánh,0.7144
stt2,page_0022,5,17,0,0.0472,ấy,0.0663
stt2,page_0022,5,18,0,0.6733,ông,0.6733
stt2,page_0022,6,0,0,0.6504,thánh,0.6504
stt2,page_0022,6,1,0,0.0,vua,0.0523
stt2,page_0022,6,2,0,0.7023,na,0.7023
stt2,page_0022,6,3,0,0.0002,thì,0.6926
stt2,page_0022,6,4,0,0.0309,thì,0.3733
stt2,page_0022,6,5,0,0.0,vậy,0.9725
stt2,page_0022,6,6,0,0.0,kẻ,0.9014
stt2,page_0022,6,7,0,0.0613,đã,0.1089
stt2,page_0022,6,8,0,0.0092,chớ,0.8072
stt2,page_0022,6,9,0,0.1802,tỏ,0.1802
stt2,page_0022,6,10,0,0.4263,sự,0.4263
stt2,page_0022,6,11,0,0.8676,đức,0.8676
stt2,page_0022,6,12,0,0.9645,chúa,0.9645
stt2,page_0022,6,13,0,0.0096,nghe,0.8724
stt2,page_0022,6,14,0,0.1852,nghe,0.1852
stt2,page_0022,6,15,0,0.6528,thư,0.6528
stt2,page_0022,6,16,0,0.4065,này,0.4065
stt2,page_0022,6,17,0,0.479,thì,0.479
stt2,page_0022,6,18,0,0.0549,giê,0.0777
stt2,page_0022,7,0,0,0.0003,là,0.6162
stt2,page_0022,7,1,0,0.8034,phải,0.8034
stt2,page_0022,7,2,0,0.8199,song,0.8199
stt2,page_0022,7,3,0,0.6982,le,0.6982
stt2,page_0022,7,4,0,0.9282,lời,0.9282
stt2,page_0022,7,5,0,0.6944,trong,0.6944
stt2,page_0022,7,6,0,0.8124,thư,0.8124
stt2,page_0022,7,7,0,0.8662,là,0.8662
stt2,page_0022,7,8,0,0.3278,lẽ,0.3278
stt2,page_0022,7,9,0,0.873,kẻ,0.873
stt2,page_0022,7,10,0,0.9865,sáng,0.9865
stt2,page_0022,7,11,0,0.8875,con,0.8875
stt2,page_0022,7,12,0,0.515,mắt,0.515
stt2,page_0022,7,13,0,0.9953,linh,0.9953
stt2,page_0022,7,14,0,0.5853,hồn,0.5853
stt2,page_0022,7,15,0,0.9668,thì,0.9668
stt2,page_0022,7,16,0,0.0091,trọng,0.4156
stt2,page_0022,7,17,0,0.8504,bấy,0.8504
stt2,page_0022,7,18,0,0.9569,nhiêu,0.9569
stt2,page_0022,7,19,0,0.6726,sự,0.6726
stt2,page_0022,7,20,0,0.4157,ấy,0.4157
stt2,page_0022,8,0,0,0.9648,mà,0.9648
stt2,page_0022,8,1,0,0.5282,chớ,0.5282
stt2,page_0022,8,2,0,0.7984,đoạn,0.7984
stt2,page_0022,8,3,0,0.9409,ông,0.9409
stt2,page_0022,8,4,0,0.9674,thánh,0.9674
stt2,page_0022,8,5,0,0.0,trời,0.2739
stt2,page_0022,8,6,0,0.9753,na,0.9753
stt2,page_0022,8,7,0,0.1274,giu,0.2882
stt2,page_0022,8,8,0,0.963,qua,0.963
stt2,page_0022,8,9,0,0.6491,nước,0.6491
stt2,page_0022,8,10,0,0.0213,nó,0.7506
stt2,page_0022,8,11,0,0.805,nước,0.805
stt2,page_0022,8,12,0,0.6688,kia,0.6688
stt2,page_0022,8,13,0,0.73,các,0.73
stt2,page_0022,8,14,0,0.2386,bổn,0.6639
stt2,page_0022,8,15,0,0.8166,đạo,0.8166
stt2,page_0022,8,16,0,0.4653,đâu,0.4653
stt2,page_0022,8,17,0,0.756,đấy,0.756
stt2,page_0022,8,18,0,0.9032,ra,0.9032
stt2,page_0022,8,19,0,0.8958,rước,0.8958
stt2,page_0022,8,20,0,0.6559,mừng,0.6559
stt2,page_0022,8,21,0,0.7798,cùng,0.7798
stt2,page_0022,9,0,0,0.358,thương,0.358
stt2,page_0022,9,1,0,0.6696,người,0.6696
stt2,page_0022,9,2,0,0.9591,thành,0.9591
stt2,page_0022,9,3,0,0.0012,khóc,0.3501
stt2,page_0022,9,4,0,0.0636,rô,0.7537
stt2,page_0022,9,5,0,0.0002,ma,0.8134
stt2,page_0022,9,6,0,0.0,quân,0.8595
stt2,page_0022,9,7,0,1e-04,dữ,0.7904
stt2,page_0022,9,8,0,0.0,con,0.268
stt2,page_0022,9,9,0,0.0,soi,0.2423
stt2,page_0022,9,10,0,0.0002,được,0.7221
stt2,page_0022,9,11,0,0.0,mà,0.6536
stt2,page_0022,9,12,0,1e-04,đánh,0.6576
stt2,page_0022,9,13,0,0.0002,cùng,0.9449
stt2,page_0022,9,14,0,0.0012,a,0.1474
stt2,page_0022,9,15,0,0.0057,liêm,0.3189
stt2,page_0022,9,16,0,0.0012,móc,0.2312
stt2,page_0022,9,17,0,0.0076,thịt,0.6385
stt2,page_0022,9,18,0,0.0003,ra,0.6395
stt2,page_0022,9,19,0,0.0,đoạn,0.8124
stt2,page_0022,9,20,0,0.0,lấy,0.5375
stt2,page_0022,9,21,0,0.0002,cùng,0.188
stt2,page_0024,1,0,4,0.0,giải,0.0996
stt2,page_0024,1,1,4,0.0656,chớ,0.1057
stt2,page_0024,1,2,4,0.1512,bao,0.2533
stt2,page_0024,1,3,4,0.946,dấu,0.946
stt2,page_0024,1,4,4,0.0,đinh,0.0364
stt2,page_0024,1,5,4,0.9277,cùng,0.9277
stt2,page_0024,1,6,4,0.8267,lấy,0.8267
stt2,page_0024,1,7,4,0.0415,đi,0.1055
stt2,page_0024,1,8,4,0.7303,đá,0.7303
stt2,page_0024,1,9,4,0.8582,những,0.8582
stt2,page_0024,1,10,4,0.0,nghiệp,0.0745
stt2,page_0024,1,11,4,0.0,xác,0.1228
stt2,page_0024,1,12,4,0.4496,mà,0.4496
stt2,page_0024,1,13,4,0.0,khỏi,0.2834
stt2,page_0024,1,14,4,0.0013,khỏi,0.0551
stt2,page_0024,1,15,4,0.6888,dấu,0.6888
stt2,page_0024,1,16,4,0.4924,cho,0.4924
stt2,page_0024,1,17,4,0.9144,khốn,0.9144
stt2,page_0024,1,18,4,0.2676,để,0.2676
stt2,page_0024,1,19,4,0.8207,ba,0.8207
stt2,page_0024,1,20,4,0.4668,ngày,0.4668
stt2,page_0024,1,21,4,0.0546,nó,0.0712
stt2,page_0024,2,0,4,0.0105,đoạn,0.0385
stt2,page_0024,2,1,4,0.458,chăng,0.458
stt2,page_0024,2,2,4,0.9549,cho,0.9549
stt2,page_0024,2,3,4,0.008,đấy,0.9397
stt2,page_0024,2,4,4,0.3508,gì,0.3508
stt2,page_0024,2,5,4,0.4628,ăn,0.4628
stt2,page_0024,2,6,4,0.5213,uống,0.5213
stt2,page_0024,2,7,4,0.0043,ngày,0.8773
stt2,page_0024,2,8,4,0.4978,ngày,0.4978
stt2,page_0024,2,9,4,0.0022,nó,0.5567
stt2,page_0024,2,10,4,0.0016,mừng,0.7987
stt2,page_0024,2,11,4,0.0094,thì,0.2837
stt2,page_0024,2,12,4,0.0285,giặc,0.1863
stt2,page_0024,2,13,4,0.0017,giê,0.0365
stt2,page_0024,2,14,4,0.0,sư,0.713
stt2,page_0024,2,15,4,0.0245,tử,0.3912
stt2,page_0024,2,16,4,0.0002,ra,0.5164
stt2,page_0024,2,17,4,0.0,cả,0.5152
stt2,page_0024,2,18,4,1e-04,và,0.9846
stt2,page_0024,2,19,4,0.139,và,0.139
stt2,page_0024,2,20,4,0.3791,thành,0.3791
stt2,page_0024,2,21,4,0.0,lại,0.3355
stt2,page_0024,3,0,4,0.9338,mà,0.9338
stt2,page_0024,3,1,4,0.0715,ở,0.2078
stt2,page_0024,3,2,4,0.9138,mới,0.9138
stt2,page_0024,3,3,4,0.6886,bỏ,0.6886
stt2,page_0024,3,4,4,0.5574,ông,0.5574
stt2,page_0024,3,5,4,0.8668,thánh,0.8668
stt2,page_0024,3,6,4,0.9621,ấy,0.9621
stt2,page_0024,3,7,4,0.2635,vào,0.2635
stt2,page_0024,3,8,4,0.9521,cho,0.9521
stt2,page_0024,3,9,4,0.9079,nó,0.9079
stt2,page_0024,3,10,4,0.926,ăn,0.926
stt2,page_0024,3,11,4,0.1848,thịt,0.1848
stt2,page_0024,3,12,4,0.9541,người,0.9541
stt2,page_0024,3,13,4,0.9118,vào,0.9118
stt2,page_0024,3,14,4,0.0011,thế,0.1208
stt2,page_0024,3,15,4,0.977,ấy,0.977
stt2,page_0024,3,16,4,0.9577,cả,0.9577
stt2,page_0024,3,17,4,0.8673,và,0.8673
stt2,page_0024,3,18,4,0.6525,thiên,0.6525
stt2,page_0024,3,19,4,0.9063,hạ,0.9063
stt2,page_0024,3,20,4,0.0,quân,0.1375
stt2,page_0024,4,0,4,0.7959,thì,0.7959
stt2,page_0024,4,1,4,0.9439,người,0.9439
stt2,page_0024,4,2,4,0.5843,răng,0.5843
stt2,page_0024,4,3,4,0.8414,phô,0.8414
stt2,page_0024,4,4,4,0.9395,ông,0.9395
stt2,page_0024,4,5,4,0.8535,chớ,0.8535
stt2,page_0024,4,6,4,0.0,dễ,0.05
stt2,page_0024,4,7,4,0.7873,là,0.7873
stt2,page_0024,4,8,4,0.7469,tôi,0.7469
stt2,page_0024,4,9,4,0.6579,phải,0.6579
stt2,page_0024,4,10,4,0.8841,sự,0.8841
stt2,page_0024,4,11,4,0.2295,này,0.2295
stt2,page_0024,4,12,4,0.1905,vì,0.1905
stt2,page_0024,4,13,4,0.8832,tội,0.8832
stt2,page_0024,4,14,4,1e-04,sự,0.9281
stt2,page_0024,4,15,4,0.0036,gì,0.9812
stt2,page_0024,4,16,4,0.3876,tôi,0.3876
stt2,page_0024,4,17,4,0.9271,chịu,0.9271
stt2,page_0024,4,18,4,0.9812,vì,0.9812
stt2,page_0024,4,19,4,0.1892,đã,0.1892
stt2,page_0024,5,0,4,0.4417,ước,0.4417
stt2,page_0024,5,1,4,0.9703,ao,0.9703
stt2,page_0024,5,2,4,0.7062,đến,0.7062
stt2,page_0024,5,3,4,0.7391,cùng,0.7391
stt2,page_0024,5,4,4,0.0437,tin,0.0744
stt2,page_0024,5,5,4,0.1821,trời,0.8032
stt2,page_0024,5,6,4,0.5275,trời,0.5275
stt2,page_0024,5,7,4,0.0006,chớ,0.8228
stt2,page_0024,5,8,4,0.2801,chớ,0.2801
stt2,page_0024,5,9,4,0.0,vàng,0.08
stt2,page_0024,5,10,4,0.9914,khi,0.9914
stt2,page_0024,5,11,4,0.887,người,0.887
stt2,page_0024,5,12,4,0.2285,còn,0.2285
stt2,page_0024,5,13,4,0.3503,nói,0.3503
stt2,page_0024,5,14,4,0.9355,thì,0.9355
stt2,page_0024,5,15,4,0.002,thì,0.7897
stt2,page_0024,5,16,4,0.0002,nghe,0.3035
stt2,page_0024,5,17,4,0.0721,sư,0.2063
stt2,page_0024,5,18,4,0.0576,tử,0.5792
stt2,page_0024,5,19,4,0.0,kêu,0.2057
stt2,page_0024,5,20,4,0.0,ấy,0.1186
stt2,page_0024,5,21,4,0.8748,mà,0.8748
stt2,page_0024,5,22,4,0.2532,ra,0.2532
stt2,page_0024,5,23,4,0.007,bay,0.6331
stt2,page_0024,6,0,4,0.6657,giờ,0.6657
stt2,page_0024,6,1,4,0.9113,ông,0.9113
stt2,page_0024,6,2,4,0.9285,thánh,0.9285
stt2,page_0024,6,3,4,0.0,y,0.5231
stt2,page_0024,6,4,4,0.7271,na,0.7271
stt2,page_0024,6,5,4,0.4425,xu,0.4425
stt2,page_0024,6,6,4,0.4822,mừng,0.4822
stt2,page_0024,6,7,4,0.0359,là,0.0435
stt2,page_0024,6,8,4,0.6631,vui,0.6631
stt2,page_0024,6,9,4,0.214,mặt,0.214
stt2,page_0024,6,10,4,0.261,răng,0.641
stt2,page_0024,6,11,4,0.7407,tôi,0.7407
stt2,page_0024,6,12,4,0.92,là,0.92
stt2,page_0024,6,13,4,0.0,là,0.0642
stt2,page_0024,6,14,4,0.0,có,0.0713
stt2,page_0024,6,15,4,0.8535,đức,0.8535
stt2,page_0024,6,16,4,0.3083,giê,0.4629
stt2,page_0024,6,17,4,0.5646,giê,0.5646
stt2,page_0024,6,18,4,0.1832,su,0.1832
stt2,page_0024,6,19,4,0.0,sư,0.1571
stt2,page_0024,6,20,4,0.0798,tử,0.5762
stt2,page_0024,6,21,4,0.3363,ít,0.3363
stt2,page_0024,7,0,4,0.4866,nữa,0.4866
stt2,page_0024,7,1,4,0.0,nhiều,0.0985
stt2,page_0024,7,2,4,0.1184,tôi,0.1184
stt2,page_0024,7,3,4,0.0782,nết,0.5963
stt2,page_0024,7,4,4,0.1645,như,0.1645
stt2,page_0024,7,5,4,0.0,khuyên,0.2477
stt2,page_0024,7,6,4,0.1924,nên,0.1924
stt2,page_0024,7,7,4,0.0883,lạ,0.1331
stt2,page_0024,7,8,4,0.9179,để,0.9179
stt2,page_0024,7,9,4,0.9755,cho,0.9755
stt2,page_0024,7,10,4,0.8097,đức,0.8097
stt2,page_0024,7,11,4,0.7122,chúa,0.7122
stt2,page_0024,7,12,4,0.9613,khi,0.9613
stt2,page_0024,7,13,4,0.7831,còn,0.7831
stt2,page_0024,7,14,4,0.5963,nói,0.5963
stt2,page_0024,7,15,4,0.112,điều,0.112
stt2,page_0024,7,16,4,0.7218,ấy,0.7218
stt2,page_0024,7,17,4,0.5766,thì,0.5766
stt2,page_0024,7,18,4,0.4016,sư,0.4016
stt2,page_0024,7,19,4,0.8731,tử,0.8731
stt2,page_0024,7,20,4,0.9842,đến,0.9842
stt2,page_0024,7,21,4,0.0,rằng,0.197
stt2,page_0024,7,22,4,0.0,người,0.8829
stt2,page_0024,7,23,4,0.0,chết,0.3792
stt2,page_0024,8,0,4,0.8094,thì,0.8094
stt2,page_0024,8,1,4,0.9748,linh,0.9748
stt2,page_0024,8,2,4,0.7044,hồn,0.7044
stt2,page_0024,8,3,4,0.0565,trọng,0.154
stt2,page_0024,8,4,4,0.4477,ấy,0.4477
stt2,page_0024,8,5,4,0.5254,được,0.5254
stt2,page_0024,8,6,4,0.9788,sự,0.9788
stt2,page_0024,8,7,4,0.5506,ước,0.5506
stt2,page_0024,8,8,4,0.9594,ao,0.9594
stt2,page_0024,8,9,4,0.7424,đã,0.7424
stt2,page_0024,8,10,4,0.1227,sau,0.1632
stt2,page_0024,8,11,4,0.8508,làm,0.8508
stt2,page_0024,8,12,4,0.9251,một,0.9251
stt2,page_0024,8,13,4,0.2016,cũng,0.3811
stt2,page_0024,8,14,4,0.301,chúa,0.301
stt2,page_0024,8,15,4,0.2193,mình,0.2193
stt2,page_0024,8,16,4,0.0,ấy,0.9048
stt2,page_0024,8,17,4,0.2673,ấy,0.2694
stt2,page_0024,8,18,4,0.9023,thánh,0.9023
stt2,page_0024,8,19,4,0.0323,thánh,0.4994
stt2,page_0024,8,20,4,0.0,an,0.3545
stt2,page_0024,8,21,4,1e-04,này,0.1541
stt2,page_0024,8,22,4,0.0574,nơi,0.3152
stt2,page_0024,8,23,4,0.0,răng,0.3748
stt2,page_0024,9,0,4,0.7971,khi,0.7971
stt2,page_0024,9,1,4,0.1997,chúng,0.2974
stt2,page_0024,9,2,4,0.9943,các,0.9943
stt2,page_0024,9,3,4,0.0719,các,0.0763
stt2,page_0024,9,4,4,0.078,sao,0.1607
stt2,page_0024,9,5,4,0.4104,ông,0.4104
stt2,page_0024,9,6,4,0.8076,thánh,0.8076
stt2,page_0024,9,7,4,0.0,chúa,0.5251
stt2,page_0024,9,8,4,0.102,vâng,0.1032
stt2,page_0024,9,9,4,0.2625,xu,0.2625
stt2,page_0024,9,10,4,0.4071,đi,0.4071
stt2,page_0024,9,11,4,0.626,người,0.626
stt2,page_0024,9,12,4,0.008,người,0.494
stt2,page_0024,9,13,4,0.0276,cáo,0.0561
stt2,page_0024,9,14,4,0.6388,đức,0.6388
stt2,page_0024,9,15,4,0.7336,chúa,0.7336
