nom_char,unicode,count,weight_balanced,bucket
證,U+8B49,3,4.8894,HAN_BASIC
骇,U+9A87,3,4.8894,HAN_BASIC
𬁐,U+2C050,3,4.8894,NOM_EXT_B_PLUS
𡑴,U+21474,3,4.8894,NOM_EXT_B_PLUS
𧍍,U+2734D,3,4.8894,NOM_EXT_B_PLUS
𪤽,U+2A93D,3,4.8894,NOM_EXT_B_PLUS
弰,U+5F30,3,4.8894,HAN_BASIC
𠃠,U+200E0,3,4.8894,NOM_EXT_B_PLUS
檜,U+6A9C,3,4.8894,HAN_BASIC
𥛉,U+256C9,3,4.8894,NOM_EXT_B_PLUS
寶,U+5BF6,3,4.8894,HAN_BASIC
𠑶,U+20476,3,4.8894,NOM_EXT_B_PLUS
𠎩,U+203A9,3,4.8894,NOM_EXT_B_PLUS
𠿥,U+20FE5,3,4.8894,NOM_EXT_B_PLUS
𡥎,U+2194E,3,4.8894,NOM_EXT_B_PLUS
冉,U+5189,3,4.8894,HAN_BASIC
楓,U+6953,3,4.8894,HAN_BASIC
祭,U+796D,3,4.8894,HAN_BASIC
二,U+4E8C,2,7.334,HAN_BASIC
十,U+5341,2,7.334,HAN_BASIC
匹,U+5339,2,7.334,HAN_BASIC
匠,U+5320,2,7.334,HAN_BASIC
耽,U+803D,2,7.334,HAN_BASIC
獪,U+736A,2,7.334,HAN_BASIC
翹,U+7FF9,2,7.334,HAN_BASIC
潘,U+6F58,2,7.334,HAN_BASIC
𥌧,U+25327,2,7.334,NOM_EXT_B_PLUS
偪,U+506A,2,7.334,HAN_BASIC
織,U+7E54,2,7.334,HAN_BASIC
𠘷,U+20637,2,7.334,NOM_EXT_B_PLUS
㖧,U+35A7,2,7.334,CJK_EXT_A
𥊴,U+252B4,2,7.334,NOM_EXT_B_PLUS
㳈,U+3CC8,2,7.334,CJK_EXT_A
艮,U+826E,2,7.334,HAN_BASIC
止,U+6B62,2,7.334,HAN_BASIC
愒,U+6112,2,7.334,HAN_BASIC
樗,U+6A17,2,7.334,HAN_BASIC
𠜭,U+2072D,2,7.334,NOM_EXT_B_PLUS
盅,U+76C5,2,7.334,HAN_BASIC
妻,U+59BB,2,7.334,HAN_BASIC
𠾕,U+20F95,2,7.334,NOM_EXT_B_PLUS
沔,U+6C94,2,7.334,HAN_BASIC
秄,U+79C4,2,7.334,HAN_BASIC
獰,U+7370,2,7.334,HAN_BASIC
𠹲,U+20E72,2,7.334,NOM_EXT_B_PLUS
𤻒,U+24ED2,2,7.334,NOM_EXT_B_PLUS
啦,U+5566,2,7.334,HAN_BASIC
垠,U+57A0,2,7.334,HAN_BASIC
醃,U+9183,2,7.334,HAN_BASIC
凼,U+51FC,2,7.334,HAN_BASIC
卭,U+536D,2,7.334,HAN_BASIC
谙,U+8C19,2,7.334,HAN_BASIC
渇,U+6E07,2,7.334,HAN_BASIC
俎,U+4FCE,2,7.334,HAN_BASIC
乎,U+4E4E,2,7.334,HAN_BASIC
傉,U+5089,2,7.334,HAN_BASIC
箭,U+7BAD,2,7.334,HAN_BASIC
郕,U+90D5,2,7.334,HAN_BASIC
汵,U+6C75,2,7.334,HAN_BASIC
瞢,U+77A2,2,7.334,HAN_BASIC
歍,U+6B4D,2,7.334,HAN_BASIC
榡,U+69A1,2,7.334,HAN_BASIC
右,U+53F3,2,7.334,HAN_BASIC
𤌭,U+2432D,2,7.334,NOM_EXT_B_PLUS
𡂰,U+210B0,2,7.334,NOM_EXT_B_PLUS
犆,U+7286,2,7.334,HAN_BASIC
塗,U+5857,2,7.334,HAN_BASIC
𤳧,U+24CE7,2,7.334,NOM_EXT_B_PLUS
舉,U+8209,2,7.334,HAN_BASIC
瑭,U+746D,2,7.334,HAN_BASIC
𫬱,U+2BB31,2,7.334,NOM_EXT_B_PLUS
婓,U+5A53,2,7.334,HAN_BASIC
饶,U+9976,2,7.334,HAN_BASIC
迟,U+8FDF,2,7.334,HAN_BASIC
觰,U+89F0,2,7.334,HAN_BASIC
吣,U+5423,2,7.334,HAN_BASIC
𦶀,U+26D80,2,7.334,NOM_EXT_B_PLUS
娩,U+5A29,2,7.334,HAN_BASIC
𦴋,U+26D0B,2,7.334,NOM_EXT_B_PLUS
𠤵,U+20935,2,7.334,NOM_EXT_B_PLUS
澌,U+6F8C,2,7.334,HAN_BASIC
卆,U+5346,2,7.334,HAN_BASIC
𢕸,U+22578,2,7.334,NOM_EXT_B_PLUS
猾,U+733E,2,7.334,HAN_BASIC
嗤,U+55E4,2,7.334,HAN_BASIC
𡖵,U+215B5,2,7.334,NOM_EXT_B_PLUS
綧,U+7DA7,2,7.334,HAN_BASIC
護,U+8B77,2,7.334,HAN_BASIC
暴,U+66B4,2,7.334,HAN_BASIC
斛,U+659B,2,7.334,HAN_BASIC
㸃,U+3E03,2,7.334,CJK_EXT_A
職,U+8077,2,7.334,HAN_BASIC
柏,U+67CF,2,7.334,HAN_BASIC
入,U+5165,2,7.334,HAN_BASIC
𠌊,U+2030A,2,7.334,NOM_EXT_B_PLUS
跫,U+8DEB,2,7.334,HAN_BASIC
𦰢,U+26C22,2,7.334,NOM_EXT_B_PLUS
殚,U+6B9A,2,7.334,HAN_BASIC
𣳪,U+23CEA,2,7.334,NOM_EXT_B_PLUS
𡎥,U+213A5,2,7.334,NOM_EXT_B_PLUS
沉,U+6C89,2,7.334,HAN_BASIC
𡮮,U+21BAE,2,7.334,NOM_EXT_B_PLUS
𫲳,U+2BCB3,2,7.334,NOM_EXT_B_PLUS
矟,U+77DF,2,7.334,HAN_BASIC
詀,U+8A40,2,7.334,HAN_BASIC
揇,U+63C7,2,7.334,HAN_BASIC
𤼸,U+24F38,2,7.334,NOM_EXT_B_PLUS
湔,U+6E54,2,7.334,HAN_BASIC
赖,U+8D56,2,7.334,HAN_BASIC
踏,U+8E0F,2,7.334,HAN_BASIC
嘽,U+563D,2,7.334,HAN_BASIC
䊏,U+428F,2,7.334,CJK_EXT_A
竿,U+7AFF,2,7.334,HAN_BASIC
㥒,U+3952,2,7.334,CJK_EXT_A
侇,U+4F87,2,7.334,HAN_BASIC
嗻,U+55FB,2,7.334,HAN_BASIC
堗,U+5817,2,7.334,HAN_BASIC
拴,U+62F4,2,7.334,HAN_BASIC
獁,U+7341,2,7.334,HAN_BASIC
𠴔,U+20D14,2,7.334,NOM_EXT_B_PLUS
笀,U+7B00,2,7.334,HAN_BASIC
扌,U+624C,2,7.334,HAN_BASIC
业,U+4E1A,2,7.334,HAN_BASIC
𠮾,U+20BBE,2,7.334,NOM_EXT_B_PLUS
第,U+7B2C,2,7.334,HAN_BASIC
嵦,U+5D66,2,7.334,HAN_BASIC
桧,U+6867,2,7.334,HAN_BASIC
尞,U+5C1E,2,7.334,HAN_BASIC
𤢗,U+24897,2,7.334,NOM_EXT_B_PLUS
𡪇,U+21A87,2,7.334,NOM_EXT_B_PLUS
㾞,U+3F9E,2,7.334,CJK_EXT_A
𠴜,U+20D1C,2,7.334,NOM_EXT_B_PLUS
臤,U+81E4,2,7.334,HAN_BASIC
𬗝,U+2C5DD,2,7.334,NOM_EXT_B_PLUS
惟,U+60DF,2,7.334,HAN_BASIC
𠳿,U+20CFF,2,7.334,NOM_EXT_B_PLUS
𣲍,U+23C8D,2,7.334,NOM_EXT_B_PLUS
擔,U+64D4,2,7.334,HAN_BASIC
銩,U+92A9,2,7.334,HAN_BASIC
侭,U+4FAD,2,7.334,HAN_BASIC
摼,U+647C,2,7.334,HAN_BASIC
𠰮,U+20C2E,2,7.334,NOM_EXT_B_PLUS
鄰,U+9130,2,7.334,HAN_BASIC
泯,U+6CEF,2,7.334,HAN_BASIC
殽,U+6BBD,2,7.334,HAN_BASIC
沱,U+6CB1,2,7.334,HAN_BASIC
𪤄,U+2A904,2,7.334,NOM_EXT_B_PLUS
祃,U+7943,2,7.334,HAN_BASIC
螻,U+87BB,2,7.334,HAN_BASIC
歕,U+6B55,2,7.334,HAN_BASIC
卷,U+5377,2,7.334,HAN_BASIC
冊,U+518A,2,7.334,HAN_BASIC
𣡤,U+23864,2,7.334,NOM_EXT_B_PLUS
𣦮,U+239AE,2,7.334,NOM_EXT_B_PLUS
钗,U+9497,2,7.334,HAN_BASIC
𦒹,U+264B9,2,7.334,NOM_EXT_B_PLUS
囒,U+56D2,2,7.334,HAN_BASIC
𠱾,U+20C7E,2,7.334,NOM_EXT_B_PLUS
哾,U+54FE,2,7.334,HAN_BASIC
光,U+5149,2,7.334,HAN_BASIC
匏,U+530F,2,7.334,HAN_BASIC
園,U+5712,2,7.334,HAN_BASIC
𠸖,U+20E16,2,7.334,NOM_EXT_B_PLUS
渾,U+6E3E,2,7.334,HAN_BASIC
壑,U+58D1,2,7.334,HAN_BASIC
𡎟,U+2139F,2,7.334,NOM_EXT_B_PLUS
䪩,U+4AA9,2,7.334,CJK_EXT_A
尟,U+5C1F,2,7.334,HAN_BASIC
𠤩,U+20929,2,7.334,NOM_EXT_B_PLUS
陔,U+9654,2,7.334,HAN_BASIC
䏾,U+43FE,2,7.334,CJK_EXT_A
莽,U+83BD,2,7.334,HAN_BASIC
西,U+897F,2,7.334,HAN_BASIC
𢀱,U+22031,2,7.334,NOM_EXT_B_PLUS
坫,U+576B,2,7.334,HAN_BASIC
殸,U+6BB8,2,7.334,HAN_BASIC
醜,U+919C,2,7.334,HAN_BASIC
瞶,U+77B6,2,7.334,HAN_BASIC
𢴛,U+22D1B,2,7.334,NOM_EXT_B_PLUS
綴,U+7DB4,2,7.334,HAN_BASIC
具,U+5177,2,7.334,HAN_BASIC
𢩫,U+22A6B,2,7.334,NOM_EXT_B_PLUS
𣏾,U+233FE,2,7.334,NOM_EXT_B_PLUS
摷,U+6477,2,7.334,HAN_BASIC
摡,U+6461,2,7.334,HAN_BASIC
捆,U+6346,2,7.334,HAN_BASIC
鯯,U+9BEF,2,7.334,HAN_BASIC
㘈,U+3608,2,7.334,CJK_EXT_A
来,U+6765,2,7.334,HAN_BASIC
㛰,U+36F0,2,7.334,CJK_EXT_A
息,U+606F,2,7.334,HAN_BASIC
𨖼,U+285BC,2,7.334,NOM_EXT_B_PLUS
㘋,U+360B,2,7.334,CJK_EXT_A
閦,U+95A6,2,7.334,HAN_BASIC
𢫫,U+22AEB,2,7.334,NOM_EXT_B_PLUS
緷,U+7DF7,2,7.334,HAN_BASIC
欛,U+6B1B,2,7.334,HAN_BASIC
挍,U+630D,2,7.334,HAN_BASIC
溇,U+6E87,2,7.334,HAN_BASIC
不,U+4E0D,2,7.334,HAN_BASIC
摚,U+645A,2,7.334,HAN_BASIC
垬,U+57AC,2,7.334,HAN_BASIC
𠡚,U+2085A,2,7.334,NOM_EXT_B_PLUS
枓,U+6793,2,7.334,HAN_BASIC
𧒇,U+27487,2,7.334,NOM_EXT_B_PLUS
荏,U+834F,2,7.334,HAN_BASIC
𤝑,U+24751,2,7.334,NOM_EXT_B_PLUS
斚,U+659A,2,7.334,HAN_BASIC
亰,U+4EB0,2,7.334,HAN_BASIC
璀,U+7480,2,7.334,HAN_BASIC
喻,U+55BB,2,7.334,HAN_BASIC
埬,U+57EC,2,7.334,HAN_BASIC
槽,U+69FD,2,7.334,HAN_BASIC
澳,U+6FB3,2,7.334,HAN_BASIC
𣭜,U+23B5C,2,7.334,NOM_EXT_B_PLUS
任,U+4EFB,2,7.334,HAN_BASIC
匋,U+530B,2,7.334,HAN_BASIC
𢅬,U+2216C,2,7.334,NOM_EXT_B_PLUS
缸,U+7F38,2,7.334,HAN_BASIC
㩡,U+3A61,2,7.334,CJK_EXT_A
𠉕,U+20255,2,7.334,NOM_EXT_B_PLUS
𡅨,U+21168,2,7.334,NOM_EXT_B_PLUS
露,U+9732,2,7.334,HAN_BASIC
𫼚,U+2BF1A,2,7.334,NOM_EXT_B_PLUS
筠,U+7B60,2,7.334,HAN_BASIC
椹,U+6939,2,7.334,HAN_BASIC
僘,U+50D8,2,7.334,HAN_BASIC
权,U+6743,2,7.334,HAN_BASIC
埣,U+57E3,2,7.334,HAN_BASIC
𤇧,U+241E7,2,7.334,NOM_EXT_B_PLUS
泑,U+6CD1,2,7.334,HAN_BASIC
宲,U+5BB2,2,7.334,HAN_BASIC
诃,U+8BC3,2,7.334,HAN_BASIC
沅,U+6C85,2,7.334,HAN_BASIC
咚,U+549A,2,7.334,HAN_BASIC
苤,U+82E4,2,7.334,HAN_BASIC
囁,U+56C1,2,7.334,HAN_BASIC
伏,U+4F0F,2,7.334,HAN_BASIC
𬯜,U+2CBDC,2,7.334,NOM_EXT_B_PLUS
𢸘,U+22E18,2,7.334,NOM_EXT_B_PLUS
瑴,U+7474,2,7.334,HAN_BASIC
盁,U+76C1,2,7.334,HAN_BASIC
扡,U+6261,2,7.334,HAN_BASIC
揸,U+63F8,2,7.334,HAN_BASIC
郈,U+90C8,2,7.334,HAN_BASIC
邌,U+908C,2,7.334,HAN_BASIC
筏,U+7B4F,2,7.334,HAN_BASIC
懝,U+61DD,2,7.334,HAN_BASIC
延,U+5EF6,2,7.334,HAN_BASIC
拗,U+62D7,2,7.334,HAN_BASIC
鵬,U+9D6C,2,7.334,HAN_BASIC
給,U+7D66,2,7.334,HAN_BASIC
迢,U+8FE2,2,7.334,HAN_BASIC
朐,U+6710,2,7.334,HAN_BASIC
曷,U+66F7,2,7.334,HAN_BASIC
輕,U+8F15,2,7.334,HAN_BASIC
祥,U+7965,2,7.334,HAN_BASIC
賃,U+8CC3,2,7.334,HAN_BASIC
蕛,U+855B,2,7.334,HAN_BASIC
紐,U+7D10,2,7.334,HAN_BASIC
𡮠,U+21BA0,2,7.334,NOM_EXT_B_PLUS
𢱐,U+22C50,2,7.334,NOM_EXT_B_PLUS
确,U+786E,2,7.334,HAN_BASIC
貺,U+8CBA,2,7.334,HAN_BASIC
埄,U+57C4,2,7.334,HAN_BASIC
赉,U+8D49,2,7.334,HAN_BASIC
苉,U+82C9,2,7.334,HAN_BASIC
𡦠,U+219A0,2,7.334,NOM_EXT_B_PLUS
変,U+5909,2,7.334,HAN_BASIC
𡩗,U+21A57,2,7.334,NOM_EXT_B_PLUS
溰,U+6EB0,2,7.334,HAN_BASIC
峰,U+5CF0,2,7.334,HAN_BASIC
兠,U+5160,2,7.334,HAN_BASIC
蓬,U+84EC,2,7.334,HAN_BASIC
𠸌,U+20E0C,2,7.334,NOM_EXT_B_PLUS
褭,U+892D,2,7.334,HAN_BASIC
扔,U+6254,2,7.334,HAN_BASIC
逵,U+9035,2,7.334,HAN_BASIC
𠫻,U+20AFB,2,7.334,NOM_EXT_B_PLUS
翡,U+7FE1,2,7.334,HAN_BASIC
𠰳,U+20C33,2,7.334,NOM_EXT_B_PLUS
搊,U+640A,2,7.334,HAN_BASIC
蓤,U+84E4,2,7.334,HAN_BASIC
𧶮,U+27DAE,2,7.334,NOM_EXT_B_PLUS
宓,U+5B93,2,7.334,HAN_BASIC
很,U+5F88,2,7.334,HAN_BASIC
嗡,U+55E1,2,7.334,HAN_BASIC
乘,U+4E58,2,7.334,HAN_BASIC
遷,U+9077,2,7.334,HAN_BASIC
揊,U+63CA,2,7.334,HAN_BASIC
矇,U+77C7,2,7.334,HAN_BASIC
妄,U+5984,2,7.334,HAN_BASIC
扛,U+625B,2,7.334,HAN_BASIC
旘,U+65D8,2,7.334,HAN_BASIC
覩,U+89A9,2,7.334,HAN_BASIC
纶,U+7EB6,2,7.334,HAN_BASIC
𤙭,U+2466D,2,7.334,NOM_EXT_B_PLUS
𢖮,U+225AE,2,7.334,NOM_EXT_B_PLUS
桐,U+6850,2,7.334,HAN_BASIC
膿,U+81BF,2,7.334,HAN_BASIC
佼,U+4F7C,2,7.334,HAN_BASIC
魯,U+9B6F,2,7.334,HAN_BASIC
哪,U+54EA,2,7.334,HAN_BASIC
跡,U+8DE1,2,7.334,HAN_BASIC
漣,U+6F23,2,7.334,HAN_BASIC
㽕,U+3F55,2,7.334,CJK_EXT_A
𪰬,U+2AC2C,2,7.334,NOM_EXT_B_PLUS
洔,U+6D14,2,7.334,HAN_BASIC
声,U+58F0,2,7.334,HAN_BASIC
槌,U+69CC,2,7.334,HAN_BASIC
皱,U+76B1,2,7.334,HAN_BASIC
幛,U+5E5B,2,7.334,HAN_BASIC
帏,U+5E0F,2,7.334,HAN_BASIC
越,U+8D8A,2,7.334,HAN_BASIC
變,U+8B8A,2,7.334,HAN_BASIC
𨫅,U+28AC5,2,7.334,NOM_EXT_B_PLUS
𡒬,U+214AC,2,7.334,NOM_EXT_B_PLUS
荷,U+8377,2,7.334,HAN_BASIC
𪨁,U+2AA01,2,7.334,NOM_EXT_B_PLUS
𡐙,U+21419,2,7.334,NOM_EXT_B_PLUS
招,U+62DB,2,7.334,HAN_BASIC
蝚,U+875A,2,7.334,HAN_BASIC
𤹘,U+24E58,2,7.334,NOM_EXT_B_PLUS
舡,U+8221,2,7.334,HAN_BASIC
剾,U+527E,2,7.334,HAN_BASIC
醚,U+919A,2,7.334,HAN_BASIC
𠶓,U+20D93,2,7.334,NOM_EXT_B_PLUS
䲲,U+4CB2,2,7.334,CJK_EXT_A
传,U+4F20,2,7.334,HAN_BASIC
屙,U+5C59,2,7.334,HAN_BASIC
弞,U+5F1E,2,7.334,HAN_BASIC
瘩,U+7629,2,7.334,HAN_BASIC
村,U+6751,2,7.334,HAN_BASIC
筞,U+7B5E,2,7.334,HAN_BASIC
刺,U+523A,2,7.334,HAN_BASIC
陉,U+9649,2,7.334,HAN_BASIC
謐,U+8B10,2,7.334,HAN_BASIC
攉,U+6509,2,7.334,HAN_BASIC
𠄜,U+2011C,2,7.334,NOM_EXT_B_PLUS
斮,U+65AE,2,7.334,HAN_BASIC
勑,U+52D1,2,7.334,HAN_BASIC
鎚,U+939A,2,7.334,HAN_BASIC
芃,U+8283,2,7.334,HAN_BASIC
𢬥,U+22B25,2,7.334,NOM_EXT_B_PLUS
𢰲,U+22C32,2,7.334,NOM_EXT_B_PLUS
球,U+7403,2,7.334,HAN_BASIC
𡥐,U+21950,2,7.334,NOM_EXT_B_PLUS
蓦,U+84E6,2,7.334,HAN_BASIC
烘,U+70D8,2,7.334,HAN_BASIC
𠔇,U+20507,2,7.334,NOM_EXT_B_PLUS
忏,U+5FCF,2,7.334,HAN_BASIC
摵,U+6475,2,7.334,HAN_BASIC
煠,U+7160,2,7.334,HAN_BASIC
衊,U+884A,2,7.334,HAN_BASIC
𠏠,U+203E0,2,7.334,NOM_EXT_B_PLUS
𡘠,U+21620,2,7.334,NOM_EXT_B_PLUS
无,U+65E0,2,7.334,HAN_BASIC
蟯,U+87EF,2,7.334,HAN_BASIC
堚,U+581A,2,7.334,HAN_BASIC
𣆰,U+231B0,2,7.334,NOM_EXT_B_PLUS
碫,U+78AB,2,7.334,HAN_BASIC
還,U+9084,2,7.334,HAN_BASIC
𣠗,U+23817,2,7.334,NOM_EXT_B_PLUS
陶,U+9676,2,7.334,HAN_BASIC
𩻟,U+29EDF,2,7.334,NOM_EXT_B_PLUS
𦮴,U+26BB4,2,7.334,NOM_EXT_B_PLUS
昔,U+6614,2,7.334,HAN_BASIC
捈,U+6348,2,7.334,HAN_BASIC
咹,U+54B9,2,7.334,HAN_BASIC
榷,U+69B7,2,7.334,HAN_BASIC
胡,U+80E1,2,7.334,HAN_BASIC
洿,U+6D3F,2,7.334,HAN_BASIC
薏,U+858F,2,7.334,HAN_BASIC
𠬯,U+20B2F,2,7.334,NOM_EXT_B_PLUS
偯,U+506F,2,7.334,HAN_BASIC
聁,U+8041,2,7.334,HAN_BASIC
𡔒,U+21512,2,7.334,NOM_EXT_B_PLUS
銙,U+9299,2,7.334,HAN_BASIC
匜,U+531C,2,7.334,HAN_BASIC
彦,U+5F66,2,7.334,HAN_BASIC
氶,U+6C36,2,7.334,HAN_BASIC
捤,U+6364,2,7.334,HAN_BASIC
帘,U+5E18,2,7.334,HAN_BASIC
羕,U+7F95,2,7.334,HAN_BASIC
珲,U+73F2,2,7.334,HAN_BASIC
𡕛,U+2155B,2,7.334,NOM_EXT_B_PLUS
遶,U+9076,2,7.334,HAN_BASIC
峼,U+5CFC,2,7.334,HAN_BASIC
松,U+677E,2,7.334,HAN_BASIC
𠼼,U+20F3C,2,7.334,NOM_EXT_B_PLUS
椉,U+6909,2,7.334,HAN_BASIC
徎,U+5F8E,2,7.334,HAN_BASIC
𡽫,U+21F6B,2,7.334,NOM_EXT_B_PLUS
忉,U+5FC9,2,7.334,HAN_BASIC
塤,U+5864,2,7.334,HAN_BASIC
槊,U+69CA,2,7.334,HAN_BASIC
𢩵,U+22A75,2,7.334,NOM_EXT_B_PLUS
禬,U+79AC,2,7.334,HAN_BASIC
嗳,U+55F3,2,7.334,HAN_BASIC
辟,U+8F9F,2,7.334,HAN_BASIC
蔸,U+8538,2,7.334,HAN_BASIC
𢫡,U+22AE1,2,7.334,NOM_EXT_B_PLUS
𪱆,U+2AC46,2,7.334,NOM_EXT_B_PLUS
仮,U+4EEE,2,7.334,HAN_BASIC
𬒿,U+2C4BF,2,7.334,NOM_EXT_B_PLUS
𧜖,U+27716,2,7.334,NOM_EXT_B_PLUS
價,U+50F9,2,7.334,HAN_BASIC
妢,U+59A2,2,7.334,HAN_BASIC
杯,U+676F,2,7.334,HAN_BASIC
䙾,U+467E,2,7.334,CJK_EXT_A
𡘲,U+21632,2,7.334,NOM_EXT_B_PLUS
懒,U+61D2,2,7.334,HAN_BASIC
嘔,U+5614,2,7.334,HAN_BASIC
唹,U+5539,2,7.334,HAN_BASIC
伽,U+4F3D,2,7.334,HAN_BASIC
鍠,U+9360,2,7.334,HAN_BASIC
便,U+4FBF,2,7.334,HAN_BASIC
鳮,U+9CEE,2,7.334,HAN_BASIC
忿,U+5FFF,2,7.334,HAN_BASIC
麆,U+9E86,2,7.334,HAN_BASIC
𡅳,U+21173,2,7.334,NOM_EXT_B_PLUS
佳,U+4F73,2,7.334,HAN_BASIC
繁,U+7E41,2,7.334,HAN_BASIC
櫝,U+6ADD,2,7.334,HAN_BASIC
罍,U+7F4D,2,7.334,HAN_BASIC
納,U+7D0D,2,7.334,HAN_BASIC
恒,U+6052,2,7.334,HAN_BASIC
褓,U+8913,2,7.334,HAN_BASIC
𫮲,U+2BBB2,2,7.334,NOM_EXT_B_PLUS
𥋟,U+252DF,2,7.334,NOM_EXT_B_PLUS
㖵,U+35B5,2,7.334,CJK_EXT_A
撽,U+64BD,2,7.334,HAN_BASIC
凖,U+51D6,2,7.334,HAN_BASIC
痉,U+75C9,2,7.334,HAN_BASIC
阩,U+9629,2,7.334,HAN_BASIC
鷖,U+9DD6,2,7.334,HAN_BASIC
鼋,U+9F0B,2,7.334,HAN_BASIC
𡪄,U+21A84,2,7.334,NOM_EXT_B_PLUS
盠,U+76E0,2,7.334,HAN_BASIC
健,U+5065,2,7.334,HAN_BASIC
𥡴,U+25874,2,7.334,NOM_EXT_B_PLUS
𥙪,U+2566A,2,7.334,NOM_EXT_B_PLUS
𠔭,U+2052D,2,7.334,NOM_EXT_B_PLUS
𠍦,U+20366,2,7.334,NOM_EXT_B_PLUS
夺,U+593A,2,7.334,HAN_BASIC
𤊠,U+242A0,2,7.334,NOM_EXT_B_PLUS
辞,U+8F9E,2,7.334,HAN_BASIC
嗂,U+55C2,2,7.334,HAN_BASIC
病,U+75C5,2,7.334,HAN_BASIC
舀,U+8200,2,7.334,HAN_BASIC
䋥,U+42E5,2,7.334,CJK_EXT_A
剢,U+5262,2,7.334,HAN_BASIC
擛,U+64DB,2,7.334,HAN_BASIC
䲨,U+4CA8,2,7.334,CJK_EXT_A
烫,U+70EB,2,7.334,HAN_BASIC
進,U+9032,2,7.334,HAN_BASIC
騤,U+9A24,2,7.334,HAN_BASIC
哬,U+54EC,2,7.334,HAN_BASIC
𡃑,U+210D1,2,7.334,NOM_EXT_B_PLUS
廣,U+5EE3,2,7.334,HAN_BASIC
赚,U+8D5A,2,7.334,HAN_BASIC
剐,U+5250,2,7.334,HAN_BASIC
度,U+5EA6,2,7.334,HAN_BASIC
禅,U+7985,2,7.334,HAN_BASIC
荳,U+8373,2,7.334,HAN_BASIC
瀋,U+700B,2,7.334,HAN_BASIC
媯,U+5AAF,2,7.334,HAN_BASIC
瑚,U+745A,2,7.334,HAN_BASIC
屯,U+5C6F,2,7.334,HAN_BASIC
㨳,U+3A33,2,7.334,CJK_EXT_A
銊,U+928A,2,7.334,HAN_BASIC
瞝,U+779D,2,7.334,HAN_BASIC
綏,U+7D8F,2,7.334,HAN_BASIC
嬾,U+5B3E,2,7.334,HAN_BASIC
𧀞,U+2701E,2,7.334,NOM_EXT_B_PLUS
现,U+73B0,2,7.334,HAN_BASIC
𠓽,U+204FD,2,7.334,NOM_EXT_B_PLUS
𧹼,U+27E7C,2,7.334,NOM_EXT_B_PLUS
𡜱,U+21731,2,7.334,NOM_EXT_B_PLUS
𡅫,U+2116B,2,7.334,NOM_EXT_B_PLUS
蝻,U+877B,2,7.334,HAN_BASIC
厰,U+53B0,2,7.334,HAN_BASIC
囸,U+56F8,2,7.334,HAN_BASIC
𠫦,U+20AE6,2,7.334,NOM_EXT_B_PLUS
歾,U+6B7E,2,7.334,HAN_BASIC
埮,U+57EE,2,7.334,HAN_BASIC
𠐌,U+2040C,2,7.334,NOM_EXT_B_PLUS
纱,U+7EB1,2,7.334,HAN_BASIC
㗖,U+35D6,2,7.334,CJK_EXT_A
𠖰,U+205B0,2,7.334,NOM_EXT_B_PLUS
𭝫,U+2D76B,2,7.334,NOM_EXT_B_PLUS
突,U+7A81,2,7.334,HAN_BASIC
𩙋,U+2964B,2,7.334,NOM_EXT_B_PLUS
澄,U+6F84,2,7.334,HAN_BASIC
𪀄,U+2A004,2,7.334,NOM_EXT_B_PLUS
𠰘,U+20C18,2,7.334,NOM_EXT_B_PLUS
䠥,U+4825,2,7.334,CJK_EXT_A
𧁷,U+27077,2,7.334,NOM_EXT_B_PLUS
寎,U+5BCE,2,7.334,HAN_BASIC
搯,U+642F,2,7.334,HAN_BASIC
吮,U+542E,2,7.334,HAN_BASIC
杓,U+6753,2,7.334,HAN_BASIC
柶,U+67F6,2,7.334,HAN_BASIC
薟,U+859F,2,7.334,HAN_BASIC
护,U+62A4,2,7.334,HAN_BASIC
慤,U+6164,2,7.334,HAN_BASIC
𡣻,U+218FB,2,7.334,NOM_EXT_B_PLUS
蜺,U+873A,2,7.334,HAN_BASIC
𠷛,U+20DDB,2,7.334,NOM_EXT_B_PLUS
粂,U+7C82,2,7.334,HAN_BASIC
煤,U+7164,2,7.334,HAN_BASIC
暇,U+6687,2,7.334,HAN_BASIC
畗,U+7557,2,7.334,HAN_BASIC
獻,U+737B,2,7.334,HAN_BASIC
𠅞,U+2015E,2,7.334,NOM_EXT_B_PLUS
㞾,U+37BE,2,7.334,CJK_EXT_A
靀,U+9740,2,7.334,HAN_BASIC
𠃧,U+200E7,2,7.334,NOM_EXT_B_PLUS
俚,U+4FDA,2,7.334,HAN_BASIC
莕,U+8395,2,7.334,HAN_BASIC
𨼆,U+28F06,2,7.334,NOM_EXT_B_PLUS
標,U+6A19,2,7.334,HAN_BASIC
𠴗,U+20D17,2,7.334,NOM_EXT_B_PLUS
箈,U+7B88,2,7.334,HAN_BASIC
瘡,U+7621,2,7.334,HAN_BASIC
𠰃,U+20C03,2,7.334,NOM_EXT_B_PLUS
洜,U+6D1C,2,7.334,HAN_BASIC
親,U+89AA,2,7.334,HAN_BASIC
莝,U+839D,2,7.334,HAN_BASIC
鷧,U+9DE7,2,7.334,HAN_BASIC
㦖,U+3996,2,7.334,CJK_EXT_A
昂,U+6602,2,7.334,HAN_BASIC
覼,U+89BC,2,7.334,HAN_BASIC
挾,U+633E,2,7.334,HAN_BASIC
纳,U+7EB3,2,7.334,HAN_BASIC
揭,U+63ED,2,7.334,HAN_BASIC
